estimate	p_values	FDR
del38_13q14.2 	801	0.00727203877294711	0.490376851003335
amp25_15q26.3 	1528	0.0104335500213476	0.490376851003335
del40_14q32.33	853	0.0209847630807876	0.657522576531343
amp5_2q11.2  	907	0.0550944908052263	0.922100223021321
del60_21q11.2 	1435	0.0588607594842867	0.922100223021321
del44_16p13.11	915.5	0.0633499557690664	0.922100223021321
amp21_13q33.1 	920.5	0.0686670378845665	0.922100223021321
amp24_15q13.2 	1409	0.0888609277476645	0.93538117370585
amp4_2p25.1  	940	0.0930120737059414	0.93538117370585
del13_4q13.2  	1401.5	0.0995086355006223	0.93538117370585
del26_8q21.2  	1387	0.122963963810964	0.997117809365618
del63_22q13.33	969	0.141506149792642	0.997117809365618
del37_13q11   	976	0.155666924734571	0.997117809365618
amp23_14q32.33	985	0.175541273000415	0.997117809365618
del19_6p22.1  	986.5	0.179019758739206	0.997117809365618
amp20_12q13.2 	996	0.202259255537197	0.997117809365618
amp8_3q26.2  	997	0.204827720465459	0.997117809365618
del14_4q13.2  	1348.5	0.206111863739225	0.997117809365618
del56_19q13.42	1001	0.215337228691912	0.997117809365618
del28_9q33.3  	1332	0.252162117684078	0.997117809365618
del8_3p26.3  	1331	0.255173137305596	0.997117809365618
amp10_5p15.33 	1016	0.258202723132183	0.997117809365618
del43_15q14   	1023	0.280101506923354	0.997117809365618
del62_22q11.21	1316.5	0.301533132968526	0.997117809365618
del51_17q21.31	1316	0.302787425127011	0.997117809365618
amp30_19q13.2 	1315	0.306641861086819	0.997117809365618
amp7_2q31.2  	1031	0.30664822166493	0.997117809365618
amp22_14q11.2 	1031.5	0.30835898528602	0.997117809365618
amp31_20p13   	1035	0.320523837794774	0.997117809365618
del16_5q13.2  	1036	0.324039979476351	0.997117809365618
del12_4p16.1  	1041	0.341745393280043	0.997117809365618
del50_17q12   	1296.5	0.374188762962328	0.997117809365618
del35_12p13.31	1055	0.395942470815748	0.997117809365618
del48_17p11.2 	1290	0.399634131007026	0.997117809365618
amp11_5q31.3  	1290	0.399975235350915	0.997117809365618
del2_1p36.11 	1287	0.41220548567693	0.997117809365618
del39_14q11.2 	1059	0.412219316743232	0.997117809365618
amp17_10q26.13	1059.5	0.414281654034235	0.997117809365618
del27_9p24.3  	1067	0.445943686970736	0.997117809365618
del6_2p25.3  	1073	0.47223499379835	0.997117809365618
del59_21p11.2 	1273	0.47223499379835	0.997117809365618
del32_11p15.5 	1076	0.485694197178879	0.997117809365618
del10_3q29    	1269	0.49022629656096	0.997117809365618
del17_5q35.3  	1265.5	0.506252177904235	0.997117809365618
del52_17q21.31	1264	0.513175459486527	0.997117809365618
amp29_19q12   	1261	0.526898638360074	0.997117809365618
amp28_19p13.11	1261	0.527287446757033	0.997117809365618
del18_6p25.3  	1086	0.532018592940781	0.997117809365618
amp26_17p11.2 	1087	0.536771147735968	0.997117809365618
del47_17p11.2 	1087	0.536771147735968	0.997117809365618
amp9_4p16.3  	1251	0.575543413230633	0.997117809365618
amp27_17q25.3 	1249	0.585439235283852	0.997117809365618
del58_20p13   	1247	0.595412147522881	0.997117809365618
amp12_6p21.33 	1101	0.605458371317607	0.997117809365618
del49_17p11.2 	1102.5	0.613040333066365	0.997117809365618
amp2_1p34.2  	1103	0.615590540703203	0.997117809365618
del53_18q23   	1240	0.630917649543672	0.997117809365618
amp6_2q14.1  	1108	0.641225193764613	0.997117809365618
del34_11q11   	1237	0.646404101825859	0.997117809365618
del33_11p14.2 	1109	0.646405184954978	0.997117809365618
amp15_8q24.3  	1235.5	0.654206285898197	0.997117809365618
del36_12q24.33	1113	0.66729495478722	0.997117809365618
del5_1q44    	1222	0.726043840503744	0.997117809365618
del11_4p16.3  	1221	0.731471834765711	0.997117809365618
del15_4q35.2  	1127	0.74236799404161	0.997117809365618
del20_6q27    	1127	0.74236799404161	0.997117809365618
del57_19q13.42	1129	0.75330033578497	0.997117809365618
del42_15q11.2 	1217	0.75331602928651	0.997117809365618
amp16_9p24.2  	1133	0.77535950012305	0.997117809365618
del23_8p23.1  	1212	0.780899551954846	0.997117809365618
del4_1q31.3  	1134.5	0.783666838566381	0.997117809365618
del29_9q34.13 	1210	0.7920128193441	0.997117809365618
del25_8p23.1  	1206.5	0.811555733660022	0.997117809365618
del24_8p23.1  	1205	0.819974500031988	0.997117809365618
amp3_1q21.2  	1141	0.819976826722942	0.997117809365618
del45_16q22.1 	1202	0.836868249693563	0.997117809365618
del30_10q11.22	1199.5	0.851001984324202	0.997117809365618
del3_1p11.2  	1147	0.853833318338185	0.997117809365618
amp18_11q14.1 	1198	0.859505883902897	0.997117809365618
del9_3p12.1  	1149	0.865184719866242	0.997117809365618
del46_16q24.3 	1150	0.870870067987329	0.997117809365618
amp1_1p36.33 	1192	0.893675366392429	0.997117809365618
del55_19p12   	1154	0.893675366392429	0.997117809365618
del21_7p22.1  	1158	0.916568912486669	0.997117809365618
amp19_12p13.33	1186	0.928042897627755	0.997117809365618
del61_21q22.3 	1186	0.928042897627755	0.997117809365618
del41_15q11.2 	1185	0.933784788248293	0.997117809365618
amp14_8p11.1  	1162	0.939531864336955	0.997117809365618
del54_19p13.3 	1163	0.945281221750002	0.997117809365618
del1_1p36.21 	1165	0.956788050248135	0.997117809365618
del22_7q22.1  	1169	0.979826771452535	0.997117809365618
amp32_20q13.33	1176	0.985589798968137	0.997117809365618
amp13_7q34    	1174	0.997117809365618	0.997117809365618
del31_10q23.31	1172	0.997117809365618	0.997117809365618
