estimate	p_values	FDR
3p	274	0.0387597193952569	0.738647145579987
20q	61.5	0.0399139589403154	0.738647145579987
11q	265.5	0.053115159866287	0.738647145579987
1q	256	0.0687113623795337	0.738647145579987
16p	84	0.11370860216867	0.913921960127615
10q	99	0.136187540492068	0.913921960127615
14q	95	0.153209354071071	0.913921960127615
16q	94	0.186859615780909	0.913921960127615
3q	99	0.201260230647724	0.913921960127615
22p	101	0.233184480991096	0.913921960127615
12q	111	0.253767126519113	0.913921960127615
10p	112	0.29874058313873	0.913921960127615
11p	222	0.304451428870779	0.913921960127615
8q	224.5	0.313721565641917	0.913921960127615
7q	117.5	0.318809986091029	0.913921960127615
2p	123.5	0.343178879605027	0.922293238938511
21p	121.5	0.396858086149957	0.950048126034694
19p	208	0.446157609673587	0.950048126034694
5p	128	0.457887641780843	0.950048126034694
13q	208	0.465565205468379	0.950048126034694
2q	198	0.491836136694631	0.950048126034694
Xq	133	0.5285530260008	0.950048126034694
9p	203	0.529586243075598	0.950048126034694
6q	134.5	0.535144079307873	0.950048126034694
21q	140	0.585785278214805	0.950048126034694
15q	195.5	0.60254164840509	0.950048126034694
1p	189	0.623358674724085	0.950048126034694
12p	143	0.641166943445225	0.950048126034694
18q	192	0.662160443617215	0.950048126034694
6p	149	0.732528019068021	0.950048126034694
17q	186	0.749214733166882	0.950048126034694
9q	151	0.756494750697845	0.950048126034694
5q	183	0.762918108958243	0.950048126034694
22q	185	0.766164205179721	0.950048126034694
18p	181	0.813565110191524	0.950048126034694
20p	179.5	0.836224859981235	0.950048126034694
4q	178	0.860685568122143	0.950048126034694
8p	177	0.880669964825106	0.950048126034694
17p	176	0.894364618147943	0.950048126034694
7p	161.5	0.908727586653341	0.950048126034694
4p	174.5	0.912495598989985	0.950048126034694
19q	164	0.947936854098252	0.950048126034694
Xp	164	0.950048126034694	0.950048126034694
