estimate	p_values	FDR
19p	1994.5	0.00324629620571191	0.139590736845612
4p	1124.5	0.013370344092813	0.216762070285662
15q	1152	0.015122935136209	0.216762070285662
4q	1176	0.0292411273815013	0.314342119351139
22p	1195.5	0.0454955847697636	0.368712231409959
2q	1786	0.0514482183362733	0.368712231409959
9q	1306	0.158796337439845	0.920837320309524
1p	1702.5	0.180167257870357	0.920837320309524
20q	1733	0.200497460197561	0.920837320309524
Xq	1328	0.21621634720328	0.920837320309524
11q	1712	0.238734410652304	0.920837320309524
22q	1358.5	0.299173669559579	0.920837320309524
17p	1700.5	0.32769121374164	0.920837320309524
21p	1384	0.365230153632304	0.920837320309524
7p	1666	0.401972024464533	0.920837320309524
3p	1657	0.423186068853541	0.920837320309524
18p	1408	0.436821267391602	0.920837320309524
10q	1427	0.447402266178469	0.920837320309524
Xp	1404.5	0.448187641953751	0.920837320309524
12q	1423.5	0.466090212679728	0.920837320309524
5q	1638.5	0.469606891729721	0.920837320309524
14q	1644	0.471126070856035	0.920837320309524
6q	1424.5	0.501645984292622	0.937859883677511
1q	1622.5	0.539921977971853	0.949445081170139
21q	1445	0.565961779795066	0.949445081170139
6p	1623	0.584140999740784	0.949445081170139
19q	1619	0.597460017589662	0.949445081170139
16p	1604	0.658415967615025	0.949445081170139
13q	1605	0.661918961274675	0.949445081170139
8q	1593	0.723076061992394	0.949445081170139
20p	1582	0.762854447951349	0.949445081170139
16q	1574	0.809733997992731	0.949445081170139
12p	1494.5	0.810869756086241	0.949445081170139
11p	1570	0.816588918197843	0.949445081170139
7q	1567	0.825005068125859	0.949445081170139
10p	1568	0.830674159430907	0.949445081170139
9p	1568	0.835146420956226	0.949445081170139
18q	1499.5	0.839044490336402	0.949445081170139
3q	1508	0.879727914685664	0.953583683695617
2p	1550.5	0.903501441948342	0.953583683695617
8p	1553	0.909230954221402	0.953583683695617
5p	1536	0.987590741653413	0.9927626509649
17q	1531	0.9927626509649	0.9927626509649
