sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2554	1p	3	1	68239600	70994891.5	0.96	LOSS AFTER
X2554	2q	5	2	143828926	143828926	1	GAIN
X2554	3p	3	1	27645516	27645516	1	LOSS AFTER
X2554	4q	5	2	113641454	113641454	1	GAIN
X2554	5q	2	1	131307361	131307361	1	DOUBLE LOSS AFTER
X2554	6p	5	2	11938411	11938411	1	GAIN
X2554	6q	5	2	110698470	111372570	0.99	GAIN
X2554	8q	5	2	96118477	97695970	0.98	GAIN
X2554	9q	3	1	44782212	44782212	1	LOSS AFTER
X2554	10q	5	2	75371223	75371223	1	GAIN
X2554	11q	3	0	68198700	68246600	1	CNLOH BEFORE & LOSS
X2554	12q	4	1	66327608	75941639	0.87	CNLOH AFTER
X2554	13q	3	0	80975900	80975900	1	CNLOH BEFORE & LOSS
X2554	14q	4	2	12632511	13712936	0.92	TETRAPLOID
X2554	15q	1	0	8212300	10212255	0.8	LOSS BEFORE & AFTER
X2554	16p	5	2	30581826	32533389.5	0.94	GAIN
X2554	16q	3	1	52748356.5	52748356.5	1	LOSS AFTER
X2554	17p	5	0	19369900	23672968.5	0.82	CNLOH BEFORE & GAIN
X2554	18p	5	2	6349466.5	6349466.5	1	GAIN
X2554	18q	5	2	60842947.5	60842947.5	1	GAIN
X2554	20p	5	2	28139827	28139827	1	GAIN
X2554	20q	5	2	32966270	36010275	0.92	GAIN
X2554	21q	5	2	34788416	34788416	1	GAIN
X2554	23q	3	1	91101589	91101589	1	LOSS AFTER
