sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2704	1p	3	1	29917391.5	29917391.5	1	GAIN
X2704	2p	2	1	93125051	93125051	1	DIPLOID
X2704	2q	2	1	146489753	148102117	0.99	DIPLOID
X2704	3p	4	2	39413616	39413616	1	TETRAPLOID
X2704	3q	4	2	105997398	105997398	1	TETRAPLOID
X2704	4p	2	1	47203006	47203006	1	DIPLOID
X2704	4q	2	1	139332294	139332294	1	DIPLOID
X2704	5p	2	1	48132353.5	48132353.5	1	DIPLOID
X2704	6p	2	1	59039211	59039211	1	DIPLOID
X2704	6q	2	1	111448389	111448389	1	DIPLOID
X2704	7q	2	0	59790581	59873989	1	CNLOH
X2704	8p	1	0	28342600	28342600	1	HETLOSS
X2704	8q	7	1	45270684	47196354	0.96	AMP
X2704	9p	1	0	44441996.5	44441996.5	1	HETLOSS
X2704	9q	1	0	80402252.5	93159952.5	0.86	HETLOSS
X2704	10p	2	1	40592901.5	40592901.5	1	DIPLOID
X2704	10q	2	1	93019498.5	93019498.5	1	DIPLOID
X2704	11p	1	0	27227000	27227000	1	HETLOSS
X2704	11q	2	1	66916698	66916698	1	DIPLOID
X2704	12p	1	0	26924629.5	26924629.5	1	HETLOSS
X2704	13q	1	0	96152851	96152851	1	HETLOSS
X2704	14q	4	2	5098753	6059399	0.84	TETRAPLOID
X2704	15q	2	0	82097600	82097600	1	CNLOH
X2704	17p	1	0	22528321.5	22528321.5	1	HETLOSS
X2704	17q	1	0	49655423.5	58525152.5	0.85	HETLOSS
X2704	18p	2	1	18113552.5	18113552.5	1	DIPLOID
X2704	18q	2	1	61479447.5	61479447.5	1	DIPLOID
X2704	20p	2	1	27808790	27808790	1	DIPLOID
X2704	20q	3	1	32533146	35581308	0.91	GAIN
X2704	21q	2	1	30101616	34790516	0.87	DIPLOID
X2704	23p	2	1	60224860.5	60224860.5	1	DIPLOID
X2704	23q	2	1	93259391.5	93259391.5	1	DIPLOID
