sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1040	1p	1	0	33550749	38688211.5	0.87	HETLOSS
X1040	2p	2	1	93125051	93125051	1	DIPLOID
X1040	2q	2	1	148114249	148114249	1	DIPLOID
X1040	3p	1	0	90836916	90836916	1	HETLOSS
X1040	4p	2	1	50674706	50674706	1	DIPLOID
X1040	4q	2	1	139332394	139332394	1	DIPLOID
X1040	5p	2	1	47531153.5	47531153.5	1	DIPLOID
X1040	5q	2	1	132349067.5	132349067.5	1	DIPLOID
X1040	6q	2	0	60765100	61556202	0.99	CNLOH
X1040	7p	2	1	59829136.5	59829136.5	1	DIPLOID
X1040	7q	2	1	99384263.5	99384263.5	1	DIPLOID
X1040	8p	1	0	43205700	43205700	1	HETLOSS
X1040	8q	2	1	98439693	98439693	1	DIPLOID
X1040	9p	1	0	44441996.5	44441996.5	1	HETLOSS
X1040	9q	1	0	93723203.5	93723203.5	1	HETLOSS
X1040	10p	1	0	11038500	13075401.5	0.84	HETLOSS
X1040	10q	2	0	93019560.5	93019560.5	1	CNLOH
X1040	11q	2	0	54998098	54998098	1	CNLOH
X1040	12q	1	0	64448232	65008832	0.99	HETLOSS
X1040	13q	1	0	74369500	85542978	0.87	HETLOSS
X1040	14q	1	0	86790088	87686310	0.99	HETLOSS
X1040	15q	2	0	76522500	76522500	1	CNLOH
X1040	16p	1	0	36739013.5	36739013.5	1	HETLOSS
X1040	16q	1	0	51996886.5	52882545.5	0.98	HETLOSS
X1040	17p	1	0	13585800	15452469	0.88	HETLOSS
X1040	18p	2	1	18113452.5	18113452.5	1	DIPLOID
X1040	18q	2	1	62086247.5	62086247.5	1	DIPLOID
X1040	20p	2	1	28149590	28149590	1	DIPLOID
X1040	20q	2	1	36088497	36088497	1	DIPLOID
X1040	22q	1	0	34289014	35087486	0.98	HETLOSS
X1040	23p	1	0	60224760.5	60224760.5	1	HETLOSS
X1040	23q	1	0	95518939.5	95518939.5	1	HETLOSS
