estimate	p_values	FDR
del52_17q25.1 	130	0.00816214049864519	0.682880995068282
del71_xp11.23 	145	0.022414263916849	0.682880995068282
amp13_6p22.2  	358	0.0266881307647592	0.682880995068282
del56_19p13.2 	151	0.029887702851503	0.682880995068282
del40_14q11.2 	347	0.0492810359449334	0.682880995068282
del11_3q21.3  	162	0.053728886163457	0.682880995068282
amp14_6q21    	343	0.0593949474303478	0.682880995068282
del24_7q22.1  	164	0.0599959662347195	0.682880995068282
del62_20q13.33	167	0.0687887275375907	0.682880995068282
amp6_3q29    	168	0.0723932600787651	0.682880995068282
del12_3q29    	169	0.0758153434704331	0.682880995068282
amp4_3q21.3  	171	0.0831208929195911	0.682880995068282
del73_xq28    	171	0.0831208929195911	0.682880995068282
amp22_10q25.1 	333	0.0953397911693979	0.682880995068282
del53_18p11.21	174.5	0.0971302265253576	0.682880995068282
amp21_10q21.2 	331	0.104234208796571	0.682880995068282
del39_13q11   	329	0.112336358598339	0.682880995068282
amp17_8p23.1  	328	0.117857363554636	0.682880995068282
del15_5p15.33 	179	0.118761912185788	0.682880995068282
del45_16q11.2 	179	0.118761912185788	0.682880995068282
amp31_15q25.3 	325	0.134786345182794	0.702370816492404
del72_xp11.22 	182	0.134786345182794	0.702370816492404
del51_17q11.2 	183	0.140474163298481	0.702370816492404
del59_19q13.2 	185	0.150708476406145	0.722144782779446
amp43_21q22.11	321	0.1586155812664	0.729631673825442
amp19_9p22.3  	319	0.171634213840494	0.751769364498109
del9_2q37.3  	189	0.178428183233396	0.751769364498109
amp30_14q13.3 	190	0.183039497443018	0.751769364498109
del27_8q21.2  	191	0.190087492831954	0.753795230195679
del26_8p23.1  	195	0.220122508359855	0.821868548666563
amp29_14q11.2 	312	0.223311849478182	0.821868548666563
del14_4q35.2  	196	0.231496304892448	0.821868548666563
amp23_11q13.1 	310	0.239885994355702	0.821868548666563
del17_5q13.2  	307.5	0.25737572707932	0.821868548666563
amp27_12q14.3 	307	0.262696370827991	0.821868548666563
amp39_19q13.12	307	0.266298093947032	0.821868548666563
del64_21p11.2 	201	0.270957596150335	0.821868548666563
del43_16p13.11	201	0.275519573550851	0.821868548666563
del63_20q13.33	202	0.284950931205281	0.821868548666563
del18_6p22.1  	304.5	0.285867321275326	0.821868548666563
del28_8q24.3  	204	0.304444877148415	0.853930752977263
amp12_5q31.3  	207	0.33526530843862	0.876261601600939
amp33_16p13.13	207	0.33526530843862	0.876261601600939
del1_1p36.33 	207	0.33526530843862	0.876261601600939
del58_19p12   	297	0.367973672340461	0.940377162647844
del8_2q37.3  	212	0.390817690583374	0.953170277048494
del3_1p11.2  	213	0.397844985202849	0.953170277048494
del30_9q34.13 	213	0.397844985202849	0.953170277048494
amp25_12p12.1 	290	0.446787025402459	0.957060347848836
del23_7p11.2  	218	0.464205693852714	0.957060347848836
del65_21q22.3 	218	0.464205693852714	0.957060347848836
del29_9p21.3  	288	0.477123592738475	0.957060347848836
del2_1p36.21 	220	0.485534631706175	0.957060347848836
del32_10q11.22	286	0.498707076321631	0.957060347848836
del5_2p23.3  	221	0.503524422129521	0.957060347848836
del44_16p11.2 	221.5	0.505612697373777	0.957060347848836
amp3_2q31.2  	285	0.517001145753172	0.957060347848836
del41_15q11.1 	284	0.52592248763611	0.957060347848836
amp41_20q13.2 	223	0.530657607976534	0.957060347848836
del42_15q11.2 	224	0.539973860219825	0.957060347848836
del10_3p21.1  	224	0.544490218258955	0.957060347848836
del47_16q23.1 	224	0.544490218258955	0.957060347848836
del4_1q42.13 	225	0.558495190035624	0.957060347848836
amp16_7q36.1  	225.5	0.561137171370422	0.957060347848836
amp26_12q13.11	281.5	0.561137171370422	0.957060347848836
del7_2q14.3  	226	0.57266855074255	0.957060347848836
amp37_17q23.3 	227	0.587006137659174	0.957060347848836
amp20_9q33.2  	279	0.601503608207361	0.957060347848836
amp36_17q21.2 	228	0.601503608207361	0.957060347848836
del13_4p16.1  	234	0.615710738349897	0.957060347848836
amp34_16q13   	230	0.630959922119433	0.957060347848836
amp40_19q13.33	277	0.630959922119433	0.957060347848836
del34_11p15.5 	230	0.630959922119433	0.957060347848836
amp15_7q31.2  	276.5	0.634438454662118	0.957060347848836
amp8_4q31.21 	275	0.660999208452178	0.957060347848836
del6_2p11.2  	275	0.660999208452178	0.957060347848836
amp28_13q33.1 	274	0.676224765723884	0.957060347848836
del36_11q25   	233	0.676224765723884	0.957060347848836
del68_22q13.2 	233	0.676224765723884	0.957060347848836
amp2_2q24.2  	272	0.707060913623363	0.957060347848836
del20_6q25.1  	236	0.722660332417254	0.957060347848836
del70_22q13.33	271	0.722660332417254	0.957060347848836
amp1_1q21.1  	237	0.738372961121254	0.957060347848836
amp7_4q28.1  	270	0.738372961121254	0.957060347848836
amp44_21q22.3 	270	0.738372961121254	0.957060347848836
amp38_19q12   	238	0.754192866740794	0.957060347848836
del61_20p11.21	238	0.754192866740794	0.957060347848836
del16_5p14.3  	268	0.767293705592726	0.957060347848836
del22_7p22.1  	239	0.767322653834128	0.957060347848836
amp24_11q14.2 	239	0.770113986501399	0.957060347848836
del31_9q34.13 	240	0.782532492682325	0.957060347848836
del35_11q14.3 	240	0.786130138670507	0.957060347848836
amp32_15q26.3 	242	0.818422242799617	0.957060347848836
amp35_16q24.1 	242	0.818422242799617	0.957060347848836
del48_16q24.3 	265	0.818422242799617	0.957060347848836
del55_18q23   	265	0.818422242799617	0.957060347848836
amp18_8q24.13 	264.5	0.824395717993214	0.957060347848836
del69_22q13.33	243	0.834685287636809	0.957060347848836
del50_17p11.2 	243.5	0.840854485638427	0.957060347848836
del25_7q35    	244	0.849146307170104	0.957060347848836
amp42_21q11.2 	244	0.851017564724771	0.957060347848836
del66_21q22.3 	263	0.851017564724771	0.957060347848836
del60_19q13.42	262.5	0.857193181116784	0.957060347848836
del19_6p21.33 	245.5	0.874065703402105	0.966514960492712
del57_19p13.12	259	0.916904305805315	0.983352636245029
del67_22q11.21	259	0.916904305805315	0.983352636245029
amp10_5p13.2  	250	0.950086161397931	0.983352636245029
del33_10q26.3 	257	0.950086161397931	0.983352636245029
amp9_5p15.33 	256	0.966712337715568	0.983352636245029
amp11_5q22.3  	251	0.966712337715568	0.983352636245029
del37_12p13.31	255	0.983138604230578	0.983352636245029
del21_6q27    	252	0.983352636245029	0.983352636245029
del38_12q24.33	252	0.983352636245029	0.983352636245029
del46_16q22.1 	255	0.983352636245029	0.983352636245029
del54_18p11.21	252	0.983352636245029	0.983352636245029
