estimate	p_values	FDR
10q	1	0.00703264153948277	0.165379919828202
2q	0	0.0115165650881283	0.165379919828202
9q	50	0.0152849434712933	0.165379919828202
5q	50	0.0200899702116671	0.165379919828202
2p	1	0.0251349357689166	0.165379919828202
11q	50	0.0251349357689166	0.165379919828202
6p	50	0.0302951681085219	0.165379919828202
11p	51	0.0373095777380178	0.165379919828202
19q	0	0.0373095777380178	0.165379919828202
9p	50	0.0405935373937557	0.165379919828202
6q	47	0.0500651130692209	0.165379919828202
8q	51	0.0535511159675316	0.165379919828202
12p	1	0.0551117046008289	0.165379919828202
3p	50	0.0551266399427339	0.165379919828202
17p	50	0.0638491253469082	0.16770345245017
13q	47	0.065760396649061	0.16770345245017
5p	1	0.0678799688488784	0.16770345245017
7q	2	0.0801569068521216	0.174821688697915
1q	4	0.0802594612107069	0.174821688697915
8p	50	0.0873715759890985	0.174821688697915
14q	5	0.0879370662171364	0.174821688697915
Xp	51	0.0931840699001762	0.174821688697915
10p	5	0.0957356866679056	0.174821688697915
22q	48	0.110577302819049	0.193510279933335
7p	5	0.146905538180867	0.246801304143857
3q	8	0.182079506358593	0.294128433348496
22p	43	0.252658024117185	0.393023593071177
Xq	35	0.543864931742271	0.815797397613406
20q	30.5	0.662927880152234	0.853620201501737
16p	20.5	0.684610184230834	0.853620201501737
20p	30.5	0.701016038253662	0.853620201501737
15q	20.5	0.70102599781924	0.853620201501737
16q	21	0.708972767963731	0.853620201501737
17q	30	0.725973722333483	0.853620201501737
18q	21.5	0.734599635206079	0.853620201501737
4p	29.5	0.765232469393381	0.853620201501737
19p	30	0.766866415201699	0.853620201501737
1p	28.5	0.79078896761133	0.853620201501737
12q	29	0.792647329965898	0.853620201501737
18p	23	0.85196625808757	0.892305028595925
4q	27.5	0.873533567400418	0.892305028595925
21q	27.5	0.892305028595925	0.892305028595925
