estimate	p_values	FDR
7p	370.5	0.01952149969059	0.442964478703933
18q	191.5	0.0264684759074872	0.442964478703933
12p	353	0.0323278033694292	0.442964478703933
3q	350.5	0.0412059980189705	0.442964478703933
7q	342.5	0.0734243971727227	0.631449815685415
14q	328.5	0.101458509627391	0.657875188829775
Xp	188	0.107095960972289	0.657875188829775
10q	310	0.130390644831359	0.700849715968555
1q	309	0.273052820129273	0.86766450024829
10p	309	0.273052820129273	0.86766450024829
11p	309	0.273052820129273	0.86766450024829
19p	221	0.307150371188295	0.86766450024829
5q	233.5	0.337214481968704	0.86766450024829
21p	220	0.347524352364531	0.86766450024829
2p	298	0.362818257796942	0.86766450024829
12q	299	0.377918242944995	0.86766450024829
3p	233	0.421326367065251	0.86766450024829
13q	236	0.423526750608162	0.86766450024829
17q	238	0.455631851973526	0.86766450024829
22p	297.5	0.518371757084928	0.86766450024829
4p	290.5	0.526083296285447	0.86766450024829
1p	246.5	0.532464331013635	0.86766450024829
9p	242	0.534739149733011	0.86766450024829
Xq	238	0.565805770232425	0.86766450024829
6q	286	0.57320452603337	0.86766450024829
18p	246	0.57320452603337	0.86766450024829
8q	289	0.59062148227843	0.86766450024829
17p	245	0.624049595894129	0.86766450024829
9q	282	0.627661012963298	0.86766450024829
5p	287	0.629191565414379	0.86766450024829
11q	282	0.654310719265459	0.86766450024829
20p	282.5	0.672529528939093	0.86766450024829
15q	282	0.682205134953352	0.86766450024829
22q	247.5	0.686060302521904	0.86766450024829
16q	277	0.76162412269673	0.892834149452714
19q	276	0.806455275547409	0.892834149452714
16p	275	0.812230379465088	0.892834149452714
6p	274.5	0.823093919671245	0.892834149452714
20q	273.5	0.833721693443629	0.892834149452714
2q	273	0.838825400079591	0.892834149452714
8p	275	0.851306979710727	0.892834149452714
21q	269.5	0.93318540866114	0.947608408666271
4q	263.5	0.947608408666271	0.947608408666271
