estimate	p_values	FDR
Xq	99	0.115500735701837	0.974348988461046
19p	208	0.135914570078376	0.974348988461046
17p	204	0.152934310332814	0.974348988461046
20q	192.5	0.178749821475163	0.974348988461046
19q	196	0.202809152604209	0.974348988461046
9p	123	0.243119197703397	0.974348988461046
18q	187.5	0.250249875669846	0.974348988461046
22q	197	0.255060843008157	0.974348988461046
13q	125	0.25923016822529	0.974348988461046
1q	188	0.314673037357584	0.974348988461046
10q	135	0.32015477175335	0.974348988461046
2q	182	0.329074088106394	0.974348988461046
9q	133	0.329074088106394	0.974348988461046
14q	184.5	0.362954625029324	0.974348988461046
17q	183	0.378092674395897	0.974348988461046
11p	131	0.383534190394537	0.974348988461046
7p	132.5	0.474616972809451	0.974348988461046
16p	177.5	0.478806121123752	0.974348988461046
5p	180	0.500671141327539	0.974348988461046
11q	175	0.523317340188305	0.974348988461046
22p	180.5	0.542393683526619	0.974348988461046
6p	142	0.585914184883856	0.974348988461046
21q	171.5	0.623928866923921	0.974348988461046
4q	146	0.638587417380299	0.974348988461046
3q	142.5	0.646980637288989	0.974348988461046
2p	170	0.652333744488912	0.974348988461046
18p	168	0.707336678129031	0.974348988461046
10p	148	0.76292691336946	0.974348988461046
20p	165	0.810082499228036	0.974348988461046
16q	151	0.821768713851959	0.974348988461046
8q	151	0.852113024340173	0.974348988461046
5q	162.5	0.860777539057015	0.974348988461046
15q	162.5	0.877226733126639	0.974348988461046
Xp	162	0.913929735214136	0.974348988461046
7q	154	0.926829547048251	0.974348988461046
8p	154.5	0.942881319306214	0.974348988461046
12p	155	0.94872133712216	0.974348988461046
1p	156	0.965942510118251	0.974348988461046
6q	156	0.970051624319605	0.974348988461046
12q	156	0.971874058776968	0.974348988461046
4p	156	0.972613866583803	0.974348988461046
3p	159	0.974348988461046	0.974348988461046
