sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2503	1p	5	2	15120135	16877135	0.9	GAIN
X2503	2p	5	2	5945651	5945651	1	GAIN
X2503	3p	4	0	25842716	25842716	1	CNLOH BEFORE
X2503	4p	3	1	41459706	41556406	1	LOSS AFTER
X2503	4q	3	1	132174606	135859358	0.97	LOSS AFTER
X2503	5p	1	0	40100	40100	1	LOSS BEFORE & AFTER
X2503	5q	3	1	128031980	131570055	0.97	LOSS AFTER
X2503	6q	5	0	105872115	106191719	1	CNLOH BEFORE & GAIN
X2503	7p	1	0	183200	183200	1	LOSS BEFORE & AFTER
X2503	8q	4	0	72318718	84217041	0.86	CNLOH BEFORE
X2503	11q	3	1	74619665	74619665	1	LOSS AFTER
X2503	12p	1	0	7000	7000	1	LOSS BEFORE & AFTER
X2503	12q	3	1	34596061	34596061	1	LOSS AFTER
X2503	13q	3	1	96153000	96153000	1	LOSS AFTER
X2503	15q	5	0	10705900	12746100	0.84	CNLOH BEFORE & GAIN
X2503	17p	2	1	11608721.5	12987646.5	0.89	DOUBLE LOSS AFTER
X2503	18p	4	0	8905252.5	8905252.5	1	CNLOH BEFORE
X2503	18q	5	0	59292600	62085347.5	0.96	CNLOH BEFORE & GAIN
X2503	20p	5	0	25009390	25009390	1	CNLOH BEFORE & GAIN
X2503	22q	3	1	34386371	36603557	0.94	LOSS AFTER
X2503	23p	2	1	60224960.5	60224960.5	1	DOUBLE LOSS AFTER
X2503	23q	2	1	95394657.5	95394657.5	1	DOUBLE LOSS AFTER
