sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1192	1p	2	1	30722791.5	30765691.5	1	DOUBLE LOSS AFTER
X1192	1q	5	2	104966268	106666876.5	0.98	GAIN
X1192	2p	3	1	45355851	45355851	1	LOSS AFTER
X1192	2q	5	2	128404282	138862361	0.92	GAIN
X1192	3q	4	2	103244963	103244963	1	TETRAPLOID
X1192	4p	3	1	43331706	43331706	1	LOSS AFTER
X1192	4q	3	1	139375216	139375216	1	LOSS AFTER
X1192	5q	3	1	130442649	131495001	0.99	LOSS AFTER
X1192	6q	2	1	75646500	75646500	1	DOUBLE LOSS AFTER
X1192	7q	4	2	49532353	59820090	0.83	TETRAPLOID
X1192	8p	1	0	39987300	39987300	1	LOSS BEFORE & AFTER
X1192	8q	5	2	95980989	95980989	1	GAIN
X1192	9p	2	1	44149496.5	44149496.5	1	DOUBLE LOSS AFTER
X1192	9q	2	1	93766401.5	93766401.5	1	DOUBLE LOSS AFTER
X1192	10q	2	0	35920862	35920862	1	LOSS BEFORE
X1192	12q	2	0	74505374	75160921	0.99	LOSS BEFORE
X1192	13q	4	1	94295420	94295420	1	CNLOH AFTER
X1192	14q	4	2	12311547	12311547	1	TETRAPLOID
X1192	15q	3	1	25843400	25843400	1	LOSS AFTER
X1192	16q	2	1	52479493.5	52578693.5	1	DOUBLE LOSS AFTER
X1192	17p	2	0	14220660.5	14220660.5	1	LOSS BEFORE
X1192	17q	2	0	56320094.5	56535920.5	1	LOSS BEFORE
X1192	18p	3	1	18113652.5	18113652.5	1	LOSS AFTER
X1192	18q	3	1	62086247.5	62086247.5	1	LOSS AFTER
X1192	19p	3	0	17949825	17949825	1	CNLOH BEFORE & LOSS
X1192	20p	4	2	27797890	27797890	1	TETRAPLOID
X1192	20q	4	2	36086910	36086910	1	TETRAPLOID
X1192	21q	3	1	33578985	33578985	1	LOSS AFTER
X1192	22q	2	0	34568455	35092155	0.99	LOSS BEFORE
X1192	23p	1	0	36433660.5	36433660.5	1	LOSS BEFORE & AFTER
X1192	23q	1	0	77120623.5	83944350.5	0.92	LOSS BEFORE & AFTER
