sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1172	1p	2	1	72007891.5	88244491.5	0.82	DIPLOID
X1172	4p	1	0	46722700	46722700	1	HETLOSS
X1172	4q	1	0	103095822	103095822	1	HETLOSS
X1172	5p	1	0	15603600	15603600	1	HETLOSS
X1172	5q	1	0	111501468	122142009	0.91	HETLOSS
X1172	6p	1	0	244500	244500	1	HETLOSS
X1172	7p	1	0	57815700	57815700	1	HETLOSS
X1172	8p	1	0	42976300	43036100	1	HETLOSS
X1172	8q	3	1	40535268	44141768	0.92	GAIN
X1172	9q	1	0	40665884	45214635	0.9	HETLOSS
X1172	10p	2	1	17295201.5	17295201.5	1	DIPLOID
X1172	10q	2	1	93019560.5	93019560.5	1	DIPLOID
X1172	11p	1	0	19215100	19215100	1	HETLOSS
X1172	12p	1	0	28128629.5	28128629.5	1	HETLOSS
X1172	15q	2	1	11268700	11268700	1	DIPLOID
X1172	16p	1	0	37276313.5	37276313.5	1	HETLOSS
X1172	16q	1	0	52932099.5	52932099.5	1	HETLOSS
X1172	17p	1	0	24347842.5	24347842.5	1	HETLOSS
X1172	17q	1	0	52569953.5	57795707.5	0.91	HETLOSS
X1172	19p	2	1	19134427	23754627	0.81	DIPLOID
X1172	20p	1	0	16239457	16239457	1	HETLOSS
X1172	20q	2	1	33378397	34418464	0.97	DIPLOID
X1172	21q	2	1	34790455	34790455	1	DIPLOID
X1172	22q	1	0	32517531	35918865	0.91	HETLOSS
X1172	23p	2	1	36601260.5	36601260.5	1	DIPLOID
X1172	23q	2	1	95519039.5	95519039.5	1	DIPLOID
