estimate	p_values	FDR
del24_9p24.1  	4582.5	0.00398167675929904	0.33047917102182
del9_3p11.1  	4369.5	0.0207889226050644	0.503191201028335
amp3_2p21    	2710	0.0346967518452717	0.503191201028335
amp5_2q31.2  	2723	0.0376930394593555	0.503191201028335
del15_5q14.3  	4248.5	0.0466771093513182	0.503191201028335
del14_4q35.2  	4241	0.0489233292879608	0.503191201028335
del17_6p22.1  	2774.5	0.0525742120379203	0.503191201028335
del2_1p36.11 	4202	0.0621154290510915	0.503191201028335
del4_2p23.3  	2818	0.0682702690562711	0.503191201028335
del34_15q25.3 	2827	0.0720924573863933	0.503191201028335
amp13_6p21.2  	2832.5	0.0744631422856981	0.503191201028335
amp4_2p16.1  	2843	0.0789162126296032	0.503191201028335
del33_15q14   	2849.5	0.0821271792598098	0.503191201028335
del25_9p21.3  	4144.5	0.0869394270845564	0.503191201028335
amp25_12q13.2 	2867.5	0.0909381688605425	0.503191201028335
del42_19p13.3 	4105.5	0.107883518248873	0.514246526031016
amp12_6p22.2  	2913.5	0.116931121896709	0.514246526031016
del6_3p24.1  	4080	0.123601611322398	0.514246526031016
del23_8p12    	4075.5	0.126541058949377	0.514246526031016
del27_10q21.2 	2940	0.13431240620568	0.514246526031016
del31_14q24.1 	4062.5	0.135392980685633	0.514246526031016
amp21_10q21.2 	2945	0.137814845616758	0.514246526031016
del8_3p13    	4052.5	0.142502049382089	0.514246526031016
amp22_11q13.3 	2967.5	0.154494640453918	0.534293964903133
amp37_22q11.21	2998.5	0.179863589796417	0.546072079756681
del29_12q24.33	3002	0.182917984099813	0.546072079756681
del7_3p14.3  	4000.5	0.184216896698312	0.546072079756681
del16_5q35.3  	4000.5	0.184217087146832	0.546072079756681
del1_1p36.31 	3992	0.191774288510546	0.548871239530183
amp23_12p13.33	3052.5	0.231239063986919	0.633142876379425
del41_18q21.32	3946.5	0.236475050214002	0.633142876379425
del35_16p13.2 	3938.5	0.245028617858306	0.635542977569981
amp26_12q15   	3082.5	0.263906800669879	0.663765589563634
del32_14q32.33	3912.5	0.274304272378708	0.669625135512728
amp2_1q21.3  	3106.5	0.292152765422198	0.692819415144071
amp28_16p13.12	3874.5	0.321262889727719	0.715957999594869
amp16_7q31.2  	3130.5	0.322542862718613	0.715957999594869
amp17_8p11.22 	3869.5	0.327787999814519	0.715957999594869
amp11_5q35.3  	3862.5	0.337098142457434	0.717413995486335
amp31_17q24.2 	3155.5	0.356244448145319	0.733198509625688
del43_19p13.2 	3841.5	0.366061189159289	0.733198509625688
amp27_14q13.3 	3838	0.371016113304565	0.733198509625688
amp29_16q22.1 	3176.5	0.386189039704708	0.745434658034668
del18_6q15    	3183	0.395759553267069	0.746546430026517
amp24_12p12.1 	3196.5	0.416086803823576	0.747748891238676
del22_7q36.2  	3205	0.429172825341191	0.747748891238676
amp1_1p34.1  	3788	0.446407591856938	0.747748891238676
del13_4q13.1  	3787	0.448078125920659	0.747748891238676
del19_6q16.1  	3223	0.457744165455707	0.747748891238676
del3_1p13.1  	3780	0.45925021188636	0.747748891238676
del45_21q22.3 	3235.5	0.478172314719024	0.747748891238676
del46_21q22.3 	3235.5	0.478172314719024	0.747748891238676
del38_17p13.1 	3236.5	0.479831644844015	0.747748891238676
del28_12p13.1 	3240.5	0.48648723044444	0.747748891238676
del36_16q13   	3284.5	0.562867030070121	0.836916295758602
amp30_17q12   	3285.5	0.564666416415442	0.836916295758602
del21_7p11.2  	3294.5	0.580984744632303	0.839284514706669
amp36_21q22.3 	3297.5	0.586487974132371	0.839284514706669
del44_19q13.32	3312.5	0.614309675338166	0.84607018192401
amp35_20q13.32	3690.5	0.616184580427912	0.84607018192401
amp15_7p11.2  	3316.5	0.621810615630899	0.84607018192401
del37_16q24.3 	3329.5	0.646518192174792	0.86550016049206
amp8_4q12    	3661.5	0.67158878965703	0.884791580024341
amp33_19q13.2 	3349.5	0.685273391301226	0.888713929343778
amp9_5p15.33 	3366.5	0.718877011214376	0.916612753897241
amp20_9q34.3  	3375.5	0.736903329792322	0.916612753897241
amp6_3q26.33 	3377	0.739916319411026	0.916612753897241
del5_2q37.3  	3389.5	0.764955335842066	0.92443184919937
del10_3q22.2  	3608.5	0.777454022022757	0.92443184919937
amp10_5p13.1  	3602.5	0.789748609229907	0.92443184919937
del20_6q26    	3602	0.790779051724762	0.92443184919937
amp14_7p22.1  	3415	0.817596927183599	0.942507568836649
del40_17q25.3 	3435	0.859264868314124	0.956251496472924
amp32_19q12   	3550.5	0.898162852549643	0.956251496472924
amp7_4p16.3  	3540.5	0.919294783206889	0.956251496472924
del12_4p16.3  	3540.5	0.919294783206889	0.956251496472924
amp19_8q24.3  	3469.5	0.932005171996243	0.956251496472924
amp18_8q21.3  	3534	0.933063843683703	0.956251496472924
amp34_20q11.21	3534	0.933065553788508	0.956251496472924
del39_17p12   	3470.5	0.934125268956936	0.956251496472924
del11_3q27.3  	3471	0.935184492970053	0.956251496472924
del30_13q12.11	3475.5	0.944730394105781	0.956251496472924
del26_10p14   	3511	0.981915428510854	0.981915428510854
