estimate	p_values	FDR
del5_2q37.3  	6973.5	0.0272522462800346	0.84736915347553
del26_10p14   	4851	0.031297587063241	0.84736915347553
amp27_14q13.3 	4977.5	0.0583475526439888	0.84736915347553
del45_21q22.3 	5026.5	0.0730717219727715	0.84736915347553
del46_21q22.3 	5026.5	0.0730717219727715	0.84736915347553
amp4_2p16.1  	6743	0.0830972450702196	0.84736915347553
del32_14q32.33	5062.5	0.0857168458289425	0.84736915347553
del33_15q14   	5077	0.0912839461642489	0.84736915347553
del29_12q24.33	5078.5	0.0918834021840937	0.84736915347553
amp36_21q22.3 	5166.5	0.132380763958976	0.916602203435995
del30_13q12.11	5216	0.16058387371884	0.916602203435995
amp32_19q12   	5273	0.198450239592299	0.916602203435995
del10_3q22.2  	6516	0.205698025955645	0.916602203435995
del3_1p13.1  	6501	0.216857107065535	0.916602203435995
amp3_2p21    	6499	0.218177071703097	0.916602203435995
del4_2p23.3  	6494	0.222169580741954	0.916602203435995
amp25_12q13.2 	5321	0.235070588050284	0.916602203435995
del24_9p24.1  	6437	0.269961957934462	0.916602203435995
amp34_20q11.21	6415	0.290076056537725	0.916602203435995
amp33_19q13.2 	5402.5	0.307752212464206	0.916602203435995
del9_3p11.1  	6391	0.313118121559567	0.916602203435995
del18_6q15    	5419	0.324105310987632	0.916602203435995
amp19_8q24.3  	5425.5	0.330697909105765	0.916602203435995
amp15_7p11.2  	5428.5	0.333754891060529	0.916602203435995
amp35_20q13.32	6369.5	0.334802618696066	0.916602203435995
del21_7p11.2  	5435.5	0.34099670535656	0.916602203435995
del39_17p12   	6349.5	0.355796927297796	0.916602203435995
del22_7q36.2  	5458	0.364938810195804	0.916602203435995
amp1_1p34.1  	5477	0.38587561017495	0.916602203435995
del7_3p14.3  	6320	0.388225636729482	0.916602203435995
del34_15q25.3 	5481	0.390482114068802	0.916602203435995
amp13_6p21.2  	5504.5	0.417702124837925	0.916602203435995
amp22_11q13.3 	6292	0.420649980467512	0.916602203435995
del38_17p13.1 	6289.5	0.423626125795443	0.916602203435995
del23_8p12    	6267	0.45086874665626	0.916602203435995
del41_18q21.32	6266	0.452129145068932	0.916602203435995
amp12_6p22.2  	5534	0.453367570145429	0.916602203435995
amp18_8q21.3  	5538.5	0.45894370170129	0.916602203435995
del20_6q26    	5543	0.464577830664905	0.916602203435995
del25_9p21.3  	6250	0.472141426260589	0.916602203435995
del6_3p24.1  	6247.5	0.475300302719668	0.916602203435995
amp31_17q24.2 	5554	0.478491906520779	0.916602203435995
amp5_2q31.2  	6235.5	0.490176337836639	0.916602203435995
amp20_9q34.3  	6220.5	0.510279415887263	0.916602203435995
del31_14q24.1 	5595.5	0.53296202460478	0.916602203435995
del19_6q16.1  	5600	0.539062607670055	0.916602203435995
del14_4q35.2  	6196.5	0.542421941915737	0.916602203435995
amp14_7p22.1  	5608	0.549973242819643	0.916602203435995
amp23_12p13.33	5622	0.569330704906402	0.916602203435995
amp28_16p13.12	5631	0.58194343977044	0.916602203435995
amp24_12p12.1 	5633.5	0.585467342656008	0.916602203435995
del8_3p13    	6165	0.586158863436312	0.916602203435995
del11_3q27.3  	6164	0.587584069213819	0.916602203435995
amp37_22q11.21	5648.5	0.606827652248648	0.916602203435995
del35_16p13.2 	5659.5	0.622718655879148	0.916602203435995
del40_17q25.3 	6125	0.643926672058379	0.916602203435995
amp26_12q15   	5674.5	0.644657974110427	0.916602203435995
del44_19q13.32	5675	0.645402044193236	0.916602203435995
del13_4q13.1  	6112	0.663169054399223	0.916602203435995
amp30_17q12   	5691	0.669166215382648	0.916602203435995
amp17_8p11.22 	5694	0.67364740252525	0.916602203435995
del1_1p36.31 	6097.5	0.684903823875233	0.916887377123296
amp7_4p16.3  	6082.5	0.707723007447718	0.917828275283759
del12_4p16.3  	6082.5	0.707723007447718	0.917828275283759
del16_5q35.3  	6068.5	0.729220295321214	0.930258334630526
del2_1p36.11 	5742.5	0.747784060881675	0.930258334630526
del15_5q14.3  	6054.5	0.750931426749942	0.930258334630526
amp16_7q31.2  	5758	0.772070548495651	0.942380228310869
amp8_4q12    	6031.5	0.787041167383291	0.946730679605988
del17_6p22.1  	5778.5	0.804489660401961	0.95389488304804
del43_19p13.2 	5791.5	0.82522084921294	0.957486219913979
del28_12p13.1 	5797.5	0.834830714207936	0.957486219913979
del27_10q21.2 	5808.5	0.852495702657777	0.957486219913979
amp21_10q21.2 	5818.5	0.86863723465706	0.957486219913979
amp9_5p15.33 	5833.5	0.892960670456762	0.957486219913979
amp29_16q22.1 	5952.5	0.914114777729117	0.957486219913979
amp10_5p13.1  	5950.5	0.91737262386352	0.957486219913979
amp2_1q21.3  	5853	0.924698645804191	0.957486219913979
del42_19p13.3 	5945.5	0.925530395687002	0.957486219913979
del37_16q24.3 	5861.5	0.938595203559206	0.957486219913979
amp11_5q35.3  	5934.5	0.9434963783496	0.957486219913979
amp6_3q26.33 	5933	0.945950241360799	0.957486219913979
del36_16q13   	5883.5	0.97459853718767	0.97459853718767
