estimate	p_values	FDR
2q	5424	0.00886531661060571	0.336882031203017
4p	3638.5	0.0195984293533125	0.354284879632603
18q	5431.5	0.0279698589183634	0.354284879632603
9p	3750.5	0.0517517418086511	0.402934093085259
11p	3820.5	0.0586788876187912	0.402934093085259
2p	5168.5	0.0636211725924093	0.402934093085259
4q	3880.5	0.0833033266654161	0.45221805904083
13q	3898.5	0.110884909142781	0.498698060294077
22q	3900	0.118112698490702	0.498698060294077
5p	3965	0.160684590109071	0.53921995811005
3p	3995	0.160828974729322	0.53921995811005
20q	5083.5	0.170279986771595	0.53921995811005
14q	4063.5	0.213476271717144	0.624007563480883
19q	4988	0.265976470940722	0.72193613541053
6q	4115	0.302657378970644	0.766732026725631
5q	4179	0.351519828642488	0.794625070895064
17q	4886.5	0.36391181532421	0.794625070895064
21q	4189.5	0.379467616670219	0.794625070895064
10q	4831	0.408121565301525	0.794625070895064
1p	4226.5	0.418223721523718	0.794625070895064
3q	4807	0.484783734508045	0.80052564149266
7p	4269.5	0.508265358162116	0.80052564149266
16p	4271	0.514029057787293	0.80052564149266
12q	4767	0.517151559215389	0.80052564149266
1q	4286.5	0.540828599995495	0.80052564149266
15q	4757.5	0.565158014183507	0.80052564149266
9q	4742	0.586760672270647	0.80052564149266
17p	4324	0.589860998994592	0.80052564149266
8p	4696.5	0.689708911465026	0.890326257707373
12p	4668	0.731110675370854	0.890326257707373
16q	4415	0.768679160559024	0.890326257707373
20p	4426.5	0.783837884985893	0.890326257707373
7q	4428.5	0.788526900202285	0.890326257707373
10p	4442	0.796607704264491	0.890326257707373
8q	4597.5	0.879865715518256	0.955282776848392
19p	4569.5	0.93438592717343	0.986296256460843
6p	4545	0.982401897495291	0.99691462575086
11q	4533.5	0.99691462575086	0.99691462575086
