estimate	p_values	FDR
11q	7068.5	0.00825980711544118	0.313872670386765
17p	6617	0.10826164223442	0.668707114895183
15q	5201	0.111994769828344	0.668707114895183
6p	5201	0.133625465706469	0.668707114895183
20q	6523	0.171256097771064	0.668707114895183
8q	5313.5	0.207079248738971	0.668707114895183
19q	5326.5	0.21669638538461	0.668707114895183
14q	5368	0.219275120645774	0.668707114895183
20p	6434	0.236495101825278	0.668707114895183
3p	6414.5	0.241406716267189	0.668707114895183
13q	5394	0.267411540496146	0.668707114895183
10p	5444	0.268881016950753	0.668707114895183
7q	5408	0.278248350950926	0.668707114895183
7p	5403	0.278531148946324	0.668707114895183
22q	5408	0.289372381157938	0.668707114895183
21q	5436.5	0.30227539642381	0.668707114895183
2p	6285.5	0.321576162170293	0.668707114895183
9p	6332.5	0.347069882262035	0.668707114895183
11p	5506	0.361881275863961	0.668707114895183
16p	5486.5	0.371300731827537	0.668707114895183
1q	5500	0.389251431464098	0.668707114895183
19p	5501	0.3911070606235	0.668707114895183
12p	5534	0.404743780068137	0.668707114895183
9q	6246.5	0.422771808707343	0.66938869711996
4q	6225.5	0.45013908905564	0.677775051535593
6q	5558.5	0.463740824734879	0.677775051535593
4p	6162.5	0.54903637363132	0.772717859184821
12q	5694.5	0.615110274953512	0.834792516008337
5p	5693	0.656671563462395	0.860466186605897
5q	6041	0.746288155179269	0.942488815504735
3q	6030	0.768872454753863	0.942488815504735
2q	5981.5	0.833188457997614	0.945469600749436
8p	5989	0.8460837651615	0.945469600749436
1p	5826	0.866618616366256	0.945469600749436
17q	5830	0.875466358987419	0.945469600749436
16q	5961	0.895708042815255	0.945469600749436
10q	5859.5	0.92263395682756	0.946814981307661
18q	5868	0.946814981307661	0.946814981307661
