sample no_occurences quality_scores
total_map_quality.txt X3144N 22097
total_map_quality.txt X3144N 35230
total_map_quality.txt X3144N 91598
total_map_quality.txt X3144N 5967
total_map_quality.txt X3144N 145939
total_map_quality.txt X3144N 8377
total_map_quality.txt X3144N 15430
total_map_quality.txt X3144N 18261
total_map_quality.txt X3144N 105465416
total_map_quality.txt X3144N 27888
total_map_quality.txt X3144N 13296
total_map_quality.txt X3144N 54328
total_map_quality.txt X3144T 5189555
total_map_quality.txt X3144T 23303
total_map_quality.txt X3144T 28720
total_map_quality.txt X3144T 10180
total_map_quality.txt X3144T 19017
total_map_quality.txt X3144T 25626
total_map_quality.txt X3144T 8260
total_map_quality.txt X3144T 46793
total_map_quality.txt X3144T 15525
total_map_quality.txt X3144T 26115
total_map_quality.txt X3144T 23532
total_map_quality.txt X3144T 36513
total_map_quality.txt X3144T 6720
total_map_quality.txt X3144T 47228
total_map_quality.txt X3144T 64879
total_map_quality.txt X3144T 86336
total_map_quality.txt X3144T 79133
total_map_quality.txt X3144T 143412
total_map_quality.txt X3144T 279821
total_map_quality.txt X3144T 9608
total_map_quality.txt X3144T 852386
total_map_quality.txt X3144T 6341
total_map_quality.txt X3144T 5914
total_map_quality.txt X3144T 47157
total_map_quality.txt X3144T 15860
total_map_quality.txt X3144T 18255
total_map_quality.txt X3144T 3277
total_map_quality.txt X3144T 48531
total_map_quality.txt X3144T 6661
total_map_quality.txt X3144T 6668
total_map_quality.txt X3144T 14055
total_map_quality.txt X3144T 24056
total_map_quality.txt X3144T 6521
total_map_quality.txt X3144T 62008
total_map_quality.txt X3144T 11272
total_map_quality.txt X3144T 1010912
total_map_quality.txt X3144T 13083
total_map_quality.txt X3144T 44598
total_map_quality.txt X3144T 36524
total_map_quality.txt X3144T 30238
total_map_quality.txt X3144T 106394
total_map_quality.txt X3144T 52633
total_map_quality.txt X3144T 126257
total_map_quality.txt X3144T 178777
total_map_quality.txt X3144T 167646
total_map_quality.txt X3144T 12177
total_map_quality.txt X3144T 702156
total_map_quality.txt X3144T 49031
total_map_quality.txt X3144T 69429
total_map_quality.txt X3144T 22840
total_map_quality.txt X3144T 49976
total_map_quality.txt X3144T 91897
total_map_quality.txt X3144T 8182
total_map_quality.txt X3144T 156520
total_map_quality.txt X3144T 9715
total_map_quality.txt X3144T 18645
total_map_quality.txt X3144T 19094
total_map_quality.txt X3144T 106404052
total_map_quality.txt X3144T 27564
total_map_quality.txt X3144T 13174
total_map_quality.txt X3144T 53813
total_map_quality.txt X3151N 7346342
total_map_quality.txt X3151N 32032
total_map_quality.txt X3151N 36651
total_map_quality.txt X3151N 12738
total_map_quality.txt X3151N 25495
total_map_quality.txt X3151N 35106
total_map_quality.txt X3151N 11500
total_map_quality.txt X3151N 60159
total_map_quality.txt X3151N 19147
total_map_quality.txt X3151N 28256
total_map_quality.txt X3151N 30398
total_map_quality.txt X3151N 49507
total_map_quality.txt X3151N 8622
total_map_quality.txt X3151N 57263
total_map_quality.txt X3151N 84751
total_map_quality.txt X3151N 103668
total_map_quality.txt X3151N 101252
total_map_quality.txt X3151N 191290
total_map_quality.txt X3151N 374751
total_map_quality.txt X3151N 12375
total_map_quality.txt X3151N 1056412
total_map_quality.txt X3151N 9124
total_map_quality.txt X3151N 8864
total_map_quality.txt X3151N 64587
total_map_quality.txt X3151N 23349
total_map_quality.txt X3151N 26275
total_map_quality.txt X3151N 4059
total_map_quality.txt X3151N 64611
total_map_quality.txt X3151N 9125
total_map_quality.txt X3151N 10036
total_map_quality.txt X3151N 20134
total_map_quality.txt X3151N 33023
total_map_quality.txt X3151N 8864
total_map_quality.txt X3151N 81741
total_map_quality.txt X3151N 15376
total_map_quality.txt X3151N 1307862
total_map_quality.txt X3151N 20430
total_map_quality.txt X3151N 59731
total_map_quality.txt X3151N 47176
total_map_quality.txt X3151N 45219
total_map_quality.txt X3151N 127793
total_map_quality.txt X3151N 75690
total_map_quality.txt X3151N 172084
total_map_quality.txt X3151N 223273
total_map_quality.txt X3151N 234372
total_map_quality.txt X3151N 16840
total_map_quality.txt X3151N 865461
total_map_quality.txt X3151N 48599
total_map_quality.txt X3151N 92426
total_map_quality.txt X3151N 34617
total_map_quality.txt X3151N 51496
total_map_quality.txt X3151N 115949
total_map_quality.txt X3151N 12064
total_map_quality.txt X3151N 182990
total_map_quality.txt X3151N 18652
total_map_quality.txt X3151N 28888
total_map_quality.txt X3151N 27241
total_map_quality.txt X3151N 131301989
total_map_quality.txt X3151N 39021
total_map_quality.txt X3151N 18080
total_map_quality.txt X3151N 72562
total_map_quality.txt X3151T 4771510
total_map_quality.txt X3151T 21985
total_map_quality.txt X3151T 25064
total_map_quality.txt X3151T 8760
total_map_quality.txt X3151T 18661
total_map_quality.txt X3151T 26778
total_map_quality.txt X3151T 8566
total_map_quality.txt X3151T 43525
total_map_quality.txt X3151T 12997
total_map_quality.txt X3151T 19997
total_map_quality.txt X3151T 21350
total_map_quality.txt X3151T 37015
total_map_quality.txt X3151T 6265
total_map_quality.txt X3151T 45912
total_map_quality.txt X3151T 59038
total_map_quality.txt X3151T 73182
total_map_quality.txt X3151T 69060
total_map_quality.txt X3151T 139181
total_map_quality.txt X3151T 271764
total_map_quality.txt X3151T 8527
total_map_quality.txt X3151T 775145
total_map_quality.txt X3151T 5712
total_map_quality.txt X3151T 5846
total_map_quality.txt X3151T 44325
total_map_quality.txt X3151T 15032
total_map_quality.txt X3151T 16902
total_map_quality.txt X3151T 2825
total_map_quality.txt X3151T 46164
total_map_quality.txt X3151T 6086
total_map_quality.txt X3151T 6648
total_map_quality.txt X3151T 13532
total_map_quality.txt X3151T 22712
total_map_quality.txt X3151T 6284
total_map_quality.txt X3151T 56679
total_map_quality.txt X3151T 9904
total_map_quality.txt X3151T 934408
total_map_quality.txt X3151T 12641
total_map_quality.txt X3151T 40755
total_map_quality.txt X3151T 34121
total_map_quality.txt X3151T 28098
total_map_quality.txt X3151T 99974
total_map_quality.txt X3151T 47955
total_map_quality.txt X3151T 115977
total_map_quality.txt X3151T 168783
total_map_quality.txt X3151T 151797
total_map_quality.txt X3151T 10752
total_map_quality.txt X3151T 637183
total_map_quality.txt X3151T 49261
total_map_quality.txt X3151T 64211
total_map_quality.txt X3151T 21247
total_map_quality.txt X3151T 51066
total_map_quality.txt X3151T 85323
total_map_quality.txt X3151T 8373
total_map_quality.txt X3151T 148264
total_map_quality.txt X3151T 9157
total_map_quality.txt X3151T 18486
total_map_quality.txt X3151T 17385
total_map_quality.txt X3151T 99966895
total_map_quality.txt X3151T 26630
total_map_quality.txt X3151T 12478
total_map_quality.txt X3151T 49715
total_map_quality.txt X3225N 5450917
total_map_quality.txt X3225N 22246
total_map_quality.txt X3225N 30016
total_map_quality.txt X3225N 10036
total_map_quality.txt X3225N 18336
total_map_quality.txt X3225N 25485
total_map_quality.txt X3225N 7794
total_map_quality.txt X3225N 46763
total_map_quality.txt X3225N 14253
total_map_quality.txt X3225N 21047
total_map_quality.txt X3225N 20915
total_map_quality.txt X3225N 35292
total_map_quality.txt X3225N 6350
total_map_quality.txt X3225N 46335
total_map_quality.txt X3225N 66432
total_map_quality.txt X3225N 86292
total_map_quality.txt X3225N 82739
total_map_quality.txt X3225N 146308
total_map_quality.txt X3225N 281805
total_map_quality.txt X3225N 9417
total_map_quality.txt X3225N 870145
total_map_quality.txt X3225N 6401
total_map_quality.txt X3225N 6538
total_map_quality.txt X3225N 47253
total_map_quality.txt X3225N 15376
total_map_quality.txt X3225N 17976
total_map_quality.txt X3225N 3324
total_map_quality.txt X3225N 49564
total_map_quality.txt X3225N 6763
total_map_quality.txt X3225N 7143
total_map_quality.txt X3225N 13377
total_map_quality.txt X3225N 24735
total_map_quality.txt X3225N 6204
total_map_quality.txt X3225N 63607
total_map_quality.txt X3225N 11016
total_map_quality.txt X3225N 1026509
total_map_quality.txt X3225N 12797
total_map_quality.txt X3225N 42583
total_map_quality.txt X3225N 33979
total_map_quality.txt X3225N 29377
total_map_quality.txt X3225N 97735
total_map_quality.txt X3225N 50754
total_map_quality.txt X3225N 127192
total_map_quality.txt X3225N 169342
total_map_quality.txt X3225N 157808
total_map_quality.txt X3225N 12487
total_map_quality.txt X3225N 733672
total_map_quality.txt X3225N 34474
total_map_quality.txt X3225N 71391
total_map_quality.txt X3225N 23053
total_map_quality.txt X3225N 34246
total_map_quality.txt X3225N 92218
total_map_quality.txt X3225N 5392
total_map_quality.txt X3225N 146575
total_map_quality.txt X3225N 8006
total_map_quality.txt X3225N 14622
total_map_quality.txt X3225N 17789
total_map_quality.txt X3225N 107945622
total_map_quality.txt X3225N 27371
total_map_quality.txt X3225N 13100
total_map_quality.txt X3225N 54859
total_map_quality.txt X3225T 4915401
total_map_quality.txt X3225T 22042
total_map_quality.txt X3225T 27769
total_map_quality.txt X3225T 9454
total_map_quality.txt X3225T 18408
total_map_quality.txt X3225T 25493
total_map_quality.txt X3225T 7360
total_map_quality.txt X3225T 46349
total_map_quality.txt X3225T 13807
total_map_quality.txt X3225T 21234
total_map_quality.txt X3225T 21720
total_map_quality.txt X3225T 35552
total_map_quality.txt X3225T 5981
total_map_quality.txt X3225T 44357
total_map_quality.txt X3225T 63199
total_map_quality.txt X3225T 78079
total_map_quality.txt X3225T 78578
total_map_quality.txt X3225T 136914
total_map_quality.txt X3225T 280332
total_map_quality.txt X3225T 9132
total_map_quality.txt X3225T 847301
total_map_quality.txt X3225T 6148
total_map_quality.txt X3225T 6187
total_map_quality.txt X3225T 46600
total_map_quality.txt X3225T 15144
total_map_quality.txt X3225T 17839
total_map_quality.txt X3225T 3208
total_map_quality.txt X3225T 48379
total_map_quality.txt X3225T 6218
total_map_quality.txt X3225T 6996
total_map_quality.txt X3225T 13250
total_map_quality.txt X3225T 23635
total_map_quality.txt X3225T 6185
total_map_quality.txt X3225T 62043
total_map_quality.txt X3225T 10734
total_map_quality.txt X3225T 994507
total_map_quality.txt X3225T 12938
total_map_quality.txt X3225T 43668
total_map_quality.txt X3225T 37238
total_map_quality.txt X3225T 29755
total_map_quality.txt X3225T 104807
total_map_quality.txt X3225T 50106
total_map_quality.txt X3225T 122940
total_map_quality.txt X3225T 175720
total_map_quality.txt X3225T 166360
total_map_quality.txt X3225T 11913
total_map_quality.txt X3225T 697299
total_map_quality.txt X3225T 45947
total_map_quality.txt X3225T 68961
total_map_quality.txt X3225T 22659
total_map_quality.txt X3225T 44613
total_map_quality.txt X3225T 91235
total_map_quality.txt X3225T 7824
total_map_quality.txt X3225T 152947
total_map_quality.txt X3225T 9551
total_map_quality.txt X3225T 18402
total_map_quality.txt X3225T 18528
total_map_quality.txt X3225T 107802952
total_map_quality.txt X3225T 27096
total_map_quality.txt X3225T 12842
total_map_quality.txt X3225T 52773
total_map_quality.txt X3238N 5636555
total_map_quality.txt X3238N 22099
total_map_quality.txt X3238N 29509
total_map_quality.txt X3238N 9685
total_map_quality.txt X3238N 18997
total_map_quality.txt X3238N 26096
total_map_quality.txt X3238N 8337
total_map_quality.txt X3238N 46673
total_map_quality.txt X3238N 14799
total_map_quality.txt X3238N 25088
total_map_quality.txt X3238N 23250
total_map_quality.txt X3238N 34851
total_map_quality.txt X3238N 6031
total_map_quality.txt X3238N 47187
total_map_quality.txt X3238N 66004
total_map_quality.txt X3238N 87254
total_map_quality.txt X3238N 82723
total_map_quality.txt X3238N 147736
total_map_quality.txt X3238N 279121
total_map_quality.txt X3238N 9284
total_map_quality.txt X3238N 877034
total_map_quality.txt X3238N 5803
total_map_quality.txt X3238N 5855
total_map_quality.txt X3238N 46441
total_map_quality.txt X3238N 14816
total_map_quality.txt X3238N 17944
total_map_quality.txt X3238N 3133
total_map_quality.txt X3238N 48809
total_map_quality.txt X3238N 6146
total_map_quality.txt X3238N 7022
total_map_quality.txt X3238N 13087
total_map_quality.txt X3238N 23614
total_map_quality.txt X3238N 5874
total_map_quality.txt X3238N 62346
total_map_quality.txt X3238N 10799
total_map_quality.txt X3238N 1030527
total_map_quality.txt X3238N 12141
total_map_quality.txt X3238N 43143
total_map_quality.txt X3238N 33815
total_map_quality.txt X3238N 29770
total_map_quality.txt X3238N 98426
total_map_quality.txt X3238N 51243
total_map_quality.txt X3238N 126490
total_map_quality.txt X3238N 170512
total_map_quality.txt X3238N 161564
total_map_quality.txt X3238N 11980
total_map_quality.txt X3238N 732246
total_map_quality.txt X3238N 38208
total_map_quality.txt X3238N 70825
total_map_quality.txt X3238N 22749
total_map_quality.txt X3238N 37856
total_map_quality.txt X3238N 93082
total_map_quality.txt X3238N 6063
total_map_quality.txt X3238N 150655
total_map_quality.txt X3238N 8100
total_map_quality.txt X3238N 15904
total_map_quality.txt X3238N 17633
total_map_quality.txt X3238N 109549059
total_map_quality.txt X3238N 26930
total_map_quality.txt X3238N 12667
total_map_quality.txt X3238N 54090
total_map_quality.txt X3238T 5505862
total_map_quality.txt X3238T 22705
total_map_quality.txt X3238T 29527
total_map_quality.txt X3238T 10741
total_map_quality.txt X3238T 18850
total_map_quality.txt X3238T 25654
total_map_quality.txt X3238T 8792
total_map_quality.txt X3238T 46324
total_map_quality.txt X3238T 15282
total_map_quality.txt X3238T 29438
total_map_quality.txt X3238T 26635
total_map_quality.txt X3238T 36324
total_map_quality.txt X3238T 6678
total_map_quality.txt X3238T 47239
total_map_quality.txt X3238T 67197
total_map_quality.txt X3238T 87682
total_map_quality.txt X3238T 81360
total_map_quality.txt X3238T 139238
total_map_quality.txt X3238T 269451
total_map_quality.txt X3238T 9789
total_map_quality.txt X3238T 831615
total_map_quality.txt X3238T 6356
total_map_quality.txt X3238T 6136
total_map_quality.txt X3238T 45797
total_map_quality.txt X3238T 15032
total_map_quality.txt X3238T 18487
total_map_quality.txt X3238T 3324
total_map_quality.txt X3238T 48439
total_map_quality.txt X3238T 6441
total_map_quality.txt X3238T 7055
total_map_quality.txt X3238T 14786
total_map_quality.txt X3238T 24517
total_map_quality.txt X3238T 6612
total_map_quality.txt X3238T 62501
total_map_quality.txt X3238T 11276
total_map_quality.txt X3238T 975091
total_map_quality.txt X3238T 13371
total_map_quality.txt X3238T 44763
total_map_quality.txt X3238T 37752
total_map_quality.txt X3238T 30323
total_map_quality.txt X3238T 110072
total_map_quality.txt X3238T 51055
total_map_quality.txt X3238T 123188
total_map_quality.txt X3238T 178525
total_map_quality.txt X3238T 166958
total_map_quality.txt X3238T 12751
total_map_quality.txt X3238T 698794
total_map_quality.txt X3238T 51241
total_map_quality.txt X3238T 68984
total_map_quality.txt X3238T 22842
total_map_quality.txt X3238T 47174
total_map_quality.txt X3238T 90217
total_map_quality.txt X3238T 8341
total_map_quality.txt X3238T 153071
total_map_quality.txt X3238T 9074
total_map_quality.txt X3238T 19163
total_map_quality.txt X3238T 18823
total_map_quality.txt X3238T 105260382
total_map_quality.txt X3238T 26733
total_map_quality.txt X3238T 12493
total_map_quality.txt X3238T 52239
total_map_quality.txt X3297N 5765969
total_map_quality.txt X3297N 26202
total_map_quality.txt X3297N 34058
total_map_quality.txt X3297N 12082
total_map_quality.txt X3297N 22541
total_map_quality.txt X3297N 29824
total_map_quality.txt X3297N 10545
total_map_quality.txt X3297N 51584
total_map_quality.txt X3297N 16997
total_map_quality.txt X3297N 28748
total_map_quality.txt X3297N 27184
total_map_quality.txt X3297N 39822
total_map_quality.txt X3297N 8479
total_map_quality.txt X3297N 54025
total_map_quality.txt X3297N 72624
total_map_quality.txt X3297N 91048
total_map_quality.txt X3297N 85722
total_map_quality.txt X3297N 156643
total_map_quality.txt X3297N 294063
total_map_quality.txt X3297N 11938
total_map_quality.txt X3297N 924576
total_map_quality.txt X3297N 8050
total_map_quality.txt X3297N 7858
total_map_quality.txt X3297N 52378
total_map_quality.txt X3297N 18541
total_map_quality.txt X3297N 21304
total_map_quality.txt X3297N 4610
total_map_quality.txt X3297N 54521
total_map_quality.txt X3297N 8308
total_map_quality.txt X3297N 8904
total_map_quality.txt X3297N 17421
total_map_quality.txt X3297N 26556
total_map_quality.txt X3297N 8190
total_map_quality.txt X3297N 69796
total_map_quality.txt X3297N 13850
total_map_quality.txt X3297N 1100591
total_map_quality.txt X3297N 15205
total_map_quality.txt X3297N 47156
total_map_quality.txt X3297N 38718
total_map_quality.txt X3297N 33062
total_map_quality.txt X3297N 103376
total_map_quality.txt X3297N 55716
total_map_quality.txt X3297N 134554
total_map_quality.txt X3297N 180156
total_map_quality.txt X3297N 163579
total_map_quality.txt X3297N 14507
total_map_quality.txt X3297N 787883
total_map_quality.txt X3297N 40350
total_map_quality.txt X3297N 76654
total_map_quality.txt X3297N 25127
total_map_quality.txt X3297N 38081
total_map_quality.txt X3297N 98186
total_map_quality.txt X3297N 8134
total_map_quality.txt X3297N 156974
total_map_quality.txt X3297N 10549
total_map_quality.txt X3297N 18058
total_map_quality.txt X3297N 22852
total_map_quality.txt X3297N 115612296
total_map_quality.txt X3297N 32020
total_map_quality.txt X3297N 15127
total_map_quality.txt X3297N 59968
total_map_quality.txt X3297T 4859672
total_map_quality.txt X3297T 21989
total_map_quality.txt X3297T 28854
total_map_quality.txt X3297T 9816
total_map_quality.txt X3297T 18815
total_map_quality.txt X3297T 25224
total_map_quality.txt X3297T 8245
total_map_quality.txt X3297T 47238
total_map_quality.txt X3297T 14042
total_map_quality.txt X3297T 22679
total_map_quality.txt X3297T 22624
total_map_quality.txt X3297T 34482
total_map_quality.txt X3297T 6304
total_map_quality.txt X3297T 45931
total_map_quality.txt X3297T 64662
total_map_quality.txt X3297T 79802
total_map_quality.txt X3297T 74092
total_map_quality.txt X3297T 133969
total_map_quality.txt X3297T 260806
total_map_quality.txt X3297T 9560
total_map_quality.txt X3297T 850598
total_map_quality.txt X3297T 6304
total_map_quality.txt X3297T 5807
total_map_quality.txt X3297T 47935
total_map_quality.txt X3297T 15263
total_map_quality.txt X3297T 17831
total_map_quality.txt X3297T 3003
total_map_quality.txt X3297T 49626
total_map_quality.txt X3297T 6315
total_map_quality.txt X3297T 6844
total_map_quality.txt X3297T 13939
total_map_quality.txt X3297T 22831
total_map_quality.txt X3297T 6209
total_map_quality.txt X3297T 63032
total_map_quality.txt X3297T 10961
total_map_quality.txt X3297T 1001853
total_map_quality.txt X3297T 13306
total_map_quality.txt X3297T 44840
total_map_quality.txt X3297T 37285
total_map_quality.txt X3297T 29547
total_map_quality.txt X3297T 108756
total_map_quality.txt X3297T 49602
total_map_quality.txt X3297T 122425
total_map_quality.txt X3297T 176628
total_map_quality.txt X3297T 163947
total_map_quality.txt X3297T 11539
total_map_quality.txt X3297T 704688
total_map_quality.txt X3297T 51118
total_map_quality.txt X3297T 70553
total_map_quality.txt X3297T 22856
total_map_quality.txt X3297T 50262
total_map_quality.txt X3297T 92228
total_map_quality.txt X3297T 9085
total_map_quality.txt X3297T 159450
total_map_quality.txt X3297T 10206
total_map_quality.txt X3297T 19819
total_map_quality.txt X3297T 18654
total_map_quality.txt X3297T 107957028
total_map_quality.txt X3297T 26574
total_map_quality.txt X3297T 12326
total_map_quality.txt X3297T 53544
total_map_quality.txt X3349N 5436941
total_map_quality.txt X3349N 22778
total_map_quality.txt X3349N 30869
total_map_quality.txt X3349N 9535
total_map_quality.txt X3349N 18159
total_map_quality.txt X3349N 25737
total_map_quality.txt X3349N 8054
total_map_quality.txt X3349N 47257
total_map_quality.txt X3349N 14076
total_map_quality.txt X3349N 21038
total_map_quality.txt X3349N 21329
total_map_quality.txt X3349N 37163
total_map_quality.txt X3349N 6411
total_map_quality.txt X3349N 51973
total_map_quality.txt X3349N 68830
total_map_quality.txt X3349N 89390
total_map_quality.txt X3349N 83673
total_map_quality.txt X3349N 153682
total_map_quality.txt X3349N 288226
total_map_quality.txt X3349N 9564
total_map_quality.txt X3349N 907111
total_map_quality.txt X3349N 6370
total_map_quality.txt X3349N 5941
total_map_quality.txt X3349N 48967
total_map_quality.txt X3349N 14829
total_map_quality.txt X3349N 18795
total_map_quality.txt X3349N 3229
total_map_quality.txt X3349N 51549
total_map_quality.txt X3349N 6789
total_map_quality.txt X3349N 7145
total_map_quality.txt X3349N 13421
total_map_quality.txt X3349N 25040
total_map_quality.txt X3349N 6073
total_map_quality.txt X3349N 66309
total_map_quality.txt X3349N 10878
total_map_quality.txt X3349N 1049302
total_map_quality.txt X3349N 12510
total_map_quality.txt X3349N 44158
total_map_quality.txt X3349N 35158
total_map_quality.txt X3349N 30471
total_map_quality.txt X3349N 100678
total_map_quality.txt X3349N 51944
total_map_quality.txt X3349N 130368
total_map_quality.txt X3349N 176672
total_map_quality.txt X3349N 163414
total_map_quality.txt X3349N 11942
total_map_quality.txt X3349N 760525
total_map_quality.txt X3349N 38847
total_map_quality.txt X3349N 73096
total_map_quality.txt X3349N 23076
total_map_quality.txt X3349N 36658
total_map_quality.txt X3349N 95544
total_map_quality.txt X3349N 5689
total_map_quality.txt X3349N 153886
total_map_quality.txt X3349N 8218
total_map_quality.txt X3349N 15128
total_map_quality.txt X3349N 17811
total_map_quality.txt X3349N 111895856
total_map_quality.txt X3349N 28491
total_map_quality.txt X3349N 13460
total_map_quality.txt X3349N 56284
total_map_quality.txt X3349T 5202103
total_map_quality.txt X3349T 22902
total_map_quality.txt X3349T 29444
total_map_quality.txt X3349T 9562
total_map_quality.txt X3349T 19619
total_map_quality.txt X3349T 25762
total_map_quality.txt X3349T 8156
total_map_quality.txt X3349T 48107
total_map_quality.txt X3349T 14537
total_map_quality.txt X3349T 19087
total_map_quality.txt X3349T 21975
total_map_quality.txt X3349T 36997
total_map_quality.txt X3349T 6643
total_map_quality.txt X3349T 51939
total_map_quality.txt X3349T 69094
total_map_quality.txt X3349T 92060
total_map_quality.txt X3349T 84886
total_map_quality.txt X3349T 158489
total_map_quality.txt X3349T 289811
total_map_quality.txt X3349T 9384
total_map_quality.txt X3349T 889888
total_map_quality.txt X3349T 6600
total_map_quality.txt X3349T 6056
total_map_quality.txt X3349T 48618
total_map_quality.txt X3349T 15629
total_map_quality.txt X3349T 18754
total_map_quality.txt X3349T 3289
total_map_quality.txt X3349T 49997
total_map_quality.txt X3349T 6789
total_map_quality.txt X3349T 7143
total_map_quality.txt X3349T 14562
total_map_quality.txt X3349T 25779
total_map_quality.txt X3349T 6679
total_map_quality.txt X3349T 64735
total_map_quality.txt X3349T 11178
total_map_quality.txt X3349T 1015398
total_map_quality.txt X3349T 14305
total_map_quality.txt X3349T 46010
total_map_quality.txt X3349T 38957
total_map_quality.txt X3349T 32203
total_map_quality.txt X3349T 111833
total_map_quality.txt X3349T 53596
total_map_quality.txt X3349T 130409
total_map_quality.txt X3349T 185250
total_map_quality.txt X3349T 170894
total_map_quality.txt X3349T 11919
total_map_quality.txt X3349T 713858
total_map_quality.txt X3349T 49893
total_map_quality.txt X3349T 71164
total_map_quality.txt X3349T 23226
total_map_quality.txt X3349T 47322
total_map_quality.txt X3349T 93868
total_map_quality.txt X3349T 8543
total_map_quality.txt X3349T 157973
total_map_quality.txt X3349T 9935
total_map_quality.txt X3349T 18758
total_map_quality.txt X3349T 19633
total_map_quality.txt X3349T 110480634
total_map_quality.txt X3349T 28832
total_map_quality.txt X3349T 13528
total_map_quality.txt X3349T 54846
total_map_quality.txt X3391N 5246928
total_map_quality.txt X3391N 22809
total_map_quality.txt X3391N 28425
total_map_quality.txt X3391N 9831
total_map_quality.txt X3391N 18526
total_map_quality.txt X3391N 26421
total_map_quality.txt X3391N 8329
total_map_quality.txt X3391N 45129
total_map_quality.txt X3391N 15101
total_map_quality.txt X3391N 22733
total_map_quality.txt X3391N 21601
total_map_quality.txt X3391N 34814
total_map_quality.txt X3391N 6439
total_map_quality.txt X3391N 47044
total_map_quality.txt X3391N 64762
total_map_quality.txt X3391N 89396
total_map_quality.txt X3391N 81196
total_map_quality.txt X3391N 143947
total_map_quality.txt X3391N 278074
total_map_quality.txt X3391N 8781
total_map_quality.txt X3391N 827069
total_map_quality.txt X3391N 6440
total_map_quality.txt X3391N 6002
total_map_quality.txt X3391N 46090
total_map_quality.txt X3391N 14554
total_map_quality.txt X3391N 18165
total_map_quality.txt X3391N 3165
total_map_quality.txt X3391N 48230
total_map_quality.txt X3391N 6821
total_map_quality.txt X3391N 7039
total_map_quality.txt X3391N 13343
total_map_quality.txt X3391N 24198
total_map_quality.txt X3391N 5838
total_map_quality.txt X3391N 62595
total_map_quality.txt X3391N 11516
total_map_quality.txt X3391N 988418
total_map_quality.txt X3391N 12163
total_map_quality.txt X3391N 42283
total_map_quality.txt X3391N 33486
total_map_quality.txt X3391N 28768
total_map_quality.txt X3391N 95131
total_map_quality.txt X3391N 49882
total_map_quality.txt X3391N 123103
total_map_quality.txt X3391N 165523
total_map_quality.txt X3391N 156099
total_map_quality.txt X3391N 12281
total_map_quality.txt X3391N 704712
total_map_quality.txt X3391N 37189
total_map_quality.txt X3391N 68853
total_map_quality.txt X3391N 21502
total_map_quality.txt X3391N 35729
total_map_quality.txt X3391N 88811
total_map_quality.txt X3391N 5531
total_map_quality.txt X3391N 142505
total_map_quality.txt X3391N 7706
total_map_quality.txt X3391N 14381
total_map_quality.txt X3391N 17705
total_map_quality.txt X3391N 104326999
total_map_quality.txt X3391N 27772
total_map_quality.txt X3391N 12740
total_map_quality.txt X3391N 53015
total_map_quality.txt X3391T 5097649
total_map_quality.txt X3391T 23535
total_map_quality.txt X3391T 28560
total_map_quality.txt X3391T 10165
total_map_quality.txt X3391T 20094
total_map_quality.txt X3391T 26507
total_map_quality.txt X3391T 8581
total_map_quality.txt X3391T 45380
total_map_quality.txt X3391T 15219
total_map_quality.txt X3391T 21876
total_map_quality.txt X3391T 23623
total_map_quality.txt X3391T 37220
total_map_quality.txt X3391T 7152
total_map_quality.txt X3391T 48875
total_map_quality.txt X3391T 64695
total_map_quality.txt X3391T 85616
total_map_quality.txt X3391T 78955
total_map_quality.txt X3391T 138476
total_map_quality.txt X3391T 273903
total_map_quality.txt X3391T 9230
total_map_quality.txt X3391T 811173
total_map_quality.txt X3391T 6756
total_map_quality.txt X3391T 6389
total_map_quality.txt X3391T 46445
total_map_quality.txt X3391T 15794
total_map_quality.txt X3391T 18581
total_map_quality.txt X3391T 3322
total_map_quality.txt X3391T 47662
total_map_quality.txt X3391T 6949
total_map_quality.txt X3391T 7192
total_map_quality.txt X3391T 14547
total_map_quality.txt X3391T 23697
total_map_quality.txt X3391T 6355
total_map_quality.txt X3391T 61654
total_map_quality.txt X3391T 11918
total_map_quality.txt X3391T 979717
total_map_quality.txt X3391T 13634
total_map_quality.txt X3391T 44286
total_map_quality.txt X3391T 36833
total_map_quality.txt X3391T 30111
total_map_quality.txt X3391T 105129
total_map_quality.txt X3391T 50183
total_map_quality.txt X3391T 121574
total_map_quality.txt X3391T 174745
total_map_quality.txt X3391T 159967
total_map_quality.txt X3391T 13155
total_map_quality.txt X3391T 679277
total_map_quality.txt X3391T 46912
total_map_quality.txt X3391T 68425
total_map_quality.txt X3391T 22581
total_map_quality.txt X3391T 45613
total_map_quality.txt X3391T 88863
total_map_quality.txt X3391T 8256
total_map_quality.txt X3391T 148086
total_map_quality.txt X3391T 9831
total_map_quality.txt X3391T 18859
total_map_quality.txt X3391T 19948
total_map_quality.txt X3391T 108044412
total_map_quality.txt X3391T 28886
total_map_quality.txt X3391T 13715
total_map_quality.txt X3391T 52862
total_map_quality.txt X342T 5302592
total_map_quality.txt X342T 22638
total_map_quality.txt X342T 28699
total_map_quality.txt X342T 9734
total_map_quality.txt X342T 18474
total_map_quality.txt X342T 25693
total_map_quality.txt X342T 8244
total_map_quality.txt X342T 44806
total_map_quality.txt X342T 14986
total_map_quality.txt X342T 22577
total_map_quality.txt X342T 22427
total_map_quality.txt X342T 36605
total_map_quality.txt X342T 6598
total_map_quality.txt X342T 49452
total_map_quality.txt X342T 62892
total_map_quality.txt X342T 85745
