sample no_occurences quality_scores
total_map_quality.txt X1265T 16058
total_map_quality.txt X1265T 18427
total_map_quality.txt X1265T 3442
total_map_quality.txt X1265T 49021
total_map_quality.txt X1265T 7071
total_map_quality.txt X1265T 7435
total_map_quality.txt X1265T 13756
total_map_quality.txt X1265T 23406
total_map_quality.txt X1265T 6232
total_map_quality.txt X1265T 62776
total_map_quality.txt X1265T 11032
total_map_quality.txt X1265T 1039915
total_map_quality.txt X1265T 12961
total_map_quality.txt X1265T 43330
total_map_quality.txt X1265T 34020
total_map_quality.txt X1265T 31493
total_map_quality.txt X1265T 98690
total_map_quality.txt X1265T 52468
total_map_quality.txt X1265T 128299
total_map_quality.txt X1265T 169822
total_map_quality.txt X1265T 168106
total_map_quality.txt X1265T 11213
total_map_quality.txt X1265T 717980
total_map_quality.txt X1265T 36792
total_map_quality.txt X1265T 72188
total_map_quality.txt X1265T 23708
total_map_quality.txt X1265T 37380
total_map_quality.txt X1265T 90763
total_map_quality.txt X1265T 5902
total_map_quality.txt X1265T 148476
total_map_quality.txt X1265T 8468
total_map_quality.txt X1265T 15164
total_map_quality.txt X1265T 17833
total_map_quality.txt X1265T 111723408
total_map_quality.txt X1265T 26411
total_map_quality.txt X1265T 13384
total_map_quality.txt X1265T 53452
total_map_quality.txt X1269N 5520630
total_map_quality.txt X1269N 22813
total_map_quality.txt X1269N 29856
total_map_quality.txt X1269N 9743
total_map_quality.txt X1269N 19137
total_map_quality.txt X1269N 26985
total_map_quality.txt X1269N 8801
total_map_quality.txt X1269N 47629
total_map_quality.txt X1269N 15126
total_map_quality.txt X1269N 23560
total_map_quality.txt X1269N 23314
total_map_quality.txt X1269N 36437
total_map_quality.txt X1269N 6898
total_map_quality.txt X1269N 48566
total_map_quality.txt X1269N 65187
total_map_quality.txt X1269N 82800
total_map_quality.txt X1269N 77109
total_map_quality.txt X1269N 139079
total_map_quality.txt X1269N 278957
total_map_quality.txt X1269N 9752
total_map_quality.txt X1269N 864557
total_map_quality.txt X1269N 6348
total_map_quality.txt X1269N 6039
total_map_quality.txt X1269N 47633
total_map_quality.txt X1269N 14985
total_map_quality.txt X1269N 18231
total_map_quality.txt X1269N 3266
total_map_quality.txt X1269N 49284
total_map_quality.txt X1269N 6504
total_map_quality.txt X1269N 6941
total_map_quality.txt X1269N 13661
total_map_quality.txt X1269N 24347
total_map_quality.txt X1269N 5926
total_map_quality.txt X1269N 62481
total_map_quality.txt X1269N 11363
total_map_quality.txt X1269N 1016076
total_map_quality.txt X1269N 13043
total_map_quality.txt X1269N 43734
total_map_quality.txt X1269N 34737
total_map_quality.txt X1269N 30447
total_map_quality.txt X1269N 95021
total_map_quality.txt X1269N 50049
total_map_quality.txt X1269N 125491
total_map_quality.txt X1269N 167133
total_map_quality.txt X1269N 161218
total_map_quality.txt X1269N 12257
total_map_quality.txt X1269N 718373
total_map_quality.txt X1269N 34669
total_map_quality.txt X1269N 69180
total_map_quality.txt X1269N 22780
total_map_quality.txt X1269N 33821
total_map_quality.txt X1269N 90649
total_map_quality.txt X1269N 7201
total_map_quality.txt X1269N 145683
total_map_quality.txt X1269N 10107
total_map_quality.txt X1269N 16487
total_map_quality.txt X1269N 18873
total_map_quality.txt X1269N 106852757
total_map_quality.txt X1269N 27981
total_map_quality.txt X1269N 13332
total_map_quality.txt X1269N 54930
total_map_quality.txt X1269T 4781771
total_map_quality.txt X1269T 23213
total_map_quality.txt X1269T 27915
total_map_quality.txt X1269T 9779
total_map_quality.txt X1269T 20245
total_map_quality.txt X1269T 27784
total_map_quality.txt X1269T 9525
total_map_quality.txt X1269T 46656
total_map_quality.txt X1269T 13681
total_map_quality.txt X1269T 20449
total_map_quality.txt X1269T 23537
total_map_quality.txt X1269T 36689
total_map_quality.txt X1269T 6954
total_map_quality.txt X1269T 48942
total_map_quality.txt X1269T 62929
total_map_quality.txt X1269T 78438
total_map_quality.txt X1269T 73840
total_map_quality.txt X1269T 133680
total_map_quality.txt X1269T 262262
total_map_quality.txt X1269T 9558
total_map_quality.txt X1269T 824919
total_map_quality.txt X1269T 6559
total_map_quality.txt X1269T 6213
total_map_quality.txt X1269T 47691
total_map_quality.txt X1269T 17167
total_map_quality.txt X1269T 18605
total_map_quality.txt X1269T 3418
total_map_quality.txt X1269T 49730
total_map_quality.txt X1269T 6759
total_map_quality.txt X1269T 7324
total_map_quality.txt X1269T 14694
total_map_quality.txt X1269T 23367
total_map_quality.txt X1269T 7050
total_map_quality.txt X1269T 62399
total_map_quality.txt X1269T 11328
total_map_quality.txt X1269T 1000608
total_map_quality.txt X1269T 14350
total_map_quality.txt X1269T 45492
total_map_quality.txt X1269T 37607
total_map_quality.txt X1269T 31092
total_map_quality.txt X1269T 105006
total_map_quality.txt X1269T 51424
total_map_quality.txt X1269T 121588
total_map_quality.txt X1269T 173521
total_map_quality.txt X1269T 163763
total_map_quality.txt X1269T 12082
total_map_quality.txt X1269T 669337
total_map_quality.txt X1269T 51954
total_map_quality.txt X1269T 68185
total_map_quality.txt X1269T 24036
total_map_quality.txt X1269T 55359
total_map_quality.txt X1269T 90202
total_map_quality.txt X1269T 9935
total_map_quality.txt X1269T 155928
total_map_quality.txt X1269T 11161
total_map_quality.txt X1269T 21359
total_map_quality.txt X1269T 19762
total_map_quality.txt X1269T 105703607
total_map_quality.txt X1269T 27499
total_map_quality.txt X1269T 13353
total_map_quality.txt X1269T 53991
total_map_quality.txt X1283N 5468654
total_map_quality.txt X1283N 23996
total_map_quality.txt X1283N 31996
total_map_quality.txt X1283N 11294
total_map_quality.txt X1283N 20809
total_map_quality.txt X1283N 28112
total_map_quality.txt X1283N 8856
total_map_quality.txt X1283N 48303
total_map_quality.txt X1283N 15997
total_map_quality.txt X1283N 24294
total_map_quality.txt X1283N 23375
total_map_quality.txt X1283N 35099
total_map_quality.txt X1283N 7101
total_map_quality.txt X1283N 45096
total_map_quality.txt X1283N 68739
total_map_quality.txt X1283N 90231
total_map_quality.txt X1283N 83201
total_map_quality.txt X1283N 150190
total_map_quality.txt X1283N 287107
total_map_quality.txt X1283N 11080
total_map_quality.txt X1283N 856391
total_map_quality.txt X1283N 7430
total_map_quality.txt X1283N 7614
total_map_quality.txt X1283N 49249
total_map_quality.txt X1283N 17104
total_map_quality.txt X1283N 20083
total_map_quality.txt X1283N 3922
total_map_quality.txt X1283N 51416
total_map_quality.txt X1283N 7839
total_map_quality.txt X1283N 8140
total_map_quality.txt X1283N 15514
total_map_quality.txt X1283N 25670
total_map_quality.txt X1283N 7458
total_map_quality.txt X1283N 65362
total_map_quality.txt X1283N 12638
total_map_quality.txt X1283N 1041914
total_map_quality.txt X1283N 14488
total_map_quality.txt X1283N 44918
total_map_quality.txt X1283N 36110
total_map_quality.txt X1283N 31948
total_map_quality.txt X1283N 99532
total_map_quality.txt X1283N 54327
total_map_quality.txt X1283N 129705
total_map_quality.txt X1283N 170572
total_map_quality.txt X1283N 168108
total_map_quality.txt X1283N 13823
total_map_quality.txt X1283N 724526
total_map_quality.txt X1283N 38308
total_map_quality.txt X1283N 72425
total_map_quality.txt X1283N 24039
total_map_quality.txt X1283N 37318
total_map_quality.txt X1283N 92246
total_map_quality.txt X1283N 7461
total_map_quality.txt X1283N 147778
total_map_quality.txt X1283N 10439
total_map_quality.txt X1283N 17188
total_map_quality.txt X1283N 21048
total_map_quality.txt X1283N 108042919
total_map_quality.txt X1283N 29587
total_map_quality.txt X1283N 14138
total_map_quality.txt X1283N 57503
total_map_quality.txt X1283T 4661029
total_map_quality.txt X1283T 23671
total_map_quality.txt X1283T 29625
total_map_quality.txt X1283T 10650
total_map_quality.txt X1283T 20506
total_map_quality.txt X1283T 27244
total_map_quality.txt X1283T 8281
total_map_quality.txt X1283T 47500
total_map_quality.txt X1283T 14592
total_map_quality.txt X1283T 21144
total_map_quality.txt X1283T 23017
total_map_quality.txt X1283T 33481
total_map_quality.txt X1283T 6657
total_map_quality.txt X1283T 41631
total_map_quality.txt X1283T 65562
total_map_quality.txt X1283T 78438
total_map_quality.txt X1283T 78016
total_map_quality.txt X1283T 137231
total_map_quality.txt X1283T 266449
total_map_quality.txt X1283T 10423
total_map_quality.txt X1283T 815805
total_map_quality.txt X1283T 6843
total_map_quality.txt X1283T 6504
total_map_quality.txt X1283T 49286
total_map_quality.txt X1283T 17263
total_map_quality.txt X1283T 18788
total_map_quality.txt X1283T 3542
total_map_quality.txt X1283T 51248
total_map_quality.txt X1283T 6942
total_map_quality.txt X1283T 7486
total_map_quality.txt X1283T 14980
total_map_quality.txt X1283T 24594
total_map_quality.txt X1283T 7216
total_map_quality.txt X1283T 63144
total_map_quality.txt X1283T 11987
total_map_quality.txt X1283T 1010192
total_map_quality.txt X1283T 14317
total_map_quality.txt X1283T 44763
total_map_quality.txt X1283T 36763
total_map_quality.txt X1283T 30852
total_map_quality.txt X1283T 106972
total_map_quality.txt X1283T 52321
total_map_quality.txt X1283T 122406
total_map_quality.txt X1283T 174594
total_map_quality.txt X1283T 164462
total_map_quality.txt X1283T 12764
total_map_quality.txt X1283T 671967
total_map_quality.txt X1283T 51018
total_map_quality.txt X1283T 69252
total_map_quality.txt X1283T 24282
total_map_quality.txt X1283T 51582
total_map_quality.txt X1283T 90872
total_map_quality.txt X1283T 10013
total_map_quality.txt X1283T 155122
total_map_quality.txt X1283T 12014
total_map_quality.txt X1283T 21575
total_map_quality.txt X1283T 20999
total_map_quality.txt X1283T 105833177
total_map_quality.txt X1283T 28880
total_map_quality.txt X1283T 13165
total_map_quality.txt X1283T 56462
total_map_quality.txt X128T 4758499
total_map_quality.txt X128T 21736
total_map_quality.txt X128T 26883
total_map_quality.txt X128T 8704
total_map_quality.txt X128T 17611
total_map_quality.txt X128T 25533
total_map_quality.txt X128T 8379
total_map_quality.txt X128T 43459
total_map_quality.txt X128T 12313
total_map_quality.txt X128T 17811
total_map_quality.txt X128T 19907
total_map_quality.txt X128T 34812
total_map_quality.txt X128T 6431
total_map_quality.txt X128T 47067
total_map_quality.txt X128T 61454
total_map_quality.txt X128T 79035
total_map_quality.txt X128T 73315
total_map_quality.txt X128T 137110
total_map_quality.txt X128T 271716
total_map_quality.txt X128T 8765
total_map_quality.txt X128T 799326
total_map_quality.txt X128T 5736
total_map_quality.txt X128T 5625
total_map_quality.txt X128T 43979
total_map_quality.txt X128T 14648
total_map_quality.txt X128T 17226
total_map_quality.txt X128T 3023
total_map_quality.txt X128T 45828
total_map_quality.txt X128T 6137
total_map_quality.txt X128T 6703
total_map_quality.txt X128T 13656
total_map_quality.txt X128T 22160
total_map_quality.txt X128T 5638
total_map_quality.txt X128T 58239
total_map_quality.txt X128T 10458
total_map_quality.txt X128T 965027
total_map_quality.txt X128T 12292
total_map_quality.txt X128T 41713
total_map_quality.txt X128T 32980
total_map_quality.txt X128T 28346
total_map_quality.txt X128T 96045
total_map_quality.txt X128T 48007
total_map_quality.txt X128T 119007
total_map_quality.txt X128T 164950
total_map_quality.txt X128T 153485
total_map_quality.txt X128T 10799
total_map_quality.txt X128T 668075
total_map_quality.txt X128T 40905
total_map_quality.txt X128T 65347
total_map_quality.txt X128T 21459
total_map_quality.txt X128T 41213
total_map_quality.txt X128T 86768
total_map_quality.txt X128T 7409
total_map_quality.txt X128T 142818
total_map_quality.txt X128T 9345
total_map_quality.txt X128T 16897
total_map_quality.txt X128T 17708
total_map_quality.txt X128T 102175915
total_map_quality.txt X128T 26307
total_map_quality.txt X128T 12923
total_map_quality.txt X128T 50451
total_map_quality.txt X1326N 5237220
total_map_quality.txt X1326N 23091
total_map_quality.txt X1326N 30499
total_map_quality.txt X1326N 10344
total_map_quality.txt X1326N 22325
total_map_quality.txt X1326N 27552
total_map_quality.txt X1326N 8675
total_map_quality.txt X1326N 49228
total_map_quality.txt X1326N 13873
total_map_quality.txt X1326N 19350
total_map_quality.txt X1326N 24429
total_map_quality.txt X1326N 37418
total_map_quality.txt X1326N 6954
total_map_quality.txt X1326N 51457
total_map_quality.txt X1326N 68831
total_map_quality.txt X1326N 87094
total_map_quality.txt X1326N 82364
total_map_quality.txt X1326N 147715
total_map_quality.txt X1326N 281658
total_map_quality.txt X1326N 10264
total_map_quality.txt X1326N 887561
total_map_quality.txt X1326N 6877
total_map_quality.txt X1326N 6573
total_map_quality.txt X1326N 50496
total_map_quality.txt X1326N 17550
total_map_quality.txt X1326N 19700
total_map_quality.txt X1326N 3625
total_map_quality.txt X1326N 52470
total_map_quality.txt X1326N 7029
total_map_quality.txt X1326N 7556
total_map_quality.txt X1326N 16285
total_map_quality.txt X1326N 25418
total_map_quality.txt X1326N 6808
total_map_quality.txt X1326N 66020
total_map_quality.txt X1326N 11837
total_map_quality.txt X1326N 1067753
total_map_quality.txt X1326N 15096
total_map_quality.txt X1326N 48449
total_map_quality.txt X1326N 37358
total_map_quality.txt X1326N 34468
total_map_quality.txt X1326N 102728
total_map_quality.txt X1326N 55232
total_map_quality.txt X1326N 132763
total_map_quality.txt X1326N 176714
total_map_quality.txt X1326N 180149
total_map_quality.txt X1326N 12274
total_map_quality.txt X1326N 733236
total_map_quality.txt X1326N 43961
total_map_quality.txt X1326N 74202
total_map_quality.txt X1326N 25334
total_map_quality.txt X1326N 44884
total_map_quality.txt X1326N 94917
total_map_quality.txt X1326N 10001
total_map_quality.txt X1326N 158982
total_map_quality.txt X1326N 13107
total_map_quality.txt X1326N 20786
total_map_quality.txt X1326N 21284
total_map_quality.txt X1326N 112081291
total_map_quality.txt X1326N 28397
total_map_quality.txt X1326N 13473
total_map_quality.txt X1326N 58059
total_map_quality.txt X1326T 4832486
total_map_quality.txt X1326T 21286
total_map_quality.txt X1326T 26517
total_map_quality.txt X1326T 9353
total_map_quality.txt X1326T 18582
total_map_quality.txt X1326T 23809
total_map_quality.txt X1326T 8518
total_map_quality.txt X1326T 43250
total_map_quality.txt X1326T 12928
total_map_quality.txt X1326T 18796
total_map_quality.txt X1326T 22713
total_map_quality.txt X1326T 35410
total_map_quality.txt X1326T 6628
total_map_quality.txt X1326T 48897
total_map_quality.txt X1326T 62756
total_map_quality.txt X1326T 82231
total_map_quality.txt X1326T 76720
total_map_quality.txt X1326T 136778
total_map_quality.txt X1326T 248456
total_map_quality.txt X1326T 9381
total_map_quality.txt X1326T 775570
total_map_quality.txt X1326T 6533
total_map_quality.txt X1326T 6011
total_map_quality.txt X1326T 44588
total_map_quality.txt X1326T 15717
total_map_quality.txt X1326T 17570
total_map_quality.txt X1326T 3449
total_map_quality.txt X1326T 46518
total_map_quality.txt X1326T 6677
total_map_quality.txt X1326T 7052
total_map_quality.txt X1326T 14316
total_map_quality.txt X1326T 23587
total_map_quality.txt X1326T 6783
total_map_quality.txt X1326T 58459
total_map_quality.txt X1326T 11100
total_map_quality.txt X1326T 934019
total_map_quality.txt X1326T 13586
total_map_quality.txt X1326T 42493
total_map_quality.txt X1326T 35272
total_map_quality.txt X1326T 29825
total_map_quality.txt X1326T 102694
total_map_quality.txt X1326T 49018
total_map_quality.txt X1326T 117799
total_map_quality.txt X1326T 170838
total_map_quality.txt X1326T 150135
total_map_quality.txt X1326T 11356
total_map_quality.txt X1326T 656150
total_map_quality.txt X1326T 51095
total_map_quality.txt X1326T 65704
total_map_quality.txt X1326T 22315
total_map_quality.txt X1326T 53298
total_map_quality.txt X1326T 87387
total_map_quality.txt X1326T 9049
total_map_quality.txt X1326T 148024
total_map_quality.txt X1326T 9909
total_map_quality.txt X1326T 19285
total_map_quality.txt X1326T 18374
total_map_quality.txt X1326T 102975505
total_map_quality.txt X1326T 25409
total_map_quality.txt X1326T 12341
total_map_quality.txt X1326T 49650
total_map_quality.txt X1341N 5244012
total_map_quality.txt X1341N 20415
total_map_quality.txt X1341N 25038
total_map_quality.txt X1341N 9338
total_map_quality.txt X1341N 18476
total_map_quality.txt X1341N 23111
total_map_quality.txt X1341N 7485
total_map_quality.txt X1341N 39684
total_map_quality.txt X1341N 14698
total_map_quality.txt X1341N 24925
total_map_quality.txt X1341N 22395
total_map_quality.txt X1341N 32765
total_map_quality.txt X1341N 6227
total_map_quality.txt X1341N 43991
total_map_quality.txt X1341N 57063
total_map_quality.txt X1341N 75495
total_map_quality.txt X1341N 71051
total_map_quality.txt X1341N 133885
total_map_quality.txt X1341N 237971
total_map_quality.txt X1341N 7948
total_map_quality.txt X1341N 723113
total_map_quality.txt X1341N 5886
total_map_quality.txt X1341N 5512
total_map_quality.txt X1341N 40623
total_map_quality.txt X1341N 14214
total_map_quality.txt X1341N 15842
total_map_quality.txt X1341N 2983
total_map_quality.txt X1341N 41515
total_map_quality.txt X1341N 6087
total_map_quality.txt X1341N 6403
total_map_quality.txt X1341N 13091
total_map_quality.txt X1341N 20258
total_map_quality.txt X1341N 5719
total_map_quality.txt X1341N 52666
total_map_quality.txt X1341N 10736
total_map_quality.txt X1341N 843698
total_map_quality.txt X1341N 12344
total_map_quality.txt X1341N 38715
total_map_quality.txt X1341N 31126
total_map_quality.txt X1341N 27428
total_map_quality.txt X1341N 84780
total_map_quality.txt X1341N 46270
total_map_quality.txt X1341N 110291
total_map_quality.txt X1341N 148057
total_map_quality.txt X1341N 140962
total_map_quality.txt X1341N 11311
total_map_quality.txt X1341N 591354
total_map_quality.txt X1341N 39319
total_map_quality.txt X1341N 59293
total_map_quality.txt X1341N 20718
total_map_quality.txt X1341N 42405
total_map_quality.txt X1341N 76561
total_map_quality.txt X1341N 8031
total_map_quality.txt X1341N 130078
total_map_quality.txt X1341N 10283
total_map_quality.txt X1341N 17750
total_map_quality.txt X1341N 18405
total_map_quality.txt X1341N 88094950
total_map_quality.txt X1341N 25192
total_map_quality.txt X1341N 12118
total_map_quality.txt X1341N 46253
total_map_quality.txt X1341T 5214424
total_map_quality.txt X1341T 23169
total_map_quality.txt X1341T 27948
total_map_quality.txt X1341T 10529
total_map_quality.txt X1341T 19318
total_map_quality.txt X1341T 25529
total_map_quality.txt X1341T 8328
total_map_quality.txt X1341T 46062
total_map_quality.txt X1341T 16055
total_map_quality.txt X1341T 25763
total_map_quality.txt X1341T 23634
total_map_quality.txt X1341T 34651
total_map_quality.txt X1341T 6845
total_map_quality.txt X1341T 47058
total_map_quality.txt X1341T 64210
total_map_quality.txt X1341T 85575
total_map_quality.txt X1341T 80131
total_map_quality.txt X1341T 144565
total_map_quality.txt X1341T 269841
total_map_quality.txt X1341T 9384
total_map_quality.txt X1341T 824552
total_map_quality.txt X1341T 6861
total_map_quality.txt X1341T 6148
total_map_quality.txt X1341T 47930
total_map_quality.txt X1341T 16337
total_map_quality.txt X1341T 18264
total_map_quality.txt X1341T 3347
total_map_quality.txt X1341T 48239
total_map_quality.txt X1341T 7102
total_map_quality.txt X1341T 7541
total_map_quality.txt X1341T 14983
total_map_quality.txt X1341T 24084
total_map_quality.txt X1341T 6553
total_map_quality.txt X1341T 61254
total_map_quality.txt X1341T 12205
total_map_quality.txt X1341T 1002434
total_map_quality.txt X1341T 14046
total_map_quality.txt X1341T 44266
total_map_quality.txt X1341T 37655
total_map_quality.txt X1341T 30244
total_map_quality.txt X1341T 108864
total_map_quality.txt X1341T 51360
total_map_quality.txt X1341T 124105
total_map_quality.txt X1341T 178154
total_map_quality.txt X1341T 157865
total_map_quality.txt X1341T 12679
total_map_quality.txt X1341T 692558
total_map_quality.txt X1341T 49971
total_map_quality.txt X1341T 69683
total_map_quality.txt X1341T 22911
total_map_quality.txt X1341T 50236
total_map_quality.txt X1341T 91326
total_map_quality.txt X1341T 9080
total_map_quality.txt X1341T 151345
total_map_quality.txt X1341T 10304
total_map_quality.txt X1341T 19946
total_map_quality.txt X1341T 20618
total_map_quality.txt X1341T 107384649
total_map_quality.txt X1341T 28078
total_map_quality.txt X1341T 12912
total_map_quality.txt X1341T 53538
total_map_quality.txt X1364N 5787386
total_map_quality.txt X1364N 21320
total_map_quality.txt X1364N 28190
total_map_quality.txt X1364N 10230
total_map_quality.txt X1364N 18490
total_map_quality.txt X1364N 24776
total_map_quality.txt X1364N 7469
total_map_quality.txt X1364N 44294
total_map_quality.txt X1364N 14206
total_map_quality.txt X1364N 26565
total_map_quality.txt X1364N 24259
total_map_quality.txt X1364N 36556
total_map_quality.txt X1364N 6450
total_map_quality.txt X1364N 47976
total_map_quality.txt X1364N 63612
total_map_quality.txt X1364N 77939
total_map_quality.txt X1364N 74784
total_map_quality.txt X1364N 131447
total_map_quality.txt X1364N 249700
total_map_quality.txt X1364N 9315
total_map_quality.txt X1364N 832167
total_map_quality.txt X1364N 6244
total_map_quality.txt X1364N 6110
total_map_quality.txt X1364N 44519
total_map_quality.txt X1364N 14576
total_map_quality.txt X1364N 17852
total_map_quality.txt X1364N 3260
total_map_quality.txt X1364N 48530
total_map_quality.txt X1364N 6635
total_map_quality.txt X1364N 6967
total_map_quality.txt X1364N 13630
total_map_quality.txt X1364N 23522
total_map_quality.txt X1364N 6163
total_map_quality.txt X1364N 60928
total_map_quality.txt X1364N 10932
total_map_quality.txt X1364N 913236
total_map_quality.txt X1364N 13422
total_map_quality.txt X1364N 44119
total_map_quality.txt X1364N 34800
total_map_quality.txt X1364N 30724
total_map_quality.txt X1364N 95552
total_map_quality.txt X1364N 50200
total_map_quality.txt X1364N 125325
total_map_quality.txt X1364N 164702
total_map_quality.txt X1364N 169084
total_map_quality.txt X1364N 11963
total_map_quality.txt X1364N 705970
total_map_quality.txt X1364N 37577
total_map_quality.txt X1364N 69441
total_map_quality.txt X1364N 22971
total_map_quality.txt X1364N 36837
total_map_quality.txt X1364N 87671
total_map_quality.txt X1364N 7244
total_map_quality.txt X1364N 140052
total_map_quality.txt X1364N 9998
total_map_quality.txt X1364N 17076
total_map_quality.txt X1364N 18150
total_map_quality.txt X1364N 107358373
total_map_quality.txt X1364N 27342
total_map_quality.txt X1364N 11943
total_map_quality.txt X1364N 52130
total_map_quality.txt X1364T 5373275
total_map_quality.txt X1364T 23080
total_map_quality.txt X1364T 27361
total_map_quality.txt X1364T 10664
total_map_quality.txt X1364T 19440
total_map_quality.txt X1364T 26759
total_map_quality.txt X1364T 8446
total_map_quality.txt X1364T 46506
total_map_quality.txt X1364T 16070
total_map_quality.txt X1364T 29574
total_map_quality.txt X1364T 25204
total_map_quality.txt X1364T 38039
total_map_quality.txt X1364T 7046
total_map_quality.txt X1364T 50666
total_map_quality.txt X1364T 65308
total_map_quality.txt X1364T 83937
total_map_quality.txt X1364T 78530
total_map_quality.txt X1364T 136783
total_map_quality.txt X1364T 260933
total_map_quality.txt X1364T 9712
total_map_quality.txt X1364T 836995
total_map_quality.txt X1364T 6394
total_map_quality.txt X1364T 5998
total_map_quality.txt X1364T 47645
total_map_quality.txt X1364T 15989
total_map_quality.txt X1364T 18312
total_map_quality.txt X1364T 3430
total_map_quality.txt X1364T 49341
total_map_quality.txt X1364T 6754
total_map_quality.txt X1364T 7134
total_map_quality.txt X1364T 14235
total_map_quality.txt X1364T 23768
total_map_quality.txt X1364T 6631
total_map_quality.txt X1364T 62199
total_map_quality.txt X1364T 11438
total_map_quality.txt X1364T 1000635
total_map_quality.txt X1364T 13675
total_map_quality.txt X1364T 44178
total_map_quality.txt X1364T 36859
total_map_quality.txt X1364T 29934
total_map_quality.txt X1364T 105406
total_map_quality.txt X1364T 50904
total_map_quality.txt X1364T 123050
total_map_quality.txt X1364T 173774
total_map_quality.txt X1364T 158043
total_map_quality.txt X1364T 12821
total_map_quality.txt X1364T 692466
total_map_quality.txt X1364T 47260
total_map_quality.txt X1364T 69097
total_map_quality.txt X1364T 22896
total_map_quality.txt X1364T 47052
total_map_quality.txt X1364T 90693
total_map_quality.txt X1364T 8564
total_map_quality.txt X1364T 150904
total_map_quality.txt X1364T 9903
total_map_quality.txt X1364T 18826
total_map_quality.txt X1364T 19739
total_map_quality.txt X1364T 106593827
total_map_quality.txt X1364T 27719
total_map_quality.txt X1364T 12498
total_map_quality.txt X1364T 53273
total_map_quality.txt X137N 5658026
total_map_quality.txt X137N 22371
total_map_quality.txt X137N 29294
total_map_quality.txt X137N 10537
total_map_quality.txt X137N 20656
total_map_quality.txt X137N 26918
total_map_quality.txt X137N 9310
total_map_quality.txt X137N 46602
total_map_quality.txt X137N 16566
total_map_quality.txt X137N 25950
total_map_quality.txt X137N 23687
total_map_quality.txt X137N 36696
total_map_quality.txt X137N 6551
total_map_quality.txt X137N 50050
total_map_quality.txt X137N 67544
total_map_quality.txt X137N 88131
total_map_quality.txt X137N 83998
total_map_quality.txt X137N 146308
total_map_quality.txt X137N 270473
total_map_quality.txt X137N 8640
total_map_quality.txt X137N 847522
total_map_quality.txt X137N 6416
total_map_quality.txt X137N 6066
total_map_quality.txt X137N 47410
total_map_quality.txt X137N 16693
total_map_quality.txt X137N 18436
total_map_quality.txt X137N 3646
total_map_quality.txt X137N 48778
total_map_quality.txt X137N 7076
total_map_quality.txt X137N 7524
total_map_quality.txt X137N 14857
total_map_quality.txt X137N 23261
total_map_quality.txt X137N 6036
total_map_quality.txt X137N 61417
total_map_quality.txt X137N 12331
total_map_quality.txt X137N 1015985
total_map_quality.txt X137N 14200
total_map_quality.txt X137N 44917
total_map_quality.txt X137N 35482
total_map_quality.txt X137N 32125
total_map_quality.txt X137N 97725
total_map_quality.txt X137N 55663
total_map_quality.txt X137N 128282
total_map_quality.txt X137N 168698
total_map_quality.txt X137N 166792
total_map_quality.txt X137N 12785
total_map_quality.txt X137N 706270
total_map_quality.txt X137N 36309
total_map_quality.txt X137N 70847
total_map_quality.txt X137N 24181
total_map_quality.txt X137N 36821
total_map_quality.txt X137N 90292
total_map_quality.txt X137N 8004
total_map_quality.txt X137N 146828
total_map_quality.txt X137N 11853
total_map_quality.txt X137N 18441
total_map_quality.txt X137N 19972
total_map_quality.txt X137N 107073168
total_map_quality.txt X137N 28064
total_map_quality.txt X137N 13632
total_map_quality.txt X137N 54104
total_map_quality.txt X137T 5258830
total_map_quality.txt X137T 22289
total_map_quality.txt X137T 28771
total_map_quality.txt X137T 10218
total_map_quality.txt X137T 20790
total_map_quality.txt X137T 26116
total_map_quality.txt X137T 8767
total_map_quality.txt X137T 46896
total_map_quality.txt X137T 14881
total_map_quality.txt X137T 23125
total_map_quality.txt X137T 22791
total_map_quality.txt X137T 34954
total_map_quality.txt X137T 6553
total_map_quality.txt X137T 47028
total_map_quality.txt X137T 66845
total_map_quality.txt X137T 85025
total_map_quality.txt X137T 81540
total_map_quality.txt X137T 146179
total_map_quality.txt X137T 272112
total_map_quality.txt X137T 8950
total_map_quality.txt X137T 834218
total_map_quality.txt X137T 6627
total_map_quality.txt X137T 6088
total_map_quality.txt X137T 47767
total_map_quality.txt X137T 16072
total_map_quality.txt X137T 18885
total_map_quality.txt X137T 3590
total_map_quality.txt X137T 49117
total_map_quality.txt X137T 7018
total_map_quality.txt X137T 7283
total_map_quality.txt X137T 15115
total_map_quality.txt X137T 23998
total_map_quality.txt X137T 6403
total_map_quality.txt X137T 61404
total_map_quality.txt X137T 11466
total_map_quality.txt X137T 1002907
total_map_quality.txt X137T 13216
total_map_quality.txt X137T 44500
total_map_quality.txt X137T 35989
total_map_quality.txt X137T 30129
total_map_quality.txt X137T 102711
total_map_quality.txt X137T 51373
total_map_quality.txt X137T 125521
total_map_quality.txt X137T 173967
total_map_quality.txt X137T 164627
total_map_quality.txt X137T 11914
total_map_quality.txt X137T 716926
total_map_quality.txt X137T 47661
total_map_quality.txt X137T 70990
total_map_quality.txt X137T 23597
total_map_quality.txt X137T 48769
total_map_quality.txt X137T 92645
total_map_quality.txt X137T 8687
total_map_quality.txt X137T 157141
total_map_quality.txt X137T 10528
total_map_quality.txt X137T 19178
total_map_quality.txt X137T 19353
total_map_quality.txt X137T 105889000
total_map_quality.txt X137T 27698
total_map_quality.txt X137T 12876
total_map_quality.txt X137T 54096
total_map_quality.txt X1410N 5764133
