sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1097	2p	1	0	36027500	44462551	0.81	HETLOSS
X1097	5p	1	0	17777753.5	17777753.5	1	HETLOSS
X1097	7p	1	0	49773500	49773500	1	HETLOSS
X1097	9p	1	0	16250996.5	16520296.5	0.98	HETLOSS
X1097	11p	1	0	5586700	5586700	1	HETLOSS
X1097	14q	3	1	28800453	34135244	0.84	GAIN
X1097	17p	2	0	16746072.5	16746072.5	1	CNLOH
X1097	18p	3	1	6541530.5	6541530.5	1	GAIN
X1097	20p	1	0	19355490	19355490	1	HETLOSS
X1097	21q	1	0	31611987	34521851	0.92	HETLOSS
X1097	23p	1	0	59352560.5	59352560.5	1	HETLOSS
X1097	23q	1	0	76206885.5	88400104.5	0.86	HETLOSS
