# Using amp_thresh=0.25, del_thresh=0.25
Sample	Low	High
TCGA-04-1648-01	-1.543000	1.278000
TCGA-04-1649-01	-1.543000	1.075000
TCGA-04-1651-01	-1.213000	1.531000
TCGA-04-1652-01	-1.522000	1.143000
TCGA-04-1654-01	-1.229000	2.023000
TCGA-04-1655-01	-1.324000	1.511000
TCGA-09-0364-01	-0.861000	1.321000
TCGA-09-0365-01	-1.242000	1.460000
TCGA-09-0366-01	-1.530000	0.885000
TCGA-09-0367-01	-1.182000	2.319000
TCGA-09-0369-01	-0.675000	2.143000
TCGA-09-1659-01	-1.222000	1.132000
TCGA-09-1661-01	-1.543000	2.798000
TCGA-09-1662-01	-1.241000	1.141000
TCGA-09-1664-01	-1.251000	0.250000
TCGA-09-1665-01	-1.257000	1.091000
TCGA-09-1666-01	-1.246000	0.250000
TCGA-09-1667-01	-1.131000	1.485000
TCGA-09-1668-01	-1.030000	1.881000
TCGA-09-1669-01	-1.269000	1.139000
TCGA-09-1670-01	-1.044000	1.147000
TCGA-09-1672-01	-0.994000	1.505000
TCGA-09-1673-01	-1.237000	0.996000
TCGA-09-1674-01	-0.980000	2.218000
TCGA-09-1675-01	-1.276000	1.188000
TCGA-09-2043-01	-1.236000	1.893000
TCGA-09-2044-01	-1.195000	1.298000
TCGA-09-2049-01	-1.543000	1.719000
TCGA-09-2050-01	-1.182000	1.109000
TCGA-09-2051-01	-0.888000	1.941000
TCGA-09-2053-01	-1.201000	1.479000
TCGA-09-2054-01	-1.543000	2.799000
TCGA-09-2055-01	-1.205000	1.726000
TCGA-10-0925-01	-1.328000	1.292000
TCGA-10-0926-01	-1.543000	3.907000
TCGA-10-0927-01	-1.543000	2.038000
TCGA-10-0928-01	-1.237000	1.134000
TCGA-10-0930-01	-1.543000	1.308000
TCGA-10-0931-01	-1.291000	2.348000
TCGA-10-0933-01	-1.320000	3.907000
TCGA-10-0934-01	-1.335000	0.250000
TCGA-10-0935-01	-0.905000	2.480000
TCGA-10-0936-01	-0.967000	2.546000
TCGA-10-0937-01	-1.257000	2.055000
TCGA-10-0938-01	-1.251000	2.349000
TCGA-13-0714-01	-1.235000	1.203000
TCGA-13-0717-01	-1.152000	1.035000
TCGA-13-0720-01	-1.186000	0.962000
TCGA-13-0723-01	-1.543000	1.511000
TCGA-13-0724-01	-1.189000	1.405000
TCGA-13-0725-01	-1.206000	1.157000
TCGA-13-0726-01	-1.214000	2.068000
TCGA-13-0727-01	-1.009000	3.798000
TCGA-13-0730-01	-1.251000	3.907000
TCGA-13-0751-01	-0.682000	2.302000
TCGA-13-0755-01	-1.243000	1.019000
TCGA-13-0757-01	-1.176000	1.639000
TCGA-13-0758-01	-1.231000	0.250000
TCGA-13-0760-01	-1.398000	1.708000
TCGA-13-0761-01	-1.163000	1.978000
TCGA-13-0762-01	-1.319000	1.633000
TCGA-13-0764-01	-1.167000	1.812000
TCGA-13-0766-01	-1.140000	1.550000
TCGA-13-0768-01	-1.314000	2.213000
TCGA-13-0792-01	-1.474000	2.020000
TCGA-13-0793-01	-1.226000	1.028000
TCGA-13-0794-01	-1.163000	1.166000
TCGA-13-0795-01	-1.095000	1.731000
TCGA-13-0797-01	-1.198000	1.135000
TCGA-13-0799-01	-1.174000	2.493000
TCGA-13-0800-01	-0.990000	1.973000
TCGA-13-0801-01	-1.238000	1.187000
TCGA-13-0802-01	-1.543000	1.211000
TCGA-13-0803-01	-1.543000	0.848000
TCGA-13-0804-01	-1.173000	2.111000
TCGA-13-0805-01	-1.160000	1.130000
TCGA-13-0807-01	-1.543000	2.361000
TCGA-13-0883-01	-1.372000	2.858000
TCGA-13-0884-01	-1.243000	2.178000
TCGA-13-0885-01	-1.367000	2.202000
TCGA-13-0886-01	-1.277000	1.265000
TCGA-13-0887-01	-1.543000	1.205000
TCGA-13-0888-01	-1.543000	1.833000
TCGA-13-0889-01	-1.334000	1.114000
TCGA-13-0890-01	-1.182000	2.866000
TCGA-13-0891-01	-1.258000	0.307000
TCGA-13-0893-01	-1.092000	3.907000
TCGA-13-0897-01	-1.278000	3.086000
TCGA-13-0899-01	-1.248000	3.133000
TCGA-13-0900-01	-1.438000	1.398000
TCGA-13-0901-01	-1.543000	3.224000
TCGA-13-0903-01	-1.269000	1.280000
TCGA-13-0904-01	-1.543000	1.342000
TCGA-13-0905-01	-1.295000	2.636000
TCGA-13-0906-01	-1.252000	1.261000
TCGA-13-0908-01	-1.376000	3.907000
TCGA-13-0910-01	-1.300000	1.223000
TCGA-13-0911-01	-0.904000	3.907000
TCGA-13-0912-01	-1.305000	3.907000
TCGA-13-0913-02	-1.543000	1.231000
TCGA-13-0916-01	-1.144000	0.250000
TCGA-13-0919-01	-1.174000	3.907000
TCGA-13-0920-01	-1.543000	1.709000
TCGA-13-0921-01	-1.543000	1.516000
TCGA-13-0923-01	-1.013000	2.311000
TCGA-13-0924-01	-1.264000	1.500000
TCGA-13-1403-01	-1.330000	1.501000
TCGA-13-1404-01	-1.543000	1.469000
TCGA-13-1405-01	-1.338000	1.497000
TCGA-13-1407-01	-1.163000	1.745000
TCGA-13-1408-01	-1.543000	1.883000
TCGA-13-1409-01	-1.372000	1.054000
TCGA-13-1410-01	-1.543000	3.726000
TCGA-13-1411-01	-1.543000	2.116000
TCGA-13-1412-01	-1.386000	1.688000
TCGA-13-1477-01	-1.207000	1.106000
TCGA-13-1481-01	-1.543000	1.409000
TCGA-13-1482-01	-1.196000	1.232000
TCGA-13-1483-01	-1.216000	0.914000
TCGA-13-1484-01	-1.484000	1.701000
TCGA-13-1485-01	-1.300000	2.135000
TCGA-13-1487-01	-1.541000	0.938000
TCGA-13-1488-01	-1.438000	1.023000
TCGA-13-1489-01	-1.543000	1.194000
TCGA-13-1491-01	-1.154000	1.113000
TCGA-13-1492-01	-1.229000	2.220000
TCGA-13-1494-01	-1.175000	1.125000
TCGA-13-1495-01	-1.175000	1.269000
TCGA-13-1496-01	-0.893000	1.665000
TCGA-13-1497-01	-1.543000	1.171000
TCGA-13-1498-01	-1.216000	1.106000
TCGA-13-1499-01	-1.471000	1.563000
TCGA-13-1500-01	-1.254000	1.929000
TCGA-13-1501-01	-1.202000	3.907000
TCGA-13-1504-01	-1.243000	2.883000
TCGA-13-1505-01	-1.543000	1.112000
TCGA-13-1506-01	-1.543000	2.466000
TCGA-13-1507-01	-0.874000	1.322000
TCGA-13-1509-01	-1.177000	1.028000
TCGA-13-1510-01	-1.176000	1.085000
TCGA-13-1511-01	-1.232000	1.082000
TCGA-13-1512-01	-1.122000	1.712000
TCGA-13-1817-01	-0.950000	2.786000
TCGA-13-1819-01	-1.162000	1.165000
TCGA-13-2057-01	-0.868000	3.907000
TCGA-13-2059-01	-1.543000	1.869000
TCGA-13-2060-01	-0.975000	2.623000
TCGA-13-2065-01	-1.543000	1.183000
TCGA-13-2071-01	-1.202000	1.696000
TCGA-20-0987-01	-1.449000	1.317000
TCGA-20-0990-01	-1.543000	2.973000
TCGA-20-0991-01	-1.395000	3.907000
TCGA-20-0996-01	-0.250000	0.250000
TCGA-20-1682-01	-1.176000	2.076000
TCGA-20-1683-01	-1.543000	1.640000
TCGA-20-1684-01	-0.876000	0.746000
TCGA-20-1685-01	-1.485000	1.228000
TCGA-20-1686-01	-1.543000	2.545000
TCGA-20-1687-01	-1.543000	1.355000
TCGA-23-1021-01	-0.921000	1.905000
TCGA-23-1022-01	-1.487000	1.477000
TCGA-23-1023-01	-1.260000	2.981000
TCGA-23-1024-01	-1.543000	3.668000
TCGA-23-1026-01	-1.146000	2.001000
TCGA-23-1027-01	-1.285000	2.024000
TCGA-23-1028-01	-1.391000	1.106000
TCGA-23-1029-01	-1.248000	1.655000
TCGA-23-1030-01	-0.890000	1.697000
TCGA-23-1031-01	-1.543000	1.946000
TCGA-23-1032-01	-1.543000	0.935000
TCGA-23-1109-01	-1.543000	1.950000
TCGA-23-1110-01	-0.964000	2.549000
TCGA-23-1111-01	-1.125000	1.314000
TCGA-23-1113-01	-1.239000	0.250000
TCGA-23-1114-01	-1.543000	2.200000
TCGA-23-1116-01	-1.543000	3.907000
TCGA-23-1117-01	-0.952000	1.364000
TCGA-23-1118-01	-1.134000	1.094000
TCGA-23-1119-01	-1.215000	1.983000
TCGA-23-1120-01	-1.543000	0.250000
TCGA-23-1121-01	-1.543000	2.670000
TCGA-23-1122-01	-1.095000	1.100000
TCGA-23-1123-01	-1.543000	3.907000
TCGA-23-1124-01	-1.543000	1.512000
TCGA-23-1809-01	-1.543000	3.907000
TCGA-23-2072-01	-1.543000	1.273000
TCGA-23-2077-01	-1.543000	1.317000
TCGA-23-2078-01	-1.243000	1.239000
TCGA-23-2079-01	-1.212000	3.907000
TCGA-23-2081-01	-1.230000	1.139000
TCGA-23-2084-01	-1.013000	2.225000
TCGA-23-2641-01	-1.187000	1.059000
TCGA-23-2643-01	-1.543000	2.051000
TCGA-23-2645-01	-1.543000	2.106000
TCGA-24-0966-01	-1.329000	1.294000
TCGA-24-0968-01	-1.207000	1.673000
TCGA-24-0970-01	-1.543000	1.240000
TCGA-24-0975-01	-1.228000	1.363000
TCGA-24-0979-01	-1.543000	2.568000
TCGA-24-0980-01	-1.543000	1.200000
TCGA-24-0982-01	-1.543000	3.907000
TCGA-24-1103-01	-1.217000	1.150000
TCGA-24-1104-01	-1.201000	2.234000
TCGA-24-1105-01	-1.543000	3.907000
TCGA-24-1413-01	-1.359000	1.510000
TCGA-24-1416-01	-1.237000	2.060000
TCGA-24-1417-01	-0.933000	2.262000
TCGA-24-1418-01	-1.540000	1.551000
TCGA-24-1419-01	-1.203000	1.068000
TCGA-24-1422-01	-1.543000	1.268000
TCGA-24-1423-01	-1.179000	1.073000
TCGA-24-1424-01	-1.204000	1.176000
TCGA-24-1425-01	-1.201000	1.133000
TCGA-24-1426-01	-1.543000	1.028000
TCGA-24-1427-01	-1.543000	1.551000
TCGA-24-1428-01	-0.953000	1.535000
TCGA-24-1430-01	-1.169000	1.490000
TCGA-24-1431-01	-1.543000	0.855000
TCGA-24-1434-01	-1.461000	1.929000
TCGA-24-1435-01	-1.213000	0.712000
TCGA-24-1436-01	-1.097000	2.495000
TCGA-24-1463-01	-1.168000	0.985000
TCGA-24-1464-01	-1.151000	0.969000
TCGA-24-1466-01	-1.543000	0.886000
TCGA-24-1467-01	-1.218000	1.122000
TCGA-24-1469-01	-0.927000	1.544000
TCGA-24-1470-01	-1.162000	0.999000
TCGA-24-1471-01	-1.348000	1.153000
TCGA-24-1474-01	-1.543000	1.648000
TCGA-24-1544-01	-1.543000	1.444000
TCGA-24-1545-01	-1.543000	1.921000
TCGA-24-1546-01	-1.218000	1.171000
TCGA-24-1548-01	-1.543000	2.040000
TCGA-24-1549-01	-1.146000	0.428000
TCGA-24-1550-01	-1.146000	1.721000
TCGA-24-1552-01	-1.543000	2.645000
TCGA-24-1553-01	-1.186000	1.139000
TCGA-24-1555-01	-1.187000	1.813000
TCGA-24-1556-01	-1.032000	1.578000
TCGA-24-1557-01	-1.345000	0.849000
TCGA-24-1558-01	-1.543000	1.380000
TCGA-24-1562-01	-1.179000	0.779000
TCGA-24-1563-01	-1.224000	1.301000
TCGA-24-1564-01	-1.347000	2.414000
TCGA-24-1565-01	-1.219000	1.190000
TCGA-24-1567-01	-1.209000	1.062000
TCGA-24-1603-01	-1.157000	1.059000
TCGA-24-1604-01	-1.259000	2.008000
TCGA-24-1614-01	-0.903000	2.042000
TCGA-24-1616-01	-0.891000	2.657000
TCGA-24-1842-01	-1.543000	1.190000
TCGA-24-1843-01	-1.543000	1.699000
TCGA-24-1844-01	-1.438000	1.317000
TCGA-24-1845-01	-0.894000	1.433000
TCGA-24-1846-01	-1.457000	1.055000
TCGA-24-1847-01	-1.543000	2.602000
TCGA-24-1849-01	-1.269000	1.480000
TCGA-24-1850-01	-1.403000	2.689000
TCGA-24-1852-02	-1.543000	3.907000
TCGA-24-1923-01	-1.160000	0.618000
TCGA-24-1927-01	-1.543000	1.258000
TCGA-24-1928-01	-1.543000	3.907000
TCGA-24-1930-01	-1.543000	1.615000
TCGA-24-2019-01	-1.543000	3.907000
TCGA-24-2020-01	-1.543000	2.735000
TCGA-24-2023-01	-1.321000	0.250000
TCGA-24-2024-01	-1.293000	1.248000
TCGA-24-2026-01	-1.086000	1.308000
TCGA-24-2027-01	-1.277000	1.935000
TCGA-24-2029-01	-1.297000	1.355000
TCGA-24-2030-01	-1.543000	1.807000
TCGA-24-2033-01	-1.085000	2.667000
TCGA-24-2035-01	-1.215000	2.165000
TCGA-24-2038-01	-0.250000	1.240000
TCGA-24-2254-01	-1.241000	1.147000
TCGA-24-2260-01	-1.543000	3.907000
TCGA-24-2261-01	-1.543000	2.101000
TCGA-24-2262-01	-1.279000	1.142000
TCGA-24-2267-01	-1.352000	1.199000
TCGA-24-2271-01	-1.239000	1.930000
TCGA-24-2280-01	-1.543000	1.048000
TCGA-24-2281-01	-1.543000	1.863000
TCGA-24-2288-01	-1.079000	1.901000
TCGA-24-2289-01	-1.217000	2.055000
TCGA-24-2290-01	-1.277000	1.290000
TCGA-24-2293-01	-1.543000	2.270000
TCGA-24-2295-01	-1.247000	3.907000
TCGA-24-2297-01	-1.191000	1.070000
TCGA-24-2298-01	-1.543000	1.876000
TCGA-25-1312-01	-1.078000	3.907000
TCGA-25-1313-01	-1.543000	1.627000
TCGA-25-1314-01	-1.543000	1.295000
TCGA-25-1315-01	-1.543000	1.350000
TCGA-25-1316-01	-0.993000	2.269000
TCGA-25-1317-01	-1.543000	2.353000
TCGA-25-1318-01	-1.543000	1.301000
TCGA-25-1319-01	-1.543000	3.907000
TCGA-25-1320-01	-1.543000	1.689000
TCGA-25-1321-01	-1.543000	3.907000
TCGA-25-1322-01	-1.398000	1.421000
TCGA-25-1323-01	-1.403000	3.907000
TCGA-25-1329-01	-1.477000	3.141000
TCGA-25-1623-01	-1.198000	3.907000
TCGA-25-1625-01	-1.245000	1.282000
TCGA-25-1626-01	-1.397000	1.598000
TCGA-25-1627-01	-1.230000	3.907000
TCGA-25-1628-01	-1.483000	1.588000
TCGA-25-1630-01	-1.255000	2.026000
TCGA-25-1631-01	-1.267000	1.381000
TCGA-25-1632-01	-1.543000	0.709000
TCGA-25-1633-01	-1.543000	0.885000
TCGA-25-1634-01	-1.220000	1.251000
TCGA-25-1635-01	-1.543000	1.057000
TCGA-25-1870-01	-1.543000	1.133000
TCGA-25-1871-01	-1.543000	1.432000
TCGA-25-1877-01	-1.468000	3.631000
TCGA-25-1878-01	-1.265000	3.907000
TCGA-25-2042-01	-1.243000	1.976000
TCGA-25-2391-01	-1.245000	1.038000
TCGA-25-2392-01	-1.543000	2.802000
TCGA-25-2393-01	-1.543000	1.327000
TCGA-25-2396-01	-1.543000	3.907000
TCGA-25-2397-01	-1.207000	1.186000
TCGA-25-2398-01	-1.249000	2.166000
TCGA-25-2399-01	-1.214000	1.305000
TCGA-25-2400-01	-1.158000	3.907000
TCGA-25-2401-01	-1.121000	1.101000
TCGA-25-2404-01	-1.543000	2.774000
TCGA-25-2408-01	-1.296000	1.154000
TCGA-29-1688-01	-1.284000	1.322000
TCGA-29-1690-01	-0.272000	1.211000
TCGA-29-1691-01	-0.917000	1.680000
TCGA-29-1692-01	-1.486000	1.811000
TCGA-29-1693-01	-1.225000	1.642000
TCGA-29-1694-01	-1.259000	1.711000
TCGA-29-1695-01	-1.543000	2.497000
TCGA-29-1696-01	-1.271000	2.097000
TCGA-29-1697-01	-1.243000	1.231000
TCGA-29-1698-01	-1.246000	3.907000
TCGA-29-1699-01	-1.543000	1.260000
TCGA-29-1701-01	-1.047000	2.495000
TCGA-29-1702-01	-1.543000	3.907000
TCGA-29-1703-01	-1.543000	3.907000
TCGA-29-1704-01	-1.327000	3.229000
TCGA-29-1705-01	-1.320000	1.294000
TCGA-29-1707-02	-1.543000	2.990000
TCGA-29-1710-02	-1.543000	3.907000
TCGA-29-1711-01	-1.543000	1.279000
TCGA-29-1761-01	-1.543000	2.942000
TCGA-29-1762-01	-1.220000	0.856000
TCGA-29-1763-01	-0.911000	2.020000
TCGA-29-1764-01	-1.090000	1.407000
TCGA-29-1766-01	-1.360000	2.272000
TCGA-29-1768-01	-1.332000	2.429000
TCGA-29-1769-01	-1.154000	0.970000
TCGA-29-1770-01	-1.543000	3.537000
TCGA-29-1771-01	-1.302000	0.250000
TCGA-29-1774-01	-1.543000	3.098000
TCGA-29-1775-01	-1.543000	1.271000
TCGA-29-1776-01	-1.231000	2.234000
TCGA-29-1777-01	-1.197000	1.176000
TCGA-29-1778-01	-1.543000	3.907000
TCGA-29-1781-01	-1.301000	2.090000
TCGA-29-1783-01	-1.543000	1.632000
TCGA-29-1784-01	-1.543000	2.111000
TCGA-29-1785-01	-1.543000	1.270000
TCGA-29-2425-01	-0.951000	2.266000
TCGA-29-2427-01	-1.236000	1.133000
TCGA-29-2428-01	-0.911000	1.395000
TCGA-29-2429-01	-1.156000	3.907000
TCGA-29-2431-01	-1.543000	2.267000
TCGA-29-2432-01	-0.964000	3.907000
TCGA-29-2434-01	-1.527000	1.824000
TCGA-29-2436-01	-1.225000	1.983000
TCGA-30-1714-01	-1.543000	3.076000
TCGA-30-1718-01	-1.316000	2.108000
TCGA-30-1853-01	-1.543000	1.386000
TCGA-30-1855-01	-0.846000	0.995000
TCGA-30-1857-01	-1.287000	1.497000
TCGA-30-1859-01	-1.543000	3.183000
TCGA-30-1860-01	-1.543000	0.250000
TCGA-30-1861-01	-1.543000	2.150000
TCGA-30-1862-01	-1.352000	2.312000
TCGA-30-1866-01	-1.186000	1.037000
TCGA-30-1867-01	-0.963000	1.509000
TCGA-30-1880-01	-1.357000	1.345000
TCGA-30-1887-01	-1.543000	1.616000
TCGA-30-1891-01	-1.304000	2.801000
TCGA-30-1892-01	-1.543000	3.716000
TCGA-31-1944-01	-1.310000	3.270000
TCGA-31-1946-01	-1.290000	2.240000
TCGA-31-1950-01	-1.543000	0.998000
TCGA-31-1951-01	-1.543000	2.351000
TCGA-31-1953-01	-1.281000	1.084000
TCGA-31-1955-01	-1.436000	1.878000
TCGA-31-1956-01	-1.309000	1.273000
TCGA-31-1959-01	-0.819000	2.466000
TCGA-36-1568-01	-1.226000	1.128000
TCGA-36-1569-01	-1.112000	1.408000
TCGA-36-1570-01	-1.292000	2.070000
TCGA-36-1571-01	-0.937000	3.300000
TCGA-36-1574-01	-1.274000	1.205000
TCGA-36-1575-01	-1.543000	1.636000
TCGA-36-1576-01	-1.149000	1.453000
TCGA-36-1577-01	-1.157000	1.029000
TCGA-36-1578-01	-1.327000	2.062000
TCGA-36-1580-01	-1.543000	2.240000
TCGA-36-1581-01	-0.853000	2.582000
TCGA-36-2530-01	-1.221000	1.118000
TCGA-36-2532-01	-1.145000	1.039000
TCGA-36-2533-01	-1.030000	1.584000
TCGA-36-2534-01	-1.207000	1.144000
TCGA-36-2537-01	-1.010000	0.885000
TCGA-36-2540-01	-1.264000	0.250000
TCGA-36-2542-01	-1.210000	0.847000
TCGA-36-2543-01	-1.543000	1.220000
TCGA-36-2544-01	-1.175000	1.070000
TCGA-36-2547-01	-1.543000	1.730000
TCGA-36-2548-01	-0.842000	2.173000
TCGA-36-2549-01	-1.543000	1.016000
TCGA-36-2551-01	-1.230000	1.394000
TCGA-36-2552-01	-1.155000	1.790000
TCGA-42-2582-01	-1.214000	1.600000
TCGA-42-2587-01	-0.651000	0.736000
TCGA-42-2589-01	-1.204000	1.157000
TCGA-42-2590-01	-1.215000	1.116000
TCGA-42-2593-01	-1.543000	1.516000
TCGA-57-1582-01	-1.233000	1.665000
TCGA-57-1583-01	-1.543000	0.898000
TCGA-57-1584-01	-1.201000	1.057000
TCGA-57-1585-01	-1.543000	1.536000
TCGA-57-1586-01	-0.711000	3.425000
TCGA-57-1992-01	-1.239000	1.284000
TCGA-57-1993-01	-1.543000	1.332000
TCGA-57-1994-01	-1.543000	2.925000
TCGA-59-2348-01	-1.543000	1.535000
TCGA-59-2349-01	-0.250000	1.319000
TCGA-59-2350-01	-1.229000	0.962000
TCGA-59-2351-01	-1.362000	1.042000
TCGA-59-2352-01	-1.543000	1.860000
TCGA-59-2354-01	-1.258000	2.017000
TCGA-59-2355-01	-1.081000	1.071000
TCGA-59-2363-01	-1.152000	1.117000
TCGA-59-2372-01	-0.885000	1.874000
TCGA-61-1722-01	-1.175000	2.546000
TCGA-61-1724-01	-1.296000	1.399000
TCGA-61-1725-01	-1.207000	1.152000
TCGA-61-1727-01	-1.543000	1.482000
TCGA-61-1728-01	-1.052000	3.907000
TCGA-61-1730-01	-1.040000	3.907000
TCGA-61-1733-01	-1.480000	2.576000
TCGA-61-1734-01	-1.212000	1.637000
TCGA-61-1736-01	-1.258000	1.247000
TCGA-61-1737-01	-1.223000	1.780000
TCGA-61-1738-01	-1.148000	0.250000
TCGA-61-1740-01	-1.107000	0.552000
TCGA-61-1741-01	-1.238000	2.427000
TCGA-61-1743-01	-1.196000	0.968000
TCGA-61-1895-01	-1.263000	2.190000
TCGA-61-1899-01	-1.219000	1.437000
TCGA-61-1900-01	-1.210000	1.143000
TCGA-61-1901-01	-1.167000	0.901000
TCGA-61-1903-01	-1.250000	1.273000
TCGA-61-1904-01	-1.543000	2.780000
TCGA-61-1906-01	-0.946000	1.919000
TCGA-61-1907-01	-1.543000	2.619000
TCGA-61-1910-01	-1.250000	2.047000
TCGA-61-1911-01	-1.140000	1.940000
TCGA-61-1913-01	-1.248000	1.228000
TCGA-61-1914-01	-1.223000	2.071000
TCGA-61-1915-01	-1.543000	1.521000
TCGA-61-1917-01	-1.543000	0.984000
TCGA-61-1918-01	-0.974000	1.649000
TCGA-61-1995-01	-1.201000	0.250000
TCGA-61-1998-01	-1.226000	1.634000
TCGA-61-2000-01	-1.213000	1.900000
TCGA-61-2002-01	-1.281000	1.204000
TCGA-61-2003-01	-1.107000	2.050000
TCGA-61-2008-01	-1.543000	1.504000
TCGA-61-2009-01	-0.907000	3.428000
TCGA-61-2012-01	-1.368000	3.398000
TCGA-61-2016-01	-1.212000	1.082000
TCGA-61-2017-01	-1.080000	0.250000
TCGA-61-2018-01	-1.227000	1.236000
TCGA-61-2087-01	-1.273000	1.209000
TCGA-61-2088-01	-1.543000	3.907000
TCGA-61-2092-01	-0.510000	1.150000
TCGA-61-2094-01	-1.224000	0.319000
TCGA-61-2095-01	-1.543000	0.250000
TCGA-61-2096-01	-1.201000	2.316000
TCGA-61-2097-01	-1.543000	1.465000
TCGA-61-2098-01	-0.890000	1.585000
TCGA-61-2101-01	-1.543000	1.603000
TCGA-61-2102-01	-1.431000	1.851000
TCGA-61-2104-01	-1.543000	1.557000
TCGA-61-2109-01	-1.239000	1.385000
TCGA-61-2110-01	-1.197000	2.047000
TCGA-61-2111-01	-1.060000	1.307000
TCGA-61-2113-01	-1.543000	1.017000
TCGA-61-2612-01	-1.121000	1.991000
TCGA-61-2613-01	-1.212000	1.054000
