# Using amp_thresh=0.25, del_thresh=0.25
Sample	Low	High
TCGA-13-0791-01	-1.119000	0.250000
TCGA-13-0791-02	-0.863000	0.732000
TCGA-13-0913-01	-1.543000	1.210000
TCGA-13-1489-02	-0.714000	0.986000
TCGA-13-1817-02	-0.997000	0.924000
TCGA-13-1819-02	-0.669000	0.868000
TCGA-13-2061-01	-1.543000	1.360000
TCGA-13-A5FT-01	-1.087000	0.784000
TCGA-13-A5FU-01	-1.073000	0.881000
TCGA-24-1551-01	-0.983000	0.927000
TCGA-24-1560-01	-1.317000	0.720000
TCGA-24-1852-01	-1.273000	3.907000
TCGA-24-1920-01	-1.543000	1.909000
TCGA-24-1924-01	-1.183000	1.320000
TCGA-29-1692-02	-1.181000	1.374000
TCGA-29-1704-02	-1.543000	0.964000
TCGA-29-1705-02	-0.858000	0.739000
TCGA-29-1707-01	-1.543000	2.010000
TCGA-29-1710-01	-0.673000	1.328000
TCGA-29-1770-02	-0.801000	1.236000
TCGA-29-A5NZ-01	-0.868000	1.315000
TCGA-30-1856-01	-0.669000	1.050000
TCGA-36-2529-01	-0.813000	1.031000
TCGA-36-2538-01	-0.920000	0.793000
TCGA-36-2545-01	-1.024000	1.045000
TCGA-3P-A9WA-01	-1.535000	1.070000
TCGA-42-2588-01	-0.860000	2.150000
TCGA-42-2591-01	-1.042000	0.911000
TCGA-59-A5PD-01	-1.230000	0.923000
TCGA-5X-AA5U-01	-0.895000	2.759000
TCGA-61-1721-01	-0.250000	0.250000
TCGA-61-1916-02	-1.543000	1.614000
TCGA-61-1919-01	-0.947000	1.541000
TCGA-61-2008-02	-0.773000	1.420000
TCGA-61-2095-02	-1.543000	0.702000
TCGA-61-2610-02	-1.023000	2.024000
TCGA-61-2611-02	-0.714000	0.575000
TCGA-61-2614-01	-0.784000	1.735000
TCGA-72-4231-01	-1.259000	1.283000
TCGA-72-4232-01	-1.293000	1.190000
TCGA-72-4233-01	-1.198000	1.443000
TCGA-72-4234-01	-0.925000	1.475000
TCGA-72-4235-01	-1.543000	3.907000
TCGA-72-4236-01	-1.223000	1.177000
TCGA-72-4237-01	-1.543000	0.885000
TCGA-72-4238-01	-1.075000	0.987000
TCGA-72-4240-01	-1.495000	1.455000
TCGA-72-4241-01	-1.012000	1.481000
TCGA-OY-A56P-01	-1.271000	3.907000
TCGA-OY-A56Q-01	-1.420000	1.240000
TCGA-VG-A8LO-01	-1.142000	2.016000
TCGA-WR-A838-01	-1.543000	1.210000
TCGA-04-1331-01	-1.142000	0.925000
TCGA-04-1332-01	-1.320000	1.139000
TCGA-04-1335-01	-1.278000	1.207000
TCGA-04-1336-01	-1.204000	1.084000
TCGA-04-1337-01	-0.957000	3.261000
TCGA-04-1338-01	-1.543000	2.180000
TCGA-04-1341-01	-1.445000	2.327000
TCGA-04-1342-01	-1.181000	1.391000
TCGA-04-1343-01	-1.543000	3.480000
TCGA-04-1346-01	-1.543000	1.975000
TCGA-04-1347-01	-1.210000	1.834000
TCGA-04-1348-01	-1.440000	3.907000
TCGA-04-1349-01	-1.543000	3.907000
TCGA-04-1350-01	-0.979000	1.908000
TCGA-04-1351-01	-1.169000	3.907000
TCGA-04-1353-01	-1.280000	1.248000
TCGA-04-1356-01	-1.543000	3.907000
TCGA-04-1357-01	-1.036000	1.854000
TCGA-04-1360-01	-1.543000	2.729000
TCGA-04-1361-01	-1.352000	3.907000
TCGA-04-1362-01	-1.543000	2.469000
TCGA-04-1364-01	-1.543000	3.907000
TCGA-04-1365-01	-1.543000	2.697000
TCGA-04-1367-01	-1.543000	1.707000
TCGA-04-1371-01	-1.543000	3.907000
TCGA-04-1514-01	-1.527000	1.125000
TCGA-04-1516-01	-1.235000	2.583000
TCGA-04-1517-01	-1.223000	1.618000
TCGA-04-1519-01	-1.232000	1.422000
TCGA-04-1525-01	-1.004000	1.719000
TCGA-04-1530-01	-0.822000	2.065000
TCGA-04-1536-01	-1.435000	1.969000
TCGA-04-1542-01	-0.845000	1.727000
TCGA-04-1638-01	-1.265000	0.471000
TCGA-04-1644-01	-1.234000	1.253000
TCGA-04-1646-01	-1.052000	1.818000
