sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X991	1p	2	0	64797823	64797823	1	LOSS BEFORE
X991	1q	5	2	105559257	105559257	1	GAIN
X991	2p	3	1	93125051	93125051	1	LOSS AFTER
X991	2q	3	1	148100534	148100534	1	LOSS AFTER
X991	3p	3	1	39799516	39799516	1	LOSS AFTER
X991	3q	3	1	105958656	105958656	1	LOSS AFTER
X991	4p	2	1	40650606	40650606	1	DOUBLE LOSS AFTER
X991	4q	2	1	137415713	137415713	1	DOUBLE LOSS AFTER
X991	5p	4	2	46674553.5	46674553.5	1	TETRAPLOID
X991	5q	4	2	133008629.5	133008629.5	1	TETRAPLOID
X991	6p	3	1	59085811	59085811	1	LOSS AFTER
X991	6q	3	1	111448089	111448089	1	LOSS AFTER
X991	7q	3	1	82023993	82109161	1	LOSS AFTER
X991	8p	4	2	44497204.5	44497204.5	1	TETRAPLOID
X991	8q	4	2	100098316.5	100098316.5	1	TETRAPLOID
X991	9p	3	1	44441996.5	44441996.5	1	LOSS AFTER
X991	9q	3	1	93663564.5	93663564.5	1	LOSS AFTER
X991	10q	3	1	36091762	36091762	1	LOSS AFTER
X991	11p	3	1	51651811	51651811	1	LOSS AFTER
X991	11q	3	1	82235187	82235187	1	LOSS AFTER
X991	12q	3	1	75481652	75481652	1	LOSS AFTER
X991	13q	4	2	96153000	96153000	1	TETRAPLOID
X991	14q	3	1	88175240	88175240	1	LOSS AFTER
X991	15q	4	2	38679700	38679700	1	TETRAPLOID
X991	16p	4	2	35896400	35896400	1	TETRAPLOID
X991	16q	4	2	43746800	43834800	1	TETRAPLOID
X991	17p	4	2	14397825.5	14397825.5	1	TETRAPLOID
X991	17q	4	2	49677878.5	58524047.5	0.85	TETRAPLOID
X991	18p	3	1	18113652.5	18113652.5	1	LOSS AFTER
X991	18q	3	1	62086347.5	62086347.5	1	LOSS AFTER
X991	19p	3	1	25737296	25737296	1	LOSS AFTER
X991	19q	3	1	32541253	32541253	1	LOSS AFTER
X991	20p	4	2	28149490	28149490	1	TETRAPLOID
X991	20q	4	2	36090710	36090710	1	TETRAPLOID
X991	21q	2	1	33637603	33637603	1	DOUBLE LOSS AFTER
X991	22q	3	1	36794547	36794547	1	LOSS AFTER
X991	23p	2	1	60224960.5	60224960.5	1	DOUBLE LOSS AFTER
