sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2090	1p	6	2	20601391.5	21472091.5	0.96	AMP
X2090	4p	0	0	72900	72900	1	HOMDEL
X2090	4q	4	2	109682098	109884798	1	TETRAPLOID
X2090	5p	4	2	2263953.5	2295053.5	0.99	TETRAPLOID
X2090	5q	4	2	128895395.5	131770895.5	0.98	TETRAPLOID
X2090	6p	0	0	46600	46600	1	HOMDEL
X2090	6q	6	3	106778800	106778800	1	AMP (BALANCED)
X2090	8p	1	0	405500	405500	1	LOSS BEFORE & AFTER
X2090	8q	7	1	52630831	57458786	0.92	AMP
X2090	9p	1	0	1481496.5	1481496.5	1	LOSS BEFORE & AFTER
X2090	9q	3	1	75353203	93562906.5	0.81	LOSS AFTER
X2090	10q	4	2	59111354	59111354	1	TETRAPLOID
X2090	12q	5	0	26267235	32085550	0.82	CNLOH BEFORE & GAIN
X2090	13q	4	2	96153000	96153000	1	TETRAPLOID
X2090	14q	6	3	7884743	8172943	0.96	AMP (BALANCED)
X2090	15q	4	2	30957700	31937400	0.97	TETRAPLOID
X2090	16p	5	0	28459500	30922861	0.92	CNLOH BEFORE & GAIN
X2090	16q	2	0	43744882	43832882	1	LOSS BEFORE
X2090	18p	4	2	18113652.5	18113652.5	1	TETRAPLOID
X2090	18q	4	2	62086347.5	62086347.5	1	TETRAPLOID
X2090	20q	7	1	30533824	36090121	0.85	AMP
X2090	21q	4	2	32217226	34787862	0.93	TETRAPLOID
X2090	22q	3	1	26401691	32352887	0.82	LOSS AFTER
X2090	23q	4	2	64720402	64720402	1	TETRAPLOID
