estimate	p_values	FDR
del47_xp22.33 	2740	3.07951389426639e-07	2.27884028175713e-05
amp26_xp22.2  	2831	9.63444241377804e-07	3.56474369309787e-05
amp27_xq28    	3617	0.002676950001744	0.0660314333763521
del6_3q28    	5903	0.012049604948855	0.222917691553818
amp22_19q13.43	3991	0.0357076466989853	0.444446527371328
del12_6p22.1  	5699	0.0435681455332984	0.444446527371328
del24_11p15.5 	5691	0.0456159288832969	0.444446527371328
amp6_5p15.33 	5616	0.0690654653605954	0.444446527371328
amp19_15q26.3 	4116	0.0720720011338037	0.444446527371328
del20_10q11.22	4117	0.0724523421853438	0.444446527371328
del23_10q26.3 	4128.5	0.0769745491926914	0.444446527371328
del15_8p21.3  	4140	0.0817191158700838	0.444446527371328
del5_2q37.3  	5569	0.0880707984543378	0.444446527371328
del22_10q23.31	4158	0.0896214023254652	0.444446527371328
del19_10p11.21	4159	0.0900905123049989	0.444446527371328
del44_19q12   	4178	0.0991334627970525	0.446783286669059
del21_10q11.23	4185	0.102639403694243	0.446783286669059
del17_9q21.11 	5457.5	0.151130198867741	0.621313039789602
del42_17q21.2 	5417	0.180943217544072	0.675273106131036
del2_1p21.1  	4309	0.18250624490028	0.675273106131036
del43_19p13.2 	4375	0.240486951758816	0.736056460194803
del40_17p11.2 	5348	0.241444598182484	0.736056460194803
del18_9q34.3  	5339.5	0.249788794460968	0.736056460194803
del29_12q13.13	5317.5	0.272291788896179	0.736056460194803
amp2_1p12    	5316.5	0.273334410812569	0.736056460194803
amp8_6p22.1  	5309	0.281351178788381	0.736056460194803
amp4_1q44    	4420	0.286772762684685	0.736056460194803
del45_19q13.42	4420	0.28678553758852	0.736056460194803
amp9_7p21.3  	4428	0.295595032505215	0.736056460194803
del34_15q11.2 	4430.5	0.298401267646542	0.736056460194803
del7_4q13.2  	4451	0.321925972470676	0.750013498248386
del3_1q21.3  	4453	0.324330161404707	0.750013498248386
del25_11q11   	5229.5	0.375897182646681	0.784059388802697
del10_5p15.2  	5227	0.379159255153307	0.784059388802697
amp5_3p13    	5215.5	0.394324062769336	0.784059388802697
del8_4q13.2  	4514.5	0.402436665581476	0.784059388802697
amp3_1q21.2  	4518.5	0.407912115954884	0.784059388802697
amp15_12q14.1 	5197.5	0.41893389753957	0.784059388802697
amp13_11q13.3 	5195	0.422410841642038	0.784059388802697
del26_11q12.3 	5194	0.423815885839296	0.784059388802697
del38_16q24.3 	5168	0.461074135499633	0.832182586023727
amp12_11q12.3 	5153	0.483367377095689	0.85164728345431
del37_16q12.1 	5138	0.506244813391653	0.852282416831542
del4_2p11.1  	5136	0.509158095508662	0.852282416831542
amp21_17q25.1 	5128.5	0.521015528967702	0.852282416831542
del11_5q31.3  	5116	0.540785223044896	0.852282416831542
del41_17q11.2 	5109	0.552019330670183	0.852282416831542
amp18_15q25.1 	4615.5	0.552831837944784	0.852282416831542
del39_17p12   	5082.5	0.595560057935747	0.899417230351944
amp20_16p11.2 	5075	0.608162339065934	0.900080261817582
amp11_8q24.21 	4680.5	0.662325461507445	0.948780744162749
del30_12q24.33	4683	0.666710793195445	0.948780744162749
del46_22q13.33	4711	0.716523300180931	0.987487733873499
amp16_12q15   	5003	0.734613641066816	0.987487733873499
del33_14q32.33	4996	0.74737527292956	0.987487733873499
del13_6q27    	4741.5	0.772176058358616	0.987487733873499
del35_15q14   	4751	0.789775388975417	0.987487733873499
amp25_22q13.2 	4769	0.823399968852465	0.987487733873499
del28_12p13.31	4942	0.84788969933437	0.987487733873499
del14_7q34    	4933.5	0.86398707716557	0.987487733873499
amp14_12p13.31	4932	0.866831530519146	0.987487733873499
del36_16p12.2 	4792	0.866833047294795	0.987487733873499
del16_9p21.3  	4923.5	0.882844014058565	0.987487733873499
del9_4q35.1  	4805	0.891566891418875	0.987487733873499
del1_1p36.13 	4811	0.903020147105865	0.987487733873499
amp7_5q31.3  	4907	0.914498359726317	0.987487733873499
amp10_7q34    	4817.5	0.915456665636163	0.987487733873499
amp1_1p36.22 	4904	0.920240982579088	0.987487733873499
amp17_14q11.2 	4892.5	0.942298068417003	0.987487733873499
del32_14q11.2 	4883.5	0.959590665945564	0.987487733873499
amp24_22q11.21	4847	0.972092543524622	0.987487733873499
del27_11q24.3 	4852	0.981713582413153	0.987487733873499
del31_13q34   	4852	0.981713582413153	0.987487733873499
amp23_20q13.33	4855	0.987487733873499	0.987487733873499
