estimate	p_values	FDR
Xp	3458.5	4.5258701401218e-05	0.00190086545885115
Xq	3817	0.0026245079275817	0.0551146664792158
11p	5735.5	0.00924948991396609	0.129492858795525
10p	4049	0.0339426970854517	0.291556591484473
2p	5515	0.0347091180338659	0.291556591484473
5p	5549.5	0.051783053838828	0.338196283326494
3q	5492	0.0563660472210824	0.338196283326494
1q	4204	0.0839024514858769	0.381678722644756
6p	5499.5	0.08978032691887	0.381678722644756
8p	4228	0.0933143113843135	0.381678722644756
17q	5431	0.0999634749783885	0.381678722644756
10q	4260.5	0.119957200207199	0.419850200725195
2q	5215	0.213663884771224	0.606439322722314
11q	5285.5	0.231098256761596	0.606439322722314
17p	5281	0.232148244650384	0.606439322722314
5q	5267.5	0.234473522194482	0.606439322722314
20p	5286.5	0.251860512143242	0.606439322722314
20q	5276.5	0.27277092751789	0.606439322722314
18q	4482	0.27434159837438	0.606439322722314
9q	5222.5	0.345124408682826	0.724761258233935
21p	4589.5	0.39828448259496	0.761046837470291
21q	4590	0.407784848905752	0.761046837470291
1p	4603.5	0.431494703283155	0.761046837470291
18p	5117.5	0.451840760148136	0.761046837470291
7q	4574	0.453004069922792	0.761046837470291
16q	5085	0.504811079836083	0.812952228946805
4p	5061.5	0.522612147180089	0.812952228946805
19p	4691	0.586538145622404	0.879807218433606
4q	4709	0.616256146070164	0.892508901205065
12p	4970	0.727907554893348	0.962720918479858
16p	4938.5	0.790630926387616	0.962720918479858
8q	4771	0.814870734401763	0.962720918479858
3p	4937	0.821332993895895	0.962720918479858
13q	4938.5	0.823453990678312	0.962720918479858
9p	4784	0.845636181268752	0.962720918479858
22q	4923	0.869312240772668	0.962720918479858
6q	4915.5	0.888048393099935	0.962720918479858
7p	4815.5	0.904208608986015	0.962720918479858
14q	4898	0.914304449658051	0.962720918479858
19q	4891	0.926509951848732	0.962720918479858
12q	4884.5	0.940928273883087	0.962720918479858
15q	4878.5	0.962720918479858	0.962720918479858
