sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2357	1p	3	1	99528188	101451279.5	0.98	LOSS AFTER
X2357	2q	3	1	142067800	142067800	1	LOSS AFTER
X2357	3p	3	1	6330516	6330516	1	LOSS AFTER
X2357	4q	2	0	136063300	136063300	1	LOSS BEFORE
X2357	5q	3	1	78806100	78806100	1	LOSS AFTER
X2357	6p	3	1	34473111	34473111	1	LOSS AFTER
X2357	6q	3	1	111448089	111448089	1	LOSS AFTER
X2357	7p	3	1	59829136.5	59829136.5	1	LOSS AFTER
X2357	7q	3	1	99310547.5	99310547.5	1	LOSS AFTER
X2357	8p	1	0	37274600	39309300	0.95	LOSS BEFORE & AFTER
X2357	9q	2	0	93723203.5	93723203.5	1	LOSS BEFORE
X2357	11q	4	1	32188927	33531272	0.96	CNLOH AFTER
X2357	12q	3	1	27167400	31454500	0.86	LOSS AFTER
X2357	13q	4	1	87350251	87350251	1	CNLOH AFTER
X2357	14q	3	1	88527861	88527861	1	LOSS AFTER
X2357	15q	3	1	82099300	82099300	1	LOSS AFTER
X2357	16p	3	1	34644700	34644700	1	LOSS AFTER
X2357	16q	4	1	40840532	40840532	1	CNLOH AFTER
X2357	17p	2	0	22976166.5	22976166.5	1	LOSS BEFORE
X2357	17q	2	0	56247403.5	57733241.5	0.97	LOSS BEFORE
X2357	18p	4	2	9873408	9873408	1	TETRAPLOID
X2357	20p	3	1	28149490	28149490	1	LOSS AFTER
X2357	21q	4	2	33296395	33296395	1	TETRAPLOID
X2357	23p	1	0	57702000	57702000	1	LOSS BEFORE & AFTER
X2357	23q	2	1	90808200	93247700	0.97	DOUBLE LOSS AFTER
