sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X3059	1p	3	1	88472591.5	88472591.5	1	LOSS AFTER
X3059	1q	3	1	118310726.5	124874079.5	0.95	LOSS AFTER
X3059	2p	3	1	93125151	93125151	1	LOSS AFTER
X3059	2q	3	1	143613615	148107515	0.97	LOSS AFTER
X3059	3p	5	2	5162916	5162916	1	GAIN
X3059	3q	5	2	103770102	105963002	0.98	GAIN
X3059	4q	2	0	87035815	87035815	1	LOSS BEFORE
X3059	5q	2	0	130180512	130881493	0.99	LOSS BEFORE
X3059	6p	4	2	13863611	13863611	1	TETRAPLOID
X3059	6q	4	2	109256762	109256762	1	TETRAPLOID
X3059	7p	1	0	4191936.5	4191936.5	1	LOSS BEFORE & AFTER
X3059	8p	4	2	44742104.5	44742104.5	1	TETRAPLOID
X3059	8q	4	2	100097907.5	100097907.5	1	TETRAPLOID
X3059	9p	4	2	44441996.5	44441996.5	1	TETRAPLOID
X3059	9q	4	2	91925542.5	93777442.5	0.98	TETRAPLOID
X3059	10p	2	1	40592801.5	40592801.5	1	DOUBLE LOSS AFTER
X3059	10q	2	1	93019560.5	93019560.5	1	DOUBLE LOSS AFTER
X3059	11q	3	1	61935100	66006591	0.94	LOSS AFTER
X3059	12q	2	0	57921600	57921600	1	LOSS BEFORE
X3059	13q	2	0	96152951	96152951	1	LOSS BEFORE
X3059	14q	3	1	88527957	88527957	1	LOSS AFTER
X3059	15q	2	1	61178214	61178214	1	DOUBLE LOSS AFTER
X3059	16p	2	1	35896600	37083813.5	0.97	DOUBLE LOSS AFTER
X3059	16q	2	1	43696998	52807484.5	0.83	DOUBLE LOSS AFTER
X3059	17p	2	0	23720312.5	23720312.5	1	LOSS BEFORE
X3059	17q	2	0	58525478.5	58525478.5	1	LOSS BEFORE
X3059	18p	3	1	18113552.5	18113552.5	1	LOSS AFTER
X3059	18q	3	1	62086347.5	62086347.5	1	LOSS AFTER
X3059	20p	6	2	28149690	28149690	1	AMP
X3059	20q	6	2	36090710	36090710	1	AMP
X3059	21q	3	1	34790716	34790716	1	LOSS AFTER
X3059	22q	2	0	36698947	36698947	1	LOSS BEFORE
X3059	23p	6	2	60224960.5	60224960.5	1	AMP
X3059	23q	6	2	95519039.5	95519039.5	1	AMP
