sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2429	1p	3	1	44341382	51154673.5	0.87	GAIN
X2429	3p	3	1	5267016	5662016	0.93	GAIN
X2429	3q	3	1	105955984	105955984	1	GAIN
X2429	4p	2	1	47605106	47605106	1	DIPLOID
X2429	4q	2	1	133904436	139329272	0.96	DIPLOID
X2429	5p	1	0	20710000	20710000	1	HETLOSS
X2429	5q	2	1	130432489	130434956	1	DIPLOID
X2429	6q	3	0	84141200	84141200	1	CNLOH & GAIN
X2429	7q	3	1	52126408	60410186	0.86	GAIN
X2429	9q	2	0	70529373	70530855	1	CNLOH
X2429	11p	1	0	738000	738000	1	HETLOSS
X2429	11q	2	1	61537085	63006321	0.98	DIPLOID
X2429	12q	3	1	64696546	64696546	1	GAIN
X2429	14q	2	0	55813388	55813388	1	CNLOH
X2429	16q	2	1	51334886.5	52882891.5	0.97	DIPLOID
X2429	18q	3	1	57663737.5	61866979.5	0.93	GAIN
X2429	19q	1	0	29136544	32476937	0.9	HETLOSS
X2429	20p	3	1	19110101	19110101	1	GAIN
X2429	20q	3	1	31960207	33762865	0.95	GAIN
X2429	22q	2	0	34627793	34627793	1	CNLOH
X2429	23q	1	0	70252733	70396833	1	HETLOSS
