sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X860	1p	2	1	120919691.5	120919691.5	1	DIPLOID
X860	1q	2	1	105940608.5	123444208.5	0.86	DIPLOID
X860	2p	2	1	93125051	93125051	1	DIPLOID
X860	2q	2	1	147138370	147138370	1	DIPLOID
X860	4p	1	0	18624400	18624400	1	HETLOSS
X860	7p	1	0	41670500	41670500	1	HETLOSS
X860	8p	1	0	44789404.5	44789404.5	1	HETLOSS
X860	8q	2	1	62748700	63836195.5	0.98	DIPLOID
X860	9p	1	0	44441096.5	44441096.5	1	HETLOSS
X860	9q	1	0	93779357.5	93779357.5	1	HETLOSS
X860	10q	2	1	59588900	59588900	1	DIPLOID
X860	11p	1	0	38515700	38515700	1	HETLOSS
X860	11q	3	1	64650752	67793352	0.95	GAIN
X860	12p	2	1	8842329.5	8842329.5	1	DIPLOID
X860	12q	2	1	97143370.5	97143370.5	1	DIPLOID
X860	13q	1	0	95309551	95309551	1	HETLOSS
X860	17p	1	0	24639913.5	24639913.5	1	HETLOSS
X860	18p	2	1	18113652.5	18113652.5	1	DIPLOID
X860	19q	2	1	31115012	32655312	0.95	DIPLOID
X860	20q	2	1	36090488	36090488	1	DIPLOID
X860	21q	2	1	34790716	34790716	1	DIPLOID
X860	23p	1	0	60224860.5	60224860.5	1	HETLOSS
X860	23q	1	0	95518239.5	95518239.5	1	HETLOSS
