sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1419	1q	3	1	101800418	101800418	1	GAIN
X1419	2p	1	0	16776200	18303151	0.92	HETLOSS
X1419	2q	2	1	143222777	146885512	0.98	DIPLOID
X1419	3p	1	0	700316	700316	1	HETLOSS
X1419	3q	2	1	92908356	103993508	0.89	DIPLOID
X1419	4p	1	0	50674806	50674806	1	HETLOSS
X1419	4q	1	0	138909900	139054654	1	HETLOSS
X1419	6p	1	0	11958711	11958711	1	HETLOSS
X1419	6q	1	0	110740850	110755744	1	HETLOSS
X1419	7q	2	1	57001237	57001237	1	DIPLOID
X1419	8p	2	1	44742204.5	44742204.5	1	DIPLOID
X1419	8q	2	1	99325696.5	99742896.5	1	DIPLOID
X1419	11p	1	0	52615011	52615011	1	HETLOSS
X1419	11q	1	0	80931829	82000665	0.99	HETLOSS
X1419	12q	1	0	39094316	39594281	0.99	HETLOSS
X1419	13q	1	0	95912300	96151900	1	HETLOSS
X1419	14q	1	0	87636761	87636761	1	HETLOSS
X1419	15q	1	0	81797000	81797000	1	HETLOSS
X1419	16p	1	0	37121423.5	37247240.5	1	HETLOSS
X1419	16q	1	0	52346805.5	52346805.5	1	HETLOSS
X1419	17p	1	0	22272431	22399555	0.99	HETLOSS
X1419	17q	1	0	55766963	55766963	1	HETLOSS
X1419	18p	3	1	11097052.5	11097052.5	1	GAIN
X1419	20q	2	1	36090488	36090488	1	DIPLOID
X1419	21q	2	1	33263098	33299645	1	DIPLOID
X1419	22q	1	0	36794547	36794547	1	HETLOSS
X1419	23p	1	0	60224960.5	60224960.5	1	HETLOSS
X1419	23q	1	0	95494297.5	95511211.5	1	HETLOSS
