sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2412	1p	4	2	112284491.5	112284491.5	1	TETRAPLOID
X2412	1q	4	2	102270462.5	125360254.5	0.82	TETRAPLOID
X2412	2p	4	1	93125051	93125051	1	CNLOH AFTER
X2412	3p	4	2	91595716	91595716	1	TETRAPLOID
X2412	5q	5	2	86811600	86811600	1	GAIN
X2412	6p	4	2	59039111	59039111	1	TETRAPLOID
X2412	7q	5	2	84035885	85063785	0.99	GAIN
X2412	9p	4	2	5837996.5	5837996.5	1	TETRAPLOID
X2412	9q	4	2	83487603.5	93722603.5	0.89	TETRAPLOID
X2412	11q	4	0	50345876	50345876	1	CNLOH BEFORE
X2412	12q	3	0	36405300	36405300	1	CNLOH BEFORE & LOSS
X2412	13q	2	0	44443800	44443800	1	LOSS BEFORE
X2412	14q	2	0	67135984	67472830	1	LOSS BEFORE
X2412	15q	4	1	82087562	82087562	1	CNLOH AFTER
X2412	16p	4	2	36962227.5	36962227.5	1	TETRAPLOID
X2412	16q	4	2	52402386.5	52882371.5	0.99	TETRAPLOID
X2412	17p	2	0	24577321.5	24577321.5	1	LOSS BEFORE
X2412	17q	2	0	58420817.5	58420817.5	1	LOSS BEFORE
X2412	18p	2	0	18113552.5	18113552.5	1	LOSS BEFORE
X2412	18q	2	0	61990985.5	62059383.5	1	LOSS BEFORE
X2412	19p	4	2	15785825	15785825	1	TETRAPLOID
X2412	19q	4	2	32706245	32706245	1	TETRAPLOID
X2412	20p	3	1	27796790	27796790	1	LOSS AFTER
X2412	21q	2	0	34473697	34788088	0.99	LOSS BEFORE
X2412	22q	2	0	34269188	34602246	0.99	LOSS BEFORE
X2412	23q	4	2	84360800	84360800	1	TETRAPLOID
