sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X3349	1p	2	1	80054191.5	80054191.5	1	DIPLOID
X3349	3q	2	1	105962984	105962984	1	DIPLOID
X3349	4p	1	0	33347400	33347400	1	HETLOSS
X3349	4q	1	0	130365400	130365400	1	HETLOSS
X3349	5p	1	0	2264053.5	2264053.5	1	HETLOSS
X3349	6p	1	0	21903700	21903700	1	HETLOSS
X3349	7p	1	0	31490400	31490400	1	HETLOSS
X3349	8p	1	0	24231800	24231800	1	HETLOSS
X3349	9p	1	0	26872800	26872800	1	HETLOSS
X3349	11p	1	0	24946200	24946200	1	HETLOSS
X3349	11q	1	0	61909200	61909200	1	HETLOSS
X3349	12p	2	1	34384129.5	34384129.5	1	DIPLOID
X3349	12q	2	1	92435504.5	97255136.5	0.95	DIPLOID
X3349	14q	1	0	30019200	30389002	0.99	HETLOSS
X3349	15q	1	0	37786800	40131300	0.94	HETLOSS
X3349	16q	1	0	52934186.5	52934186.5	1	HETLOSS
X3349	17p	1	0	20047721.5	20047721.5	1	HETLOSS
X3349	18p	2	0	18113452.5	18113452.5	1	CNLOH
X3349	19p	1	0	19600968	24052648	0.81	HETLOSS
X3349	23p	2	1	10937060.5	10937060.5	1	DIPLOID
X3349	23q	2	1	95518939.5	95518939.5	1	DIPLOID
