sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X119	1p	3	1	69424991.5	69424991.5	1	LOSS AFTER
X119	2q	4	2	121387396	139798796	0.87	TETRAPLOID
X119	3p	4	2	839516	905616	0.93	TETRAPLOID
X119	4p	3	1	2243706	2243706	1	LOSS AFTER
X119	4q	3	1	139375210	139375210	1	LOSS AFTER
X119	5p	1	0	1186900	1186900	1	LOSS BEFORE & AFTER
X119	11q	4	2	51992500	51992500	1	TETRAPLOID
X119	12q	3	1	40367600	40367600	1	LOSS AFTER
X119	13q	4	0	48537900	48537900	1	CNLOH BEFORE
X119	14q	2	1	38493965	39455503	0.98	DOUBLE LOSS AFTER
X119	15q	3	1	72707156	72707156	1	LOSS AFTER
X119	16p	3	0	34439948.5	34732363.5	0.99	CNLOH BEFORE & LOSS
X119	16q	3	0	51904575.5	52660341.5	0.99	CNLOH BEFORE & LOSS
X119	17p	3	0	23536801.5	23536801.5	1	CNLOH BEFORE & LOSS
X119	18p	3	0	7478752.5	7478752.5	1	CNLOH BEFORE & LOSS
X119	23p	1	0	24750800	24750800	1	LOSS BEFORE & AFTER
X119	23q	2	0	75924100	76190951	1	LOSS BEFORE
