sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X3151	2q	4	2	113579480	135732971	0.84	TETRAPLOID
X3151	4q	2	1	114402800	115603000	0.99	DOUBLE LOSS AFTER
X3151	5p	3	1	44185753.5	45283153.5	0.98	LOSS AFTER
X3151	5q	3	1	133009042.5	133009042.5	1	LOSS AFTER
X3151	7p	4	1	3478136.5	3478136.5	1	CNLOH AFTER
X3151	7q	4	1	98555709.5	98665467.5	1	CNLOH AFTER
X3151	8q	5	2	92838035	92838035	1	GAIN
X3151	9p	3	1	9306696.5	9306696.5	1	LOSS AFTER
X3151	9q	3	1	93591647.5	93591647.5	1	LOSS AFTER
X3151	10q	4	1	54811793	55673693	0.98	CNLOH AFTER
X3151	11q	2	1	61404100	61404100	1	DOUBLE LOSS AFTER
X3151	12q	3	1	75784400	75784400	1	LOSS AFTER
X3151	13q	3	0	13775493	14167367	0.97	CNLOH BEFORE & LOSS
X3151	14q	2	1	88527747	88527747	1	DOUBLE LOSS AFTER
X3151	15q	2	1	82044661	82044661	1	DOUBLE LOSS AFTER
X3151	16p	5	2	33583545	34963658.5	0.96	GAIN
X3151	16q	2	1	52928025.5	52928025.5	1	DOUBLE LOSS AFTER
X3151	17p	2	0	23796121.5	23796121.5	1	LOSS BEFORE
X3151	18p	5	2	18113552.5	18113552.5	1	GAIN
X3151	18q	5	2	62086247.5	62086247.5	1	GAIN
X3151	20p	4	1	21627100	26178337	0.83	CNLOH AFTER
X3151	21q	5	2	32929758	32929758	1	GAIN
