# Using amp_thresh=0.25, del_thresh=0.25
Sample	Low	High
TCGA-3N-A9WB-06	-1.191000	1.827000
TCGA-3N-A9WC-06	-0.835000	2.740000
TCGA-3N-A9WD-06	-0.679000	0.737000
TCGA-BF-A1PU-01	-1.095000	1.558000
TCGA-BF-A1PV-01	-1.182000	1.891000
TCGA-BF-A1PX-01	-0.250000	0.250000
TCGA-BF-A1PZ-01	-0.981000	1.644000
TCGA-BF-A1Q0-01	-0.808000	1.150000
TCGA-BF-A3DJ-01	-1.012000	1.747000
TCGA-BF-A3DL-01	-0.932000	1.190000
TCGA-BF-A3DM-01	-1.129000	0.494000
TCGA-BF-A3DN-01	-0.718000	1.030000
TCGA-BF-A5EO-01	-0.817000	0.804000
TCGA-BF-A5EP-01	-0.915000	1.661000
TCGA-BF-A5EQ-01	-0.814000	0.992000
TCGA-BF-A5ER-01	-1.105000	1.828000
TCGA-BF-A5ES-01	-0.942000	0.918000
TCGA-BF-A9VF-01	-1.196000	1.907000
TCGA-BF-AAOU-01	-0.838000	0.820000
TCGA-BF-AAOX-01	-0.978000	0.901000
TCGA-BF-AAP0-06	-0.250000	1.177000
TCGA-BF-AAP1-01	-1.543000	2.091000
TCGA-BF-AAP2-01	-1.543000	0.250000
TCGA-BF-AAP4-01	-0.622000	1.036000
TCGA-BF-AAP6-01	-1.105000	1.557000
TCGA-BF-AAP7-01	-0.674000	0.594000
TCGA-BF-AAP8-01	-1.082000	3.415000
TCGA-D3-A2JE-06	-0.778000	2.590000
TCGA-D3-A3C8-06	-0.250000	0.250000
TCGA-D3-A51E-06	-1.098000	2.469000
TCGA-D3-A51F-06	-0.250000	0.250000
TCGA-D3-A51G-06	-0.658000	1.569000
TCGA-D3-A51H-06	-0.250000	0.250000
TCGA-D3-A51J-06	-0.799000	1.726000
TCGA-D3-A51K-06	-1.068000	2.356000
TCGA-D3-A51N-06	-0.932000	1.113000
TCGA-D3-A51R-06	-0.250000	1.904000
TCGA-D3-A51T-06	-1.136000	1.504000
TCGA-D3-A5GT-01	-1.068000	1.684000
TCGA-D3-A8GB-06	-0.599000	2.701000
TCGA-D3-A8GC-06	-1.049000	1.861000
TCGA-D3-A8GD-06	-0.765000	1.041000
TCGA-D3-A8GE-06	-0.250000	0.250000
TCGA-D3-A8GI-06	-0.975000	1.567000
TCGA-D3-A8GJ-06	-0.682000	1.360000
TCGA-D3-A8GK-06	-1.197000	1.924000
TCGA-D3-A8GL-06	-1.174000	1.605000
TCGA-D3-A8GM-06	-0.836000	1.661000
TCGA-D3-A8GN-06	-0.679000	0.250000
TCGA-D3-A8GO-06	-0.765000	1.690000
TCGA-D3-A8GP-06	-0.893000	2.162000
TCGA-D3-A8GQ-06	-0.250000	1.242000
TCGA-D3-A8GR-06	-1.047000	0.976000
TCGA-D3-A8GS-06	-0.707000	0.837000
TCGA-D3-A8GV-06	-1.543000	1.070000
TCGA-D9-A1X3-06	-1.130000	0.250000
TCGA-D9-A3Z1-06	-0.553000	0.536000
TCGA-D9-A3Z4-01	-0.971000	2.246000
TCGA-D9-A4Z2-01	-1.543000	1.438000
TCGA-D9-A4Z3-01	-1.543000	1.606000
TCGA-D9-A4Z5-01	-1.076000	1.403000
TCGA-D9-A4Z6-06	-1.033000	0.932000
TCGA-D9-A6EG-06	-1.152000	1.817000
TCGA-DA-A3F2-06	-0.250000	0.250000
TCGA-DA-A95V-06	-1.226000	1.512000
TCGA-DA-A95W-06	-1.092000	2.722000
TCGA-DA-A95X-06	-1.119000	1.072000
TCGA-DA-A95Y-06	-1.060000	1.618000
TCGA-DA-A95Z-06	-0.820000	2.176000
TCGA-DA-A960-01	-1.085000	0.250000
