# Using amp_thresh=0.25, del_thresh=0.25
Sample	Low	High
TCGA-EB-A1NK-01	-0.921000	1.171000
TCGA-EB-A24C-01	-1.049000	0.888000
TCGA-EB-A24D-01	-0.934000	1.336000
TCGA-EB-A299-01	-0.975000	0.949000
TCGA-EB-A3HV-01	-0.978000	0.943000
TCGA-EB-A3XB-01	-0.755000	0.777000
TCGA-EB-A3XC-01	-1.543000	1.857000
TCGA-EB-A3XD-01	-0.250000	0.250000
TCGA-EB-A3XE-01	-0.840000	1.235000
TCGA-EB-A3XF-01	-0.956000	1.259000
TCGA-EB-A3Y6-01	-0.849000	0.906000
TCGA-EB-A3Y7-01	-0.787000	0.807000
TCGA-EB-A41A-01	-1.141000	1.119000
TCGA-EB-A41B-01	-1.091000	1.060000
TCGA-EB-A42Y-01	-1.096000	1.680000
TCGA-EB-A42Z-01	-1.129000	1.095000
TCGA-EB-A430-01	-0.880000	1.108000
TCGA-EB-A431-01	-1.112000	0.888000
TCGA-EB-A44N-01	-0.591000	0.587000
TCGA-EB-A44O-01	-1.057000	0.947000
TCGA-EB-A44P-01	-1.082000	0.250000
TCGA-EB-A44Q-06	-0.881000	3.907000
TCGA-EB-A44R-06	-0.912000	3.907000
TCGA-EB-A4IQ-01	-1.068000	0.852000
TCGA-EB-A4IS-01	-0.594000	0.893000
TCGA-EB-A4OY-01	-1.091000	1.598000
TCGA-EB-A4OZ-01	-0.250000	0.250000
TCGA-EB-A4P0-01	-0.889000	1.420000
TCGA-EB-A4XL-01	-1.108000	0.250000
TCGA-EB-A51B-01	-0.987000	1.311000
TCGA-EB-A550-01	-0.737000	0.660000
TCGA-EB-A551-01	-0.716000	0.712000
TCGA-EB-A553-01	-0.928000	1.239000
TCGA-EB-A57M-01	-0.884000	1.073000
TCGA-EB-A5FP-01	-1.045000	1.140000
TCGA-EB-A5SE-01	-1.097000	2.001000
TCGA-EB-A5SF-01	-0.839000	3.907000
TCGA-EB-A5UL-06	-1.043000	0.823000
TCGA-EB-A5UM-01	-0.950000	1.361000
TCGA-EB-A5UN-06	-0.662000	0.617000
TCGA-EB-A5VU-01	-0.823000	1.052000
TCGA-EB-A5VV-06	-0.250000	0.250000
TCGA-EB-A6L9-06	-0.250000	0.638000
TCGA-EB-A6QY-01	-0.781000	0.959000
TCGA-EB-A6QZ-01	-1.070000	0.669000
TCGA-EB-A6R0-01	-0.995000	0.887000
TCGA-EB-A82B-01	-1.092000	1.182000
TCGA-EB-A82C-01	-0.849000	1.808000
TCGA-EB-A85I-01	-0.745000	0.756000
TCGA-EB-A85J-01	-0.799000	1.352000
TCGA-EB-A97M-01	-1.107000	1.125000
TCGA-ER-A194-01	-0.871000	1.369000
TCGA-ER-A196-01	-0.522000	1.811000
TCGA-ER-A19A-06	-0.250000	0.250000
TCGA-ER-A19K-01	-0.816000	0.800000
TCGA-ER-A19T-01	-1.543000	1.316000
TCGA-ER-A2NB-01	-0.701000	1.436000
TCGA-ER-A2NF-01	-0.415000	1.346000
TCGA-ER-A42H-01	-1.173000	2.376000
TCGA-ER-A42L-06	-0.250000	0.548000
TCGA-FR-A2OS-01	-0.946000	2.871000
TCGA-FR-A3R1-01	-0.940000	1.520000
TCGA-FR-A726-01	-0.934000	1.149000
TCGA-FR-A728-01	-0.528000	1.017000
TCGA-FR-A729-06	-0.650000	1.264000
TCGA-FR-A7U8-06	-1.095000	1.003000
TCGA-FR-A7U9-06	-0.651000	0.250000
TCGA-FR-A7UA-06	-0.250000	0.622000
TCGA-FR-A8YC-06	-0.723000	1.296000
TCGA-FR-A8YD-06	-1.106000	2.092000
TCGA-FR-A8YE-06	-0.250000	0.974000
TCGA-FS-A1ZN-01	-1.176000	1.098000
TCGA-FS-A4F2-06	-1.346000	1.680000
TCGA-FS-A4F4-06	-1.206000	1.256000
TCGA-FS-A4F5-06	-0.883000	1.213000
TCGA-FS-A4F8-06	-0.250000	0.858000
TCGA-FS-A4FB-06	-1.543000	1.827000
TCGA-FS-A4FD-06	-1.042000	2.368000
TCGA-FW-A3R5-06	-0.815000	0.804000
TCGA-FW-A5DX-01	-1.352000	1.709000
TCGA-GF-A2C7-01	-1.025000	1.606000
TCGA-GF-A769-01	-1.082000	1.571000
TCGA-GN-A263-01	-0.751000	0.250000
TCGA-GN-A269-01	-0.586000	0.579000
TCGA-GN-A26C-01	-0.654000	1.227000
TCGA-GN-A4U4-06	-1.006000	0.947000
TCGA-GN-A4U5-01	-0.719000	0.711000
TCGA-GN-A4U7-06	-1.095000	1.072000
TCGA-GN-A4U8-06	-0.779000	0.756000
TCGA-GN-A4U9-06	-1.042000	1.820000
TCGA-GN-A8LK-06	-1.043000	1.066000
TCGA-GN-A8LL-06	-1.140000	1.024000
TCGA-GN-A8LN-01	-1.543000	0.553000
TCGA-GN-A9SD-06	-0.532000	1.149000
TCGA-HR-A2OG-06	-0.841000	0.595000
TCGA-HR-A2OH-06	-0.624000	0.773000
TCGA-HR-A5NC-01	-1.108000	1.894000
TCGA-IH-A3EA-01	-0.987000	1.597000
TCGA-LH-A9QB-06	-1.250000	1.184000
TCGA-OD-A75X-06	-1.103000	0.938000
TCGA-QB-A6FS-06	-0.698000	1.346000
TCGA-QB-AA9O-06	-0.883000	1.224000
TCGA-RP-A693-06	-0.733000	0.725000
TCGA-RP-A694-06	-0.950000	0.929000
TCGA-RP-A695-06	-0.970000	0.678000
TCGA-RP-A6K9-06	-0.864000	2.409000
TCGA-W3-A824-06	-0.250000	1.118000
TCGA-W3-A825-06	-1.234000	1.289000
TCGA-W3-A828-06	-0.935000	0.937000
TCGA-W3-AA1O-06	-1.005000	2.161000
TCGA-W3-AA1Q-06	-0.250000	1.031000
TCGA-W3-AA1R-06	-1.015000	0.940000
TCGA-W3-AA1V-06	-1.186000	1.308000
TCGA-W3-AA1W-06	-0.630000	0.769000
TCGA-W3-AA21-06	-1.160000	1.941000
TCGA-WE-A8JZ-06	-0.895000	2.487000
TCGA-WE-A8K1-06	-0.677000	1.033000
TCGA-WE-A8K4-01	-0.731000	0.694000
TCGA-WE-A8K5-06	-1.055000	1.501000
TCGA-WE-A8K6-06	-0.788000	1.744000
TCGA-WE-A8ZM-06	-1.115000	1.874000
TCGA-WE-A8ZN-06	-0.733000	0.714000
TCGA-WE-A8ZO-06	-1.039000	1.691000
TCGA-WE-A8ZQ-06	-1.543000	1.953000
TCGA-WE-A8ZT-06	-1.105000	0.706000
TCGA-WE-A8ZX-06	-0.772000	1.514000
TCGA-WE-A8ZY-06	-1.376000	1.374000
TCGA-WE-AA9Y-06	-0.528000	1.192000
TCGA-WE-AAA0-06	-0.840000	0.812000
TCGA-WE-AAA3-06	-0.656000	1.318000
TCGA-WE-AAA4-06	-0.592000	0.627000
TCGA-XV-A9VZ-01	-0.250000	0.250000
TCGA-XV-A9W2-01	-0.807000	1.040000
TCGA-XV-A9W5-01	-0.939000	1.070000
TCGA-XV-AAZV-01	-0.250000	1.315000
TCGA-XV-AAZW-01	-1.074000	1.662000
TCGA-XV-AAZY-01	-0.729000	0.695000
TCGA-YD-A89C-06	-1.073000	1.020000
TCGA-YD-A9TA-06	-1.260000	1.836000
TCGA-YD-A9TB-06	-0.633000	1.759000
TCGA-YG-AA3N-01	-0.893000	1.437000
TCGA-YG-AA3O-06	-0.952000	2.539000
TCGA-YG-AA3P-06	-1.205000	1.593000
TCGA-Z2-A8RT-06	-1.014000	1.001000
TCGA-Z2-AA3S-06	-1.151000	0.921000
TCGA-Z2-AA3V-06	-0.703000	0.677000
TCGA-D3-A1Q1-06	-1.392000	1.841000
TCGA-D3-A1Q3-06	-0.250000	3.907000
TCGA-D3-A1Q4-06	-1.219000	2.117000
TCGA-D3-A1Q5-06	-1.543000	0.908000
TCGA-D3-A1Q6-06	-0.926000	1.039000
TCGA-D3-A1Q7-06	-1.216000	1.229000
TCGA-D3-A1Q8-06	-1.543000	0.250000
TCGA-D3-A1Q9-06	-1.543000	1.885000
TCGA-D3-A1QA-06	-1.225000	1.931000
TCGA-D3-A1QB-06	-1.204000	3.906000
TCGA-D3-A2J6-06	-1.163000	1.739000
TCGA-D3-A2J7-06	-1.214000	1.149000
TCGA-D3-A2J8-06	-1.543000	1.940000
TCGA-D3-A2J9-06	-0.250000	2.865000
TCGA-D3-A2JA-06	-1.292000	1.633000
TCGA-D3-A2JB-06	-0.707000	0.646000
TCGA-D3-A2JC-06	-0.966000	3.907000
TCGA-D3-A2JD-06	-0.839000	1.712000
TCGA-D3-A2JF-06	-0.939000	1.506000
TCGA-D3-A2JG-06	-1.170000	1.092000
TCGA-D3-A2JH-06	-0.627000	0.981000
TCGA-D3-A2JK-06	-1.194000	0.250000
TCGA-D3-A2JL-06	-1.088000	1.106000
TCGA-D3-A2JN-06	-1.543000	2.178000
TCGA-D3-A2JO-06	-1.208000	0.801000
TCGA-D3-A2JP-06	-0.909000	1.828000
TCGA-D3-A3BZ-06	-0.832000	1.423000
TCGA-D3-A3C1-06	-0.930000	0.898000
TCGA-D3-A3C3-06	-0.896000	1.420000
TCGA-D3-A3C6-06	-1.111000	1.273000
TCGA-D3-A3C7-06	-1.260000	1.256000
TCGA-D3-A3CB-06	-0.800000	1.994000
TCGA-D3-A3CC-06	-1.543000	0.731000
TCGA-D3-A3CE-06	-1.543000	1.703000
TCGA-D3-A3CF-06	-1.302000	3.907000
TCGA-D3-A3ML-06	-1.178000	1.737000
TCGA-D3-A3MO-06	-1.174000	1.066000
TCGA-D3-A3MR-06	-0.772000	1.020000
TCGA-D3-A3MU-06	-0.757000	2.181000
TCGA-D3-A3MV-06	-0.250000	1.684000
TCGA-D3-A5GL-06	-1.267000	0.250000
TCGA-D3-A5GN-06	-1.090000	1.911000
TCGA-D3-A5GO-06	-1.543000	0.932000
TCGA-D3-A5GR-06	-1.112000	2.104000
TCGA-D3-A5GS-06	-1.251000	2.866000
TCGA-D3-A5GU-06	-0.945000	2.063000
TCGA-D9-A148-06	-1.214000	1.413000
TCGA-D9-A149-06	-1.151000	2.616000
TCGA-D9-A1JW-06	-0.853000	2.063000
TCGA-D9-A1JX-06	-1.162000	1.962000
TCGA-D9-A3Z3-06	-1.543000	1.266000
TCGA-D9-A6E9-06	-1.543000	1.217000
TCGA-D9-A6EA-06	-1.543000	3.125000
TCGA-D9-A6EC-06	-0.944000	1.608000
TCGA-DA-A1HV-06	-0.825000	1.440000
TCGA-DA-A1HW-06	-1.543000	1.433000
TCGA-DA-A1HY-06	-1.228000	1.417000
TCGA-DA-A1I0-06	-1.543000	2.760000
TCGA-DA-A1I1-06	-1.543000	1.625000
TCGA-DA-A1I2-06	-0.862000	1.398000
TCGA-DA-A1I4-06	-1.208000	1.864000
TCGA-DA-A1I5-06	-1.543000	1.244000
TCGA-DA-A1I7-06	-0.942000	1.952000
TCGA-DA-A1I8-06	-1.401000	2.688000
TCGA-DA-A1IA-06	-0.891000	3.907000
TCGA-DA-A1IB-06	-0.762000	2.057000
TCGA-DA-A1IC-06	-1.284000	2.210000
TCGA-DA-A3F3-06	-1.114000	3.907000
TCGA-DA-A3F5-06	-1.023000	2.396000
TCGA-DA-A3F8-06	-1.158000	1.149000
TCGA-EB-A5KH-06	-1.284000	1.285000
TCGA-EB-A5SG-06	-1.210000	3.394000
TCGA-EB-A5SH-06	-1.543000	1.601000
TCGA-EE-A17X-06	-1.217000	0.250000
TCGA-EE-A17Y-06	-0.867000	1.656000
TCGA-EE-A17Z-06	-1.194000	1.081000
TCGA-EE-A180-06	-0.674000	1.439000
TCGA-EE-A181-06	-0.900000	1.738000
TCGA-EE-A182-06	-1.194000	1.163000
TCGA-EE-A183-06	-1.251000	2.068000
TCGA-EE-A184-06	-1.264000	2.068000
TCGA-EE-A185-06	-1.179000	1.031000
TCGA-EE-A20B-06	-1.159000	1.762000
TCGA-EE-A20C-06	-1.543000	0.337000
TCGA-EE-A20F-06	-1.180000	1.157000
TCGA-EE-A20H-06	-0.918000	1.650000
TCGA-EE-A20I-06	-1.282000	1.181000
TCGA-EE-A29A-06	-1.181000	2.027000
TCGA-EE-A29B-06	-1.180000	1.859000
TCGA-EE-A29C-06	-1.121000	1.321000
TCGA-EE-A29D-06	-1.126000	1.521000
TCGA-EE-A29E-06	-1.277000	1.201000
TCGA-EE-A29G-06	-1.414000	0.930000
TCGA-EE-A29H-06	-1.262000	0.250000
TCGA-EE-A29L-06	-1.543000	1.662000
TCGA-EE-A29M-06	-1.191000	1.292000
TCGA-EE-A29N-06	-1.137000	1.562000
TCGA-EE-A29P-06	-1.046000	1.632000
TCGA-EE-A29Q-06	-1.157000	1.384000
TCGA-EE-A29R-06	-0.659000	3.130000
TCGA-EE-A29S-06	-1.190000	1.148000
TCGA-EE-A29T-06	-1.543000	2.232000
TCGA-EE-A29V-06	-1.252000	1.161000
TCGA-EE-A29W-06	-0.973000	1.306000
TCGA-EE-A29X-06	-1.179000	0.746000
TCGA-EE-A2A0-06	-1.187000	1.094000
TCGA-EE-A2A1-06	-1.276000	3.178000
TCGA-EE-A2A2-06	-1.301000	1.173000
TCGA-EE-A2A5-06	-0.936000	1.902000
TCGA-EE-A2A6-06	-1.243000	1.991000
TCGA-EE-A2GB-06	-0.917000	1.961000
TCGA-EE-A2GC-06	-1.210000	0.250000
TCGA-EE-A2GD-06	-1.191000	1.108000
TCGA-EE-A2GE-06	-1.285000	1.533000
TCGA-EE-A2GH-06	-0.922000	2.083000
TCGA-EE-A2GI-06	-0.845000	1.146000
TCGA-EE-A2GJ-06	-1.248000	2.136000
TCGA-EE-A2GK-06	-0.250000	0.250000
TCGA-EE-A2GL-06	-1.180000	1.267000
TCGA-EE-A2GM-06	-0.940000	1.358000
TCGA-EE-A2GN-06	-1.258000	1.782000
TCGA-EE-A2GO-06	-0.845000	0.838000
TCGA-EE-A2GP-06	-1.187000	1.559000
TCGA-EE-A2GR-06	-1.171000	0.642000
TCGA-EE-A2GS-06	-1.217000	1.717000
TCGA-EE-A2GT-06	-1.172000	2.475000
TCGA-EE-A2GU-06	-1.207000	1.733000
TCGA-EE-A2M5-06	-0.744000	1.023000
TCGA-EE-A2M6-06	-0.837000	2.028000
TCGA-EE-A2M7-06	-0.880000	1.669000
TCGA-EE-A2M8-06	-1.119000	2.079000
TCGA-EE-A2MC-06	-1.192000	1.146000
TCGA-EE-A2MD-06	-1.144000	1.065000
TCGA-EE-A2ME-06	-0.713000	0.918000
TCGA-EE-A2MF-06	-1.173000	1.081000
TCGA-EE-A2MG-06	-1.061000	1.024000
TCGA-EE-A2MH-06	-1.093000	3.907000
TCGA-EE-A2MI-06	-1.196000	1.100000
TCGA-EE-A2MJ-06	-0.879000	1.432000
TCGA-EE-A2MK-06	-0.888000	1.562000
TCGA-EE-A2ML-06	-1.295000	0.996000
TCGA-EE-A2MM-06	-1.264000	2.440000
TCGA-EE-A2MN-06	-1.150000	1.630000
TCGA-EE-A2MP-06	-1.063000	1.437000
TCGA-EE-A2MQ-06	-1.247000	1.823000
TCGA-EE-A2MR-06	-1.009000	1.290000
TCGA-EE-A2MS-06	-1.543000	1.790000
TCGA-EE-A2MT-06	-1.258000	2.070000
TCGA-EE-A2MU-06	-0.906000	3.907000
TCGA-EE-A3AA-06	-1.134000	1.295000
TCGA-EE-A3AB-06	-1.110000	1.350000
TCGA-EE-A3AC-06	-1.211000	1.738000
TCGA-EE-A3AD-06	-1.258000	1.796000
TCGA-EE-A3AE-06	-1.141000	2.083000
TCGA-EE-A3AF-06	-1.254000	1.184000
TCGA-EE-A3AG-06	-0.840000	1.311000
TCGA-EE-A3AH-06	-1.185000	1.091000
TCGA-EE-A3J3-06	-1.039000	1.146000
TCGA-EE-A3J4-06	-1.543000	2.039000
TCGA-EE-A3J5-06	-0.932000	1.173000
TCGA-EE-A3J7-06	-1.152000	1.439000
TCGA-EE-A3J8-06	-1.197000	0.250000
TCGA-EE-A3JA-06	-1.428000	1.024000
TCGA-EE-A3JB-06	-1.498000	1.299000
TCGA-EE-A3JD-06	-0.920000	1.737000
TCGA-EE-A3JE-06	-1.094000	0.664000
TCGA-EE-A3JH-06	-1.543000	1.512000
TCGA-EE-A3JI-06	-0.999000	1.036000
TCGA-ER-A193-06	-1.154000	1.165000
TCGA-ER-A195-06	-1.180000	0.250000
TCGA-ER-A197-06	-1.245000	1.617000
TCGA-ER-A198-06	-0.345000	1.255000
TCGA-ER-A199-06	-0.916000	0.896000
TCGA-ER-A19B-06	-0.857000	2.260000
TCGA-ER-A19C-06	-1.100000	2.001000
TCGA-ER-A19D-06	-0.950000	1.029000
TCGA-ER-A19E-06	-1.480000	1.959000
TCGA-ER-A19F-06	-1.250000	1.192000
TCGA-ER-A19G-06	-1.255000	1.678000
TCGA-ER-A19H-06	-1.543000	0.906000
TCGA-ER-A19J-06	-0.355000	3.907000
TCGA-ER-A19L-06	-1.179000	1.826000
TCGA-ER-A19M-06	-0.746000	1.125000
TCGA-ER-A19N-06	-1.543000	2.797000
TCGA-ER-A19O-06	-1.258000	2.184000
TCGA-ER-A19P-06	-0.801000	1.816000
TCGA-ER-A19Q-06	-1.229000	2.011000
TCGA-ER-A19S-06	-1.178000	1.918000
TCGA-ER-A19T-06	-0.946000	3.907000
TCGA-ER-A19W-06	-1.142000	1.969000
TCGA-ER-A1A1-06	-0.250000	0.250000
TCGA-ER-A2NC-06	-1.212000	1.609000
TCGA-ER-A2ND-06	-1.466000	1.320000
TCGA-ER-A2NE-06	-1.236000	1.004000
TCGA-ER-A2NF-06	-1.232000	2.160000
TCGA-ER-A2NG-06	-1.255000	1.945000
TCGA-ER-A2NH-06	-1.227000	1.208000
TCGA-ER-A3ES-06	-1.219000	1.102000
TCGA-ER-A3ET-06	-1.055000	1.444000
TCGA-ER-A3EV-06	-1.543000	3.907000
TCGA-ER-A3PL-06	-1.005000	1.484000
TCGA-ER-A42K-06	-1.170000	1.132000
TCGA-FR-A3YN-06	-0.897000	1.703000
TCGA-FR-A3YO-06	-1.061000	1.154000
TCGA-FR-A44A-06	-1.084000	1.840000
TCGA-FR-A69P-06	-0.906000	1.351000
TCGA-FS-A1YW-06	-1.189000	1.121000
TCGA-FS-A1YX-06	-0.998000	0.865000
TCGA-FS-A1YY-06	-1.202000	1.133000
TCGA-FS-A1Z0-06	-1.254000	1.711000
TCGA-FS-A1Z3-06	-1.178000	1.161000
TCGA-FS-A1Z4-06	-0.905000	0.942000
TCGA-FS-A1Z7-06	-1.249000	2.004000
TCGA-FS-A1ZA-06	-1.158000	1.243000
TCGA-FS-A1ZB-06	-1.134000	1.748000
TCGA-FS-A1ZC-06	-0.956000	1.407000
TCGA-FS-A1ZD-06	-0.801000	1.199000
TCGA-FS-A1ZE-06	-1.232000	1.183000
TCGA-FS-A1ZF-06	-1.212000	1.963000
TCGA-FS-A1ZG-06	-1.294000	1.175000
TCGA-FS-A1ZH-06	-1.214000	1.193000
TCGA-FS-A1ZJ-06	-1.191000	1.755000
TCGA-FS-A1ZK-06	-1.543000	3.333000
TCGA-FS-A1ZM-06	-0.886000	2.417000
TCGA-FS-A1ZP-06	-1.022000	3.907000
TCGA-FS-A1ZQ-06	-1.171000	0.305000
TCGA-FS-A1ZR-06	-1.543000	1.237000
TCGA-FS-A1ZS-06	-0.728000	0.930000
TCGA-FS-A1ZT-06	-1.126000	1.814000
TCGA-FS-A1ZU-06	-0.940000	1.716000
TCGA-FS-A1ZW-06	-1.025000	1.263000
TCGA-FS-A1ZY-06	-0.908000	2.328000
TCGA-FS-A1ZZ-06	-1.257000	1.977000
TCGA-FS-A4F0-06	-1.221000	0.250000
TCGA-FS-A4F9-06	-1.217000	1.177000
TCGA-FS-A4FC-06	-1.278000	1.163000
TCGA-FW-A3I3-06	-0.848000	1.244000
TCGA-FW-A3TU-06	-1.194000	1.531000
TCGA-FW-A3TV-06	-1.147000	0.250000
TCGA-FW-A5DY-06	-1.013000	1.037000
TCGA-GF-A3OT-06	-0.250000	1.150000
TCGA-GF-A4EO-06	-1.363000	3.659000
TCGA-GF-A6C8-06	-1.212000	0.250000
TCGA-GF-A6C9-06	-0.285000	0.696000
TCGA-GN-A262-06	-1.543000	0.250000
TCGA-GN-A264-06	-1.543000	1.856000
TCGA-GN-A265-06	-1.509000	3.052000
TCGA-GN-A266-06	-1.036000	0.793000
TCGA-GN-A267-06	-1.094000	2.057000
TCGA-GN-A268-06	-1.275000	1.189000
TCGA-GN-A26A-06	-1.543000	1.640000
TCGA-GN-A26D-06	-0.932000	2.915000
TCGA-GN-A4U3-06	-1.159000	1.071000
TCGA-RP-A690-06	-0.250000	1.166000
