sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X3225	3p	3	0	14736416	14736416	1	CNLOH & GAIN
X3225	4p	1	0	27434506	27434506	1	HETLOSS
X3225	5p	1	0	5799053.5	5799053.5	1	HETLOSS
X3225	5q	1	0	132504167.5	132982067.5	1	HETLOSS
X3225	6p	1	0	12155900	14504711	0.84	HETLOSS
X3225	7p	1	0	13342800	13342800	1	HETLOSS
X3225	8p	1	0	31644600	31644600	1	HETLOSS
X3225	8q	3	1	85137267	89186730	0.95	GAIN
X3225	9p	2	1	44441896.5	44441896.5	1	DIPLOID
X3225	10q	1	0	53330500	55354500	0.96	HETLOSS
X3225	11p	1	0	38306800	38306800	1	HETLOSS
X3225	12q	1	0	31748000	31748000	1	HETLOSS
X3225	13q	1	0	84358322	93916820	0.9	HETLOSS
X3225	14q	2	0	85525282	85525282	1	CNLOH
X3225	15q	1	0	45637056	45637056	1	HETLOSS
X3225	16p	1	0	35874307.5	35926788.5	1	HETLOSS
X3225	16q	1	0	52934186.5	52934186.5	1	HETLOSS
X3225	17p	2	0	21522626.5	21522626.5	1	CNLOH
X3225	17q	2	0	51689173.5	58199936.5	0.89	CNLOH
X3225	18p	1	0	18113652.5	18113652.5	1	HETLOSS
X3225	19q	2	1	29092358	32594996	0.89	DIPLOID
X3225	20p	1	0	23903270	27597546	0.87	HETLOSS
X3225	20q	2	1	34673359	35962058	0.96	DIPLOID
X3225	21q	1	0	34790916	34790916	1	HETLOSS
X3225	23p	1	0	51212600	51212600	1	HETLOSS
X3225	23q	1	0	90308800	90308800	1	HETLOSS
