sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2902	2q	4	2	110667915	138085634	0.8	TETRAPLOID
X2902	4q	3	1	107493300	107493300	1	LOSS AFTER
X2902	7p	5	2	2198436.5	2198436.5	1	GAIN
X2902	7q	5	2	82349322.5	99037015.5	0.83	GAIN
X2902	8p	1	0	8220000	8220000	1	LOSS BEFORE & AFTER
X2902	8q	4	2	56444900	56444900	1	TETRAPLOID
X2902	9p	3	0	9054896.5	9054896.5	1	CNLOH BEFORE & LOSS
X2902	9q	3	0	93758305.5	93758305.5	1	CNLOH BEFORE & LOSS
X2902	10p	4	2	1589601.5	1589601.5	1	TETRAPLOID
X2902	11q	4	2	73718473	73718473	1	TETRAPLOID
X2902	12q	5	2	47877155	47877155	1	GAIN
X2902	13q	4	1	61998900	61998900	1	CNLOH AFTER
X2902	14q	5	2	28509167	28509167	1	GAIN
X2902	15q	3	0	76766400	76766400	1	CNLOH BEFORE & LOSS
X2902	16p	4	2	26533134.5	26533134.5	1	TETRAPLOID
X2902	17p	3	0	23270794.5	23462794.5	0.99	CNLOH BEFORE & LOSS
X2902	17q	3	0	57511314.5	57720214.5	1	CNLOH BEFORE & LOSS
X2902	18p	5	2	10782906.5	10782906.5	1	GAIN
X2902	20p	4	2	22949100	28138341	0.82	TETRAPLOID
