sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X120	1p	2	1	68472291.5	75217091.5	0.91	DIPLOID
X120	2p	2	1	64221351	64221351	1	DIPLOID
X120	3p	1	0	84290000	84290000	1	HETLOSS
X120	4q	1	0	110777485	110777485	1	HETLOSS
X120	6p	1	0	242300	242300	1	HETLOSS
X120	6q	1	0	107330900	107330900	1	HETLOSS
X120	7p	1	0	44929100	44929100	1	HETLOSS
X120	7q	2	1	51609852	59757396	0.86	DIPLOID
X120	8p	1	0	36673900	36673900	1	HETLOSS
X120	9q	1	0	71546015	71546015	1	HETLOSS
X120	10p	1	0	1589701.5	1589701.5	1	HETLOSS
X120	11p	1	0	30737400	30737400	1	HETLOSS
X120	12p	1	0	17198700	17198700	1	HETLOSS
X120	12q	2	1	75414033	82030333	0.92	DIPLOID
X120	14q	1	0	75574097	75574097	1	HETLOSS
X120	15q	1	0	79979900	79979900	1	HETLOSS
X120	16p	1	0	36765204.5	37272012.5	0.99	HETLOSS
X120	16q	1	0	46315178.5	52874036.5	0.88	HETLOSS
X120	17p	1	0	14002634	14002634	1	HETLOSS
X120	17q	2	0	48584644	55537256	0.87	CNLOH
X120	18p	2	1	13714552.5	13714552.5	1	DIPLOID
X120	20p	2	1	21466890	21466890	1	DIPLOID
X120	21q	2	1	28039016	34707016	0.81	DIPLOID
X120	23p	1	0	59919360.5	59919360.5	1	HETLOSS
X120	23q	1	0	95511702.5	95511702.5	1	HETLOSS
