sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1979	1p	3	1	17944593	19867384.5	0.9	GAIN
X1979	3p	3	1	2011616	2011616	1	GAIN
X1979	4p	1	0	263600	263600	1	HETLOSS
X1979	5q	2	1	109902996	126292296	0.87	DIPLOID
X1979	7p	3	1	5304136.5	5304136.5	1	GAIN
X1979	7q	3	1	82811966.5	96143878.5	0.86	GAIN
X1979	8p	1	0	7128700	7128700	1	HETLOSS
X1979	9q	2	1	35686253	36609591	0.97	DIPLOID
X1979	10q	2	1	49368216	49368216	1	DIPLOID
X1979	11p	1	0	17033200	17036600	1	HETLOSS
X1979	11q	2	1	39911838	39911838	1	DIPLOID
X1979	12p	0	0	54800	54800	1	HOMDEL
X1979	12q	3	0	38488659	43652915	0.88	CNLOH & GAIN
X1979	14q	3	1	28419549	29578240	0.96	GAIN
X1979	15q	1	0	17810013	18632182	0.96	HETLOSS
X1979	16q	2	1	42927054	43016354	1	DIPLOID
X1979	17p	2	1	19974396	23552119.5	0.85	DIPLOID
X1979	18p	2	1	18113652.5	18113652.5	1	DIPLOID
X1979	18q	2	1	57464850.5	58306350.5	0.99	DIPLOID
X1979	23q	3	0	79992039	79992039	1	CNLOH & GAIN
