estimate	p_values	FDR
del17_9p24.3  	1105	0.00202374024994979	0.145709297996385
del33_17q11.2 	443	0.0100825513899759	0.362971850039133
amp22_17q12   	470	0.019190621447948	0.404274666981769
amp11_7q36.1  	1003	0.0268720246017237	0.404274666981769
del31_17p11.2 	487	0.0280746296515117	0.404274666981769
amp21_15q26.3 	505	0.041139188486603	0.493670261839236
del34_17q21.31	529	0.0662655116156694	0.593745635895621
del35_17q21.31	533	0.0714865822640037	0.593745635895621
amp10_6q16.3  	535	0.0742182044869526	0.593745635895621
del39_19q13.32	544	0.0876014292224502	0.630730290401642
amp23_17q24.2 	558	0.112215051721826	0.637193127768283
del38_19p12   	561	0.118140049285936	0.637193127768283
del32_17q11.1 	562	0.120168686917393	0.637193127768283
amp4_2q31.2  	567	0.130720127952707	0.637193127768283
del13_6q14.3  	575	0.149088434244843	0.637193127768283
del45_xq28    	912	0.151517167959609	0.637193127768283
del5_2q37.3  	583	0.169342253085052	0.637193127768283
del28_15q15.1 	584.5	0.173373202831951	0.637193127768283
amp19_14q11.2 	593	0.197525637141828	0.637193127768283
amp20_14q11.2 	593	0.197525637141828	0.637193127768283
amp8_5q21.1  	893	0.2035436155035	0.637193127768283
amp7_5p15.33 	595	0.203547804703757	0.637193127768283
del25_14q11.2 	595	0.203547804703757	0.637193127768283
del21_11q11   	603	0.228950985222766	0.686852955668298
amp12_8q24.3  	877	0.256579180036609	0.70354455368912
del27_15q14   	612	0.260182856903716	0.70354455368912
amp25_19q12   	875	0.26382920763342	0.70354455368912
amp14_11q13.5 	621	0.294225432031404	0.730499059049452
del16_8p23.1  	621	0.294228787672696	0.730499059049452
amp5_3q26.2  	626	0.314379132432335	0.754509917837603
del2_1p36.11 	848	0.375497141923022	0.816720205068902
del6_3p12.1  	847	0.380138816992443	0.816720205068902
del8_4p16.1  	642	0.384803257438193	0.816720205068902
del14_6q27    	845	0.389500353629011	0.816720205068902
del41_19q13.43	648	0.413526156838105	0.816720205068902
del36_18q23   	838	0.423375164615077	0.816720205068902
amp6_4p16.3  	834	0.443478892275165	0.816720205068902
amp17_12q12   	834	0.443478892275165	0.816720205068902
amp2_1q21.3  	655	0.448590066120936	0.816720205068902
del37_19p13.3 	656	0.453733447260501	0.816720205068902
amp1_1p36.33 	827	0.479942374707168	0.836999880160412
amp18_13q34   	664	0.496057177137411	0.836999880160412
amp15_12p13.32	666	0.506956974725888	0.836999880160412
del43_22q11.21	667	0.51245517903083	0.836999880160412
amp27_20q13.33	669	0.52353829002573	0.836999880160412
amp16_12p12.1 	671	0.534749923435819	0.836999880160412
del44_22q13.33	679	0.580762443119206	0.86778047990118
del24_13q34   	681	0.592548436015452	0.86778047990118
del30_16q24.2 	683	0.604442932140297	0.86778047990118
amp13_10q26.3 	804	0.610430084516227	0.86778047990118
del26_15q11.2 	798	0.646887926868091	0.86778047990118
del18_9q34.2  	798	0.646890976615617	0.86778047990118
del7_4p16.3  	796	0.659241331943938	0.86778047990118
del40_19q13.42	693	0.665451797821208	0.86778047990118
amp3_2q14.1  	694	0.671682434799972	0.86778047990118
del42_21q22.3 	793	0.677940759434832	0.86778047990118
del23_13q14.2 	700	0.70954819286395	0.86778047990118
amp9_6p21.33 	787	0.715932879064542	0.86778047990118
del20_11p15.5 	702	0.722336845438659	0.86778047990118
del9_4q13.2  	704	0.735200544826633	0.86778047990118
del29_16q11.2 	704	0.735202906582944	0.86778047990118
del3_1q44    	778	0.774235891682662	0.899112648405672
amp26_19q13.12	776	0.787380347079102	0.899863253804687
del19_10q23.31	715	0.807209998590826	0.901493390944715
del12_6p21.33 	772	0.813848200158424	0.901493390944715
del1_1p36.33 	764	0.867396379238838	0.939373170033808
del10_4q35.2  	725	0.874138922114793	0.939373170033808
del22_12q24.32	733	0.928362827138607	0.968726601033618
amp24_19p13.12	733	0.928362992657217	0.968726601033618
del15_7p22.1  	735	0.941981227864211	0.96889497723176
del11_5q13.2  	740	0.976092292704996	0.989752374094013
del4_2p25.3  	742	0.989752374094013	0.989752374094013
