estimate	p_values	FDR
del17_9p24.3  	1100	0.0060331624915818	0.383389057396587
amp11_7q36.1  	1078.5	0.0106496960387941	0.383389057396587
del39_19q13.32	542	0.0258782588351872	0.435030079017554
amp21_15q26.3 	546	0.028356280693279	0.435030079017554
del33_17q11.2 	554	0.033932416385466	0.435030079017554
amp22_17q12   	557	0.0362525065847962	0.435030079017554
amp4_2q31.2  	573.5	0.0515651921003752	0.530384833032431
amp17_12q12   	998	0.0664878120240213	0.598390308216192
del31_17p11.2 	603	0.0923162333286011	0.622070976081784
del30_16q24.2 	605	0.0958241815542994	0.622070976081784
amp10_6q16.3  	617	0.119160561084272	0.622070976081784
del45_xq28    	965	0.123456987665483	0.622070976081784
del13_6q14.3  	620	0.125645932780211	0.622070976081784
del38_19p12   	621	0.127867771178177	0.622070976081784
del35_17q21.31	625	0.137055958704823	0.622070976081784
del27_15q14   	625.5	0.138237994684841	0.622070976081784
amp9_6p21.33 	952	0.154349735931433	0.653716528650775
amp6_4p16.3  	945	0.173251791796698	0.69300716718679
del12_6p21.33 	936	0.20003413154863	0.758024077447441
del40_19q13.42	653	0.216159725580958	0.777462435034976
amp7_5p15.33 	661	0.24387152501423	0.777462435034976
del32_17q11.1 	663	0.251173215742611	0.777462435034976
amp14_11q13.5 	668	0.270083467966519	0.777462435034976
amp13_10q26.3 	916	0.270090389417205	0.777462435034976
del41_19q13.43	669	0.273988124124767	0.777462435034976
amp8_5q21.1  	910	0.294044845206931	0.777462435034976
del25_14q11.2 	675	0.298179897178525	0.777462435034976
amp2_1q21.3  	676	0.302346502513602	0.777462435034976
del6_3p12.1  	897	0.350724710040113	0.827344334429496
del3_1q44    	688	0.355353817583599	0.827344334429496
del36_18q23   	885	0.40879015539744	0.827344334429496
del4_2p25.3  	882	0.424146034214815	0.827344334429496
amp19_14q11.2 	705	0.439851149359456	0.827344334429496
amp20_14q11.2 	705	0.439851149359456	0.827344334429496
amp3_2q14.1  	705.5	0.442497657475744	0.827344334429496
amp5_3q26.2  	706	0.445156558138409	0.827344334429496
amp12_8q24.3  	878	0.445156558138409	0.827344334429496
del37_19p13.3 	709	0.461289834877223	0.827344334429496
del34_17q21.31	710	0.466739318765667	0.827344334429496
amp26_19q13.12	713	0.483300123662209	0.827344334429496
del28_15q15.1 	714	0.488884178159882	0.827344334429496
del7_4p16.3  	868	0.500174858676513	0.827344334429496
del44_22q13.33	716	0.500174858676513	0.827344334429496
amp23_17q24.2 	721	0.528979444398158	0.827344334429496
amp18_13q34   	722	0.534840019237624	0.827344334429496
del18_9q34.2  	862	0.534840019237624	0.827344334429496
del16_8p23.1  	723	0.540733164892677	0.827344334429496
amp24_19p13.12	856	0.570677016333098	0.827344334429496
del24_13q34   	730	0.582871832465439	0.827344334429496
amp1_1p36.33 	852.5	0.592095638081065	0.827344334429496
del5_2q37.3  	732	0.59518152879998	0.827344334429496
amp25_19q12   	847	0.626481757170029	0.827344334429496
del23_13q14.2 	739	0.639193693376811	0.827344334429496
amp16_12p12.1 	740	0.645590569429224	0.827344334429496
del26_15q11.2 	840.5	0.668184267373682	0.827344334429496
del21_11q11   	839.5	0.674686401706079	0.827344334429496
del8_4p16.1  	839	0.677961620519515	0.827344334429496
del42_21q22.3 	839	0.677961620519515	0.827344334429496
del29_16q11.2 	839	0.677962718490837	0.827344334429496
del43_22q11.21	836	0.697679499600023	0.831301580829781
del22_12q24.32	835	0.704297172647453	0.831301580829781
amp27_20q13.33	824	0.778483478498133	0.9040453298688
del19_10q23.31	820	0.806011343222996	0.921155820826281
del9_4q13.2  	767	0.826817005544566	0.927434145460816
del1_1p36.33 	815.5	0.837266936874348	0.927434145460816
del15_7p22.1  	773	0.868782697916575	0.934792704028384
del14_6q27    	775	0.882858095609909	0.934792704028384
del20_11p15.5 	809	0.882859776026807	0.934792704028384
amp15_12p13.32	778	0.904043218577108	0.943349445471765
del10_4q35.2  	787	0.967945652992235	0.995601243077727
del2_1p36.11 	790	0.989312275436832	0.99643743339827
del11_5q13.2  	793	0.99643743339827	0.99643743339827
