estimate	p_values	FDR
13q	807	0.00705708721869326	0.296397663185117
8q	1372	0.147118301516538	0.8963342163815
14q	987	0.159300322726814	0.8963342163815
3p	1341	0.194787838964631	0.8963342163815
16p	1008	0.216452610105701	0.8963342163815
9q	1007	0.218587364499581	0.8963342163815
7q	1302	0.312810312844852	0.8963342163815
6q	1301.5	0.337574994622059	0.8963342163815
10p	1297	0.361726166233031	0.8963342163815
3q	1291.5	0.385272337584689	0.8963342163815
2q	1071	0.389469620986452	0.8963342163815
5q	1281.5	0.40524031797499	0.8963342163815
Xq	1283	0.421946519100775	0.8963342163815
9p	1067	0.43495024446029	0.8963342163815
8p	1279.5	0.44294566538784	0.8963342163815
1p	1259	0.46438990358533	0.8963342163815
21q	1268.5	0.469437423382064	0.8963342163815
18q	1268.5	0.482925243920097	0.8963342163815
11p	1260	0.515728483020829	0.8963342163815
2p	1094.5	0.537904606689286	0.8963342163815
1q	1240	0.597401158656981	0.8963342163815
10q	1109.5	0.612528188332986	0.8963342163815
21p	1238	0.624574651804207	0.8963342163815
4p	1238	0.633130779664815	0.8963342163815
12q	1115	0.654763530270044	0.8963342163815
15q	1230	0.670231015035115	0.8963342163815
7p	1227	0.685822323811505	0.8963342163815
6p	1121	0.700404019831038	0.8963342163815
19p	1120.5	0.702489148250427	0.8963342163815
19q	1121	0.704235508043362	0.8963342163815
Xp	1223.5	0.715589258966155	0.8963342163815
17q	1223.5	0.716342377918821	0.8963342163815
18p	1129	0.741366781190501	0.8963342163815
4q	1211	0.782969805813612	0.8963342163815
22q	1137.5	0.800080868767919	0.8963342163815
20q	1144	0.830437049572339	0.8963342163815
20p	1147	0.850320234371652	0.8963342163815
5p	1198.5	0.854300125712116	0.8963342163815
16q	1148.5	0.861302041839002	0.8963342163815
17p	1150	0.870748713761068	0.8963342163815
11q	1152	0.874992925515274	0.8963342163815
12p	1168	0.972944340656627	0.972944340656627
