estimate	p_values	FDR
9p	1107.5	0.00369819102655656	0.155324023115376
17q	535.5	0.0214003550476991	0.382939762562832
7q	1019	0.0273528401830594	0.382939762562832
7p	1014	0.0388746552820047	0.387049262581367
17p	568.5	0.0460772931644484	0.387049262581367
8p	605.5	0.0961656048658131	0.617655953297641
11q	636.5	0.149656611167508	0.617655953297641
5p	635	0.152199376972524	0.617655953297641
2p	651	0.175670076275543	0.617655953297641
10p	644	0.176208904424994	0.617655953297641
4q	647	0.190954219364106	0.617655953297641
3p	659.5	0.205502114456564	0.617655953297641
8q	652.5	0.210672938629002	0.617655953297641
9q	927	0.211224661115336	0.617655953297641
1q	672	0.226058678358637	0.617655953297641
19q	661	0.235297506018149	0.617655953297641
22q	667.5	0.26718251585312	0.660097980343002
16q	678.5	0.309366163998278	0.721854382662648
Xq	896	0.348185132793279	0.769672398806195
16p	695.5	0.372214652238976	0.781650769701849
2q	714	0.416898604925098	0.833797209850195
14q	722	0.51069905708281	0.912605962639364
18p	851.5	0.580909425683284	0.912605962639364
15q	736.5	0.59783755453793	0.912605962639364
6p	848.5	0.60483776247555	0.912605962639364
19p	736	0.614351871136501	0.912605962639364
11p	740	0.635944380636288	0.912605962639364
13q	740	0.638230801064729	0.912605962639364
10q	747	0.660933829082208	0.912605962639364
6q	747.5	0.684320696510545	0.912605962639364
4p	748.5	0.694021455998468	0.912605962639364
20q	835	0.69531882867761	0.912605962639364
21q	755	0.735911002890395	0.936614003678685
Xp	826	0.763133465059917	0.942694280368133
1p	817	0.786730891115651	0.944077069338781
12p	770	0.84109815039017	0.967538607374241
18q	771	0.852355439829688	0.967538607374241
12q	803.5	0.915976695513671	0.985461153142809
3q	780.5	0.920165596124513	0.985461153142809
5q	799.5	0.947390629603249	0.985461153142809
21p	797	0.967160135591797	0.985461153142809
20p	794.5	0.985461153142809	0.985461153142809
