estimate	p_values	FDR
9p	1520.5	0.0102298796250553	0.429654944252323
2q	934	0.0431608461599106	0.609876222127107
9q	1445	0.0435625872947934	0.609876222127107
14q	943.5	0.0823037939726026	0.679362135356182
10q	963	0.0921416920742736	0.679362135356182
4q	1393	0.106895320370785	0.679362135356182
21q	964.5	0.113227022559364	0.679362135356182
21p	975.5	0.134996135321113	0.708729710435841
19q	1007	0.222499269726353	0.954959395228705
13q	1018.5	0.256312502796196	0.954959395228705
Xq	1301.5	0.347872605719005	0.954959395228705
1p	1282	0.353173071796087	0.954959395228705
1q	1288.5	0.361070411805558	0.954959395228705
7p	1052	0.362221717330468	0.954959395228705
2p	1061.5	0.380707397348292	0.954959395228705
3p	1284.5	0.390228608326126	0.954959395228705
16p	1061	0.402150940925823	0.954959395228705
20p	1062	0.413504142699302	0.954959395228705
3q	1069.5	0.448537460206216	0.954959395228705
4p	1268	0.484341769401804	0.954959395228705
19p	1081	0.501515474145154	0.954959395228705
17p	1086	0.531629773616498	0.954959395228705
10p	1088.5	0.535019041342449	0.954959395228705
16q	1089.5	0.545691082987832	0.954959395228705
8p	1097	0.584743342086304	0.981960972800323
7q	1235.5	0.626259727143806	0.981960972800323
8q	1111.5	0.655939624305385	0.981960972800323
6q	1119.5	0.69131393793938	0.981960972800323
17q	1123	0.719058091695119	0.981960972800323
15q	1128	0.737331666604657	0.981960972800323
20q	1130	0.749473879203884	0.981960972800323
22q	1206.5	0.811282810935881	0.981960972800323
12q	1144.5	0.827627965874067	0.981960972800323
5q	1146	0.838180441777867	0.981960972800323
18q	1157	0.90886326848646	0.981960972800323
6p	1187	0.919658908599936	0.981960972800323
Xp	1160	0.927421093900123	0.981960972800323
18p	1167	0.9667141851935	0.981960972800323
5p	1168.5	0.976560299871615	0.981960972800323
11q	1169	0.978571832531893	0.981960972800323
11p	1169	0.979019405554061	0.981960972800323
12p	1176.5	0.981960972800323	0.981960972800323
