sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1751	1p	3	1	61074900	66487791.5	0.92	LOSS AFTER
X1751	3p	5	2	19259016	19259016	1	GAIN
X1751	3q	5	2	87237653	103074751	0.85	GAIN
X1751	4q	2	0	134650300	134650300	1	LOSS BEFORE
X1751	7q	5	2	53608995	60055495	0.89	GAIN
X1751	9p	0	0	2044600	2044600	1	HOMDEL
X1751	9q	2	1	45501576	46267176	0.98	DOUBLE LOSS AFTER
X1751	10q	2	1	84072436	84072436	1	DOUBLE LOSS AFTER
X1751	11q	2	0	46060898	46060898	1	LOSS BEFORE
X1751	12q	3	0	38909881	38909881	1	CNLOH BEFORE & LOSS
X1751	13q	2	0	11721400	11721400	1	LOSS BEFORE
X1751	14q	3	1	53006940	54827877	0.97	LOSS AFTER
X1751	15q	4	2	26922600	26922600	1	TETRAPLOID
X1751	17p	2	0	21905038.5	21905038.5	1	LOSS BEFORE
X1751	18p	5	2	18113452.5	18113452.5	1	GAIN
X1751	20p	3	1	28149490	28149490	1	LOSS AFTER
X1751	23q	2	1	65580438	72059853	0.91	DOUBLE LOSS AFTER
