sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2360	1q	2	1	123907389.5	123907389.5	1	DIPLOID
X2360	2q	2	1	143157435	143385835	1	DIPLOID
X2360	3p	1	0	88917500	88917500	1	HETLOSS
X2360	4p	1	0	50596306	50596306	1	HETLOSS
X2360	4q	1	0	139332094	139332094	1	HETLOSS
X2360	5p	1	0	776800	776800	1	HETLOSS
X2360	6p	2	1	8348611	8354811	1	DIPLOID
X2360	7q	2	1	99384347.5	99384347.5	1	DIPLOID
X2360	8p	1	0	37635400	37840600	0.99	HETLOSS
X2360	9p	1	0	32168000	32168000	1	HETLOSS
X2360	9q	1	0	52642026	54121626	0.97	HETLOSS
X2360	10p	1	0	2762400	2762400	1	HETLOSS
X2360	11p	1	0	31490700	31490700	1	HETLOSS
X2360	11q	2	0	66807298	80388998	0.83	CNLOH
X2360	12q	1	0	51316900	55036300	0.93	HETLOSS
X2360	16p	2	1	33519313.5	33519313.5	1	DIPLOID
X2360	17p	1	0	11489646.5	13292946.5	0.86	HETLOSS
X2360	18p	2	1	8613252.5	8613252.5	1	DIPLOID
X2360	19q	2	1	32155933	32753754	0.98	DIPLOID
X2360	20q	2	1	34228204	36090093	0.95	DIPLOID
X2360	21q	2	1	32853374	34790484	0.94	DIPLOID
X2360	22q	1	0	30346096	36592895	0.83	HETLOSS
X2360	23p	1	0	16400	16400	1	HETLOSS
X2360	23q	2	1	70647767	83627274	0.84	DIPLOID
