sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1548	1p	2	1	21734985.5	25282652.5	0.86	DIPLOID
X1548	2p	2	1	65632451	65632451	1	DIPLOID
X1548	2q	2	1	148101947	148101947	1	DIPLOID
X1548	3p	2	1	38331716	38331716	1	DIPLOID
X1548	3q	2	1	104501868	104501868	1	DIPLOID
X1548	4p	1	0	39390006	39390006	1	HETLOSS
X1548	4q	1	0	139384394	139384394	1	HETLOSS
X1548	5q	2	1	75194978	75194978	1	DIPLOID
X1548	6p	1	0	59085811	59085811	1	HETLOSS
X1548	6q	1	0	111448389	111448389	1	HETLOSS
X1548	7q	2	1	84143944	84412744	1	DIPLOID
X1548	8p	2	1	14088104.5	14088104.5	1	DIPLOID
X1548	8q	2	1	96817855.5	98206557.5	0.99	DIPLOID
X1548	9q	1	0	74091147	74844647	0.99	HETLOSS
X1548	10p	1	0	40593001.5	40593001.5	1	HETLOSS
X1548	10q	1	0	93002428.5	93015860.5	1	HETLOSS
X1548	11p	2	1	7101711	7101711	1	DIPLOID
X1548	11q	2	1	82306018	82306018	1	DIPLOID
X1548	12q	1	0	55309568	60366533	0.92	HETLOSS
X1548	13q	2	1	95461200	95898900	1	DIPLOID
X1548	14q	1	0	86721449	87931779	0.99	HETLOSS
X1548	15q	1	0	81500900	82041500	0.99	HETLOSS
X1548	16p	1	0	34968200	35066200	1	HETLOSS
X1548	16q	1	0	43642666	43746998	1	HETLOSS
X1548	17p	1	0	24569828.5	24569828.5	1	HETLOSS
X1548	17q	1	0	54789503.5	55143385.5	0.99	HETLOSS
X1548	18p	2	1	7417064.5	7417064.5	1	DIPLOID
X1548	18q	2	1	62086347.5	62086347.5	1	DIPLOID
X1548	20p	1	0	24725390	24758390	1	HETLOSS
X1548	20q	2	1	33984600	36070359	0.94	DIPLOID
X1548	21q	1	0	34790816	34790816	1	HETLOSS
X1548	22q	1	0	36174357	36174357	1	HETLOSS
X1548	23q	2	1	82160915	82160915	1	DIPLOID
