sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X301	1p	3	1	39167373	39167373	1	GAIN
X301	2p	1	0	2035900	2035900	1	HETLOSS
X301	3p	1	0	11634500	11634500	1	HETLOSS
X301	4p	1	0	96700	96700	1	HETLOSS
X301	4q	2	1	117088178	119527685	0.98	DIPLOID
X301	8q	2	1	42429841	44565288	0.95	DIPLOID
X301	10q	2	1	29186276	32743761	0.89	DIPLOID
X301	13q	4	0	31190871	32615016	0.96	CNLOH & GAIN
X301	15q	3	1	5129937	5271884	0.97	GAIN
X301	16q	1	0	43831421	43831421	1	HETLOSS
X301	17p	2	0	19339136	23393819.5	0.83	CNLOH
X301	18p	3	1	8949352.5	8949352.5	1	GAIN
X301	20p	2	1	28149490	28149490	1	DIPLOID
X301	22q	1	0	35757096	35913396	1	HETLOSS
X301	23p	1	0	57702000	57702000	1	HETLOSS
X301	23q	1	0	88001192	88001192	1	HETLOSS
