sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1265	1q	3	1	119109665	120908238	0.99	GAIN
X1265	2q	2	1	142469377	142469377	1	DIPLOID
X1265	3p	2	1	42422216	42422216	1	DIPLOID
X1265	3q	2	1	104310184	104310184	1	DIPLOID
X1265	4p	1	0	50671006	50671006	1	HETLOSS
X1265	4q	1	0	139182394	139265594	1	HETLOSS
X1265	5p	2	1	48132453.5	48132453.5	1	DIPLOID
X1265	5q	2	1	132981226.5	132981226.5	1	DIPLOID
X1265	6p	1	0	57829011	57829011	1	HETLOSS
X1265	6q	1	0	109860642	109860642	1	HETLOSS
X1265	7q	2	1	60172182	60172182	1	DIPLOID
X1265	8p	2	1	44788804.5	44788804.5	1	DIPLOID
X1265	8q	2	1	84761562.5	98602269.5	0.86	DIPLOID
X1265	9q	1	0	73553400	74244605	0.99	HETLOSS
X1265	10p	1	0	37771400	37771400	1	HETLOSS
X1265	10q	2	1	53663433	53683997	1	DIPLOID
X1265	11p	1	0	5700	5700	1	HETLOSS
X1265	11q	2	1	69380300	69380300	1	DIPLOID
X1265	12q	2	1	75249601	75249601	1	DIPLOID
X1265	13q	1	0	96152900	96152900	1	HETLOSS
X1265	14q	1	0	87749716	87749716	1	HETLOSS
X1265	16p	1	0	37266223.5	37266223.5	1	HETLOSS
X1265	16q	1	0	52931346.5	52931346.5	1	HETLOSS
X1265	17p	1	0	23695409.5	23792409.5	1	HETLOSS
X1265	17q	1	0	48730415.5	58475530.5	0.83	HETLOSS
X1265	18p	2	1	18113652.5	18113652.5	1	DIPLOID
X1265	18q	2	1	62086347.5	62086347.5	1	DIPLOID
X1265	20p	2	1	28149590	28149590	1	DIPLOID
X1265	21q	2	1	33272490	33272490	1	DIPLOID
X1265	22q	1	0	34873891	35629837	0.98	HETLOSS
X1265	23p	1	0	59691860.5	59691860.5	1	HETLOSS
X1265	23q	1	0	90119928.5	95484425.5	0.94	HETLOSS
