sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2577	1p	2	1	76907391.5	76907391.5	1	DIPLOID
X2577	1q	2	1	121962841.5	125412968.5	0.97	DIPLOID
X2577	2p	3	1	64103651	64103651	1	GAIN
X2577	2q	3	1	148099829	148099829	1	GAIN
X2577	3p	1	0	55367100	55367100	1	HETLOSS
X2577	3q	5	2	104150100	104150100	1	AMP
X2577	4p	2	1	9933506	10354406	0.96	DIPLOID
X2577	4q	2	1	139384494	139384494	1	DIPLOID
X2577	6p	1	0	198600	198600	1	HETLOSS
X2577	6q	2	1	60446900	64567961	0.94	DIPLOID
X2577	7q	2	1	53109877	61031027	0.87	DIPLOID
X2577	8p	0	0	43508500	43508500	1	HOMDEL
X2577	8q	4	2	96939400	98846800	0.98	TETRAPLOID
X2577	10q	2	1	59344962	59344962	1	DIPLOID
X2577	11p	1	0	11084100	11084100	1	HETLOSS
X2577	11q	2	1	63131640	64492461	0.98	DIPLOID
X2577	12q	2	1	75651340	75651340	1	DIPLOID
X2577	14q	2	1	88538834	88538834	1	DIPLOID
X2577	16p	2	1	32441313.5	32441313.5	1	DIPLOID
X2577	16q	2	1	52386857.5	52386857.5	1	DIPLOID
X2577	17p	2	1	15692321.5	17121121.5	0.92	DIPLOID
X2577	17q	2	1	56816921.5	58154628.5	0.98	DIPLOID
X2577	18p	2	1	18113452.5	18113452.5	1	DIPLOID
X2577	18q	2	1	62086107.5	62086107.5	1	DIPLOID
X2577	19q	2	1	28932402	32734216	0.88	DIPLOID
X2577	20p	2	1	24213090	24213090	1	DIPLOID
X2577	20q	2	1	35745621	36054537	0.99	DIPLOID
X2577	21q	2	1	34546716	34789618	0.99	DIPLOID
X2577	22q	2	1	36727847	36793462	1	DIPLOID
X2577	23p	0	0	60225060.5	60225060.5	1	HOMDEL
X2577	23q	0	0	92337191.5	95515003.5	0.97	HOMDEL
