sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X3144	1p	2	1	15905166.5	15905166.5	1	DIPLOID
X3144	1q	2	1	118532482.5	124490151.5	0.95	DIPLOID
X3144	2p	2	1	93124951	93124951	1	DIPLOID
X3144	3p	2	1	92016316	92016316	1	DIPLOID
X3144	3q	2	1	98275975	105068054	0.94	DIPLOID
X3144	4q	1	0	120783300	124576800	0.97	HETLOSS
X3144	5q	1	0	123752020	123752020	1	HETLOSS
X3144	7p	1	0	43440700	43440700	1	HETLOSS
X3144	7q	2	1	63505112	72028007	0.88	DIPLOID
X3144	8q	3	1	37360698	44849884	0.83	GAIN
X3144	9p	2	1	44012796.5	44012796.5	1	DIPLOID
X3144	9q	2	1	93766530.5	93766530.5	1	DIPLOID
X3144	10p	1	0	6975700	6975700	1	HETLOSS
X3144	10q	1	0	85181649	85964549	0.99	HETLOSS
X3144	11p	1	0	36093100	36093100	1	HETLOSS
X3144	12q	1	0	85304560	85889792	0.99	HETLOSS
X3144	13q	2	1	96152951	96152951	1	DIPLOID
X3144	14q	2	1	28631947	29182247	0.98	DIPLOID
X3144	16p	1	0	34692713.5	34692713.5	1	HETLOSS
X3144	16q	1	0	51939786.5	52933886.5	0.98	HETLOSS
X3144	17p	1	0	24575321.5	24575321.5	1	HETLOSS
X3144	17q	1	0	56254026.5	58498583.5	0.96	HETLOSS
X3144	18p	1	0	18113552.5	18113552.5	1	HETLOSS
X3144	18q	1	0	62086347.5	62086347.5	1	HETLOSS
X3144	19q	2	1	28520040	32748972	0.87	DIPLOID
X3144	20p	2	1	28149590	28149590	1	DIPLOID
X3144	20q	2	1	36062937	36062937	1	DIPLOID
X3144	23p	1	0	46727860.5	46727860.5	1	HETLOSS
X3144	23q	1	0	95386639.5	95386639.5	1	HETLOSS
