sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X429	1q	2	1	123842430.5	125423830.5	0.99	DIPLOID
X429	3p	1	0	42351000	43148516	0.98	HETLOSS
X429	5q	1	0	110020400	123396100	0.89	HETLOSS
X429	6p	1	0	211300	211300	1	HETLOSS
X429	7p	1	0	9708200	9708200	1	HETLOSS
X429	8p	1	0	35022100	35212300	0.99	HETLOSS
X429	8q	2	0	46409793	57756193	0.8	CNLOH
X429	10p	1	0	30000500	30000500	1	HETLOSS
X429	13q	1	0	96152700	96152700	1	HETLOSS
X429	15q	1	0	40341940	40341940	1	HETLOSS
X429	16p	2	1	36698013.5	36698013.5	1	DIPLOID
X429	16q	2	1	52878486.5	52878486.5	1	DIPLOID
X429	17p	1	0	22415800	22415800	1	HETLOSS
X429	18p	2	1	13714552.5	13714552.5	1	DIPLOID
X429	20p	1	0	24776224	24809224	1	HETLOSS
X429	22q	1	0	36638242	36638242	1	HETLOSS
X429	23p	1	0	9779300	9779300	1	HETLOSS
X429	23q	1	0	45904900	49030682	0.94	HETLOSS
