# Using amp_thresh=0.25, del_thresh=0.25
Sample	Low	High
TCGA-05-5425-01	-0.658000	1.363000
TCGA-44-A479-01	-0.250000	0.627000
TCGA-49-AAR0-01	-0.250000	0.613000
TCGA-49-AAR2-01	-0.918000	0.846000
TCGA-50-5066-02	-0.810000	1.721000
TCGA-50-5946-02	-1.126000	3.440000
TCGA-55-8302-01	-0.682000	1.036000
TCGA-62-8398-01	-0.721000	0.949000
TCGA-L4-A4E6-01	-0.250000	0.250000
TCGA-L9-A743-01	-0.250000	0.752000
TCGA-MP-A4SV-01	-0.882000	0.558000
TCGA-MP-A4SY-01	-0.250000	0.997000
TCGA-05-4244-01	-1.543000	1.944000
TCGA-05-4249-01	-1.066000	1.528000
TCGA-05-4250-01	-0.838000	1.604000
TCGA-05-4382-01	-1.543000	1.368000
TCGA-05-4384-01	-1.186000	1.264000
TCGA-05-4389-01	-1.543000	1.532000
TCGA-05-4390-01	-1.086000	2.953000
TCGA-05-4395-01	-0.931000	3.402000
TCGA-05-4396-01	-1.246000	1.217000
TCGA-05-4397-01	-1.202000	1.613000
TCGA-05-4398-01	-1.543000	2.038000
TCGA-05-4402-01	-0.918000	0.782000
TCGA-05-4403-01	-0.250000	2.004000
TCGA-05-4405-01	-0.994000	2.911000
TCGA-05-4410-01	-1.273000	1.794000
TCGA-05-4415-01	-1.087000	1.480000
TCGA-05-4417-01	-0.990000	1.867000
TCGA-05-4418-01	-1.003000	0.987000
TCGA-05-4420-01	-1.013000	1.584000
TCGA-05-4422-01	-1.314000	1.245000
TCGA-05-4424-01	-1.109000	1.341000
TCGA-05-4425-01	-1.317000	1.204000
TCGA-05-4426-01	-1.213000	1.889000
TCGA-05-4427-01	-1.543000	1.328000
TCGA-05-4430-01	-1.026000	3.598000
TCGA-05-4432-01	-1.543000	1.424000
TCGA-05-4433-01	-1.240000	0.250000
TCGA-05-4434-01	-1.543000	0.723000
TCGA-05-5423-01	-1.252000	2.620000
TCGA-05-5428-01	-0.936000	3.907000
TCGA-05-5429-01	-1.143000	0.820000
TCGA-05-5715-01	-1.543000	2.016000
TCGA-35-3615-01	-1.294000	1.338000
TCGA-35-4122-01	-1.012000	1.790000
TCGA-35-4123-01	-1.108000	1.066000
TCGA-35-5375-01	-1.304000	2.384000
TCGA-38-4625-01	-1.543000	2.079000
TCGA-38-4626-01	-0.665000	2.320000
TCGA-38-4627-01	-1.245000	1.541000
TCGA-38-4628-01	-1.062000	1.169000
TCGA-38-4631-01	-0.980000	1.164000
TCGA-38-4632-01	-1.077000	2.362000
TCGA-38-6178-01	-1.272000	1.933000
TCGA-38-7271-01	-0.676000	1.579000
TCGA-38-A44F-01	-0.766000	0.685000
TCGA-44-2655-01	-1.345000	2.090000
TCGA-44-2657-01	-1.004000	1.773000
TCGA-44-2659-01	-1.543000	3.907000
TCGA-44-3396-01	-1.216000	1.685000
TCGA-44-3398-01	-0.944000	0.935000
TCGA-44-3919-01	-1.307000	1.350000
TCGA-44-5643-01	-1.186000	3.691000
TCGA-44-5644-01	-1.468000	2.317000
TCGA-44-6144-01	-1.036000	1.628000
TCGA-44-6145-01	-1.198000	0.941000
TCGA-44-6148-01	-0.250000	2.226000
TCGA-44-6774-01	-0.993000	3.907000
TCGA-44-6776-01	-1.328000	1.271000
TCGA-44-6777-01	-1.070000	3.907000
TCGA-44-6778-01	-1.158000	3.907000
TCGA-44-6779-01	-0.914000	1.999000
TCGA-44-7659-01	-1.349000	1.213000
TCGA-44-7660-01	-1.018000	1.406000
TCGA-44-7661-01	-0.709000	1.168000
TCGA-44-7662-01	-1.124000	2.174000
TCGA-44-7667-01	-1.029000	1.267000
TCGA-44-7669-01	-1.543000	3.252000
TCGA-44-7670-01	-1.543000	3.907000
TCGA-44-7671-01	-0.914000	0.977000
TCGA-44-7672-01	-1.100000	3.907000
TCGA-44-8117-01	-1.502000	1.337000
TCGA-44-8119-01	-0.829000	2.121000
TCGA-44-8120-01	-1.114000	1.283000
TCGA-44-A47A-01	-0.902000	2.663000
TCGA-44-A47B-01	-0.893000	1.230000
TCGA-44-A47F-01	-1.119000	1.228000
TCGA-44-A47G-01	-0.742000	0.860000
TCGA-44-A4SS-01	-0.766000	0.801000
TCGA-44-A4SU-01	-1.237000	1.619000
TCGA-49-4486-01	-1.323000	1.237000
TCGA-49-4487-01	-1.517000	1.777000
TCGA-49-4488-01	-1.543000	2.159000
TCGA-49-4490-01	-1.543000	2.173000
TCGA-49-4494-01	-1.543000	2.487000
TCGA-49-4501-01	-1.543000	1.229000
TCGA-49-4505-01	-1.409000	2.752000
TCGA-49-4506-01	-0.949000	1.405000
TCGA-49-4507-01	-1.543000	1.386000
TCGA-49-4510-01	-1.065000	0.684000
TCGA-49-4512-01	-1.543000	2.330000
TCGA-49-4514-01	-1.214000	1.187000
TCGA-49-6742-01	-1.105000	1.376000
TCGA-49-6743-01	-0.935000	2.660000
TCGA-49-6744-01	-1.057000	1.917000
TCGA-49-6745-01	-1.157000	2.948000
TCGA-49-6761-01	-1.444000	3.250000
TCGA-49-6767-01	-1.543000	1.913000
TCGA-49-AAQV-01	-1.516000	1.980000
TCGA-49-AAR3-01	-0.778000	0.876000
TCGA-49-AAR4-01	-1.178000	1.351000
TCGA-49-AAR9-01	-1.205000	1.364000
TCGA-49-AARE-01	-1.543000	0.871000
TCGA-49-AARN-01	-1.217000	0.940000
TCGA-49-AARO-01	-1.543000	1.665000
TCGA-49-AARQ-01	-0.916000	2.270000
TCGA-49-AARR-01	-0.250000	0.250000
TCGA-4B-A93V-01	-1.211000	3.907000
TCGA-50-5044-01	-0.526000	1.188000
TCGA-50-5045-01	-1.314000	3.433000
TCGA-50-5049-01	-1.489000	1.323000
TCGA-50-5051-01	-0.909000	1.634000
TCGA-50-5055-01	-1.014000	3.907000
TCGA-50-5066-01	-1.291000	1.471000
TCGA-50-5068-01	-0.991000	2.033000
TCGA-50-5072-01	-0.949000	1.360000
TCGA-50-5930-01	-0.644000	1.363000
TCGA-50-5931-01	-1.104000	2.027000
TCGA-50-5932-01	-1.260000	1.221000
TCGA-50-5933-01	-1.434000	2.758000
TCGA-50-5935-01	-1.543000	0.961000
TCGA-50-5936-01	-1.156000	0.647000
TCGA-50-5939-01	-1.191000	0.250000
TCGA-50-5941-01	-0.790000	3.907000
TCGA-50-5942-01	-1.373000	0.250000
TCGA-50-5944-01	-1.543000	1.259000
TCGA-50-5946-01	-0.959000	2.246000
TCGA-50-6590-01	-0.838000	1.625000
TCGA-50-6591-01	-0.799000	3.907000
TCGA-50-6592-01	-1.251000	2.007000
TCGA-50-6593-01	-1.543000	3.907000
TCGA-50-6594-01	-1.239000	0.845000
TCGA-50-6595-01	-0.773000	3.042000
TCGA-50-6597-01	-1.096000	1.583000
TCGA-50-6673-01	-1.139000	2.474000
TCGA-50-7109-01	-1.492000	3.306000
TCGA-50-8457-01	-0.595000	1.142000
TCGA-50-8459-01	-1.183000	0.250000
TCGA-50-8460-01	-1.207000	1.168000
TCGA-53-7624-01	-1.543000	1.724000
TCGA-53-7626-01	-1.335000	1.370000
TCGA-53-7813-01	-1.019000	2.444000
TCGA-53-A4EZ-01	-0.780000	1.368000
TCGA-55-1592-01	-1.543000	3.907000
TCGA-55-1594-01	-1.543000	1.590000
TCGA-55-1595-01	-1.543000	2.374000
TCGA-55-1596-01	-1.132000	1.932000
TCGA-55-5899-01	-1.066000	1.986000
TCGA-55-6543-01	-1.130000	1.883000
TCGA-55-6642-01	-0.888000	1.565000
TCGA-55-6712-01	-1.543000	1.941000
TCGA-55-6968-01	-1.238000	1.096000
TCGA-55-6969-01	-0.938000	2.955000
TCGA-55-6970-01	-0.250000	3.907000
TCGA-55-6971-01	-1.024000	1.810000
TCGA-55-6972-01	-1.055000	1.044000
TCGA-55-6975-01	-1.244000	0.910000
TCGA-55-6978-01	-1.152000	3.907000
TCGA-55-6979-01	-0.904000	3.907000
TCGA-55-6980-01	-1.543000	1.537000
TCGA-55-6981-01	-1.188000	1.897000
TCGA-55-6982-01	-1.543000	1.522000
TCGA-55-6983-01	-1.543000	2.081000
TCGA-55-6984-01	-0.759000	0.742000
TCGA-55-6985-01	-1.543000	1.121000
TCGA-55-6986-01	-1.139000	0.250000
TCGA-55-6987-01	-1.255000	3.025000
TCGA-55-7281-01	-0.945000	0.934000
TCGA-55-7283-01	-1.176000	1.020000
TCGA-55-7284-01	-0.250000	1.198000
TCGA-55-7570-01	-1.178000	0.858000
TCGA-55-7573-01	-1.002000	1.491000
TCGA-55-7574-01	-1.131000	2.517000
TCGA-55-7576-01	-1.543000	0.769000
TCGA-55-7724-01	-1.059000	1.360000
TCGA-55-7725-01	-1.204000	1.139000
TCGA-55-7726-01	-1.543000	1.643000
