sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2825	1p	3	1	69517391.5	69517391.5	1	LOSS AFTER
X2825	2p	2	1	32382951	32382951	1	DOUBLE LOSS AFTER
X2825	2q	2	0	136397120	144724700	0.94	LOSS BEFORE
X2825	3p	3	1	797416	797416	1	LOSS AFTER
X2825	3q	3	1	95064403	105851149	0.9	LOSS AFTER
X2825	5q	3	1	95926213	98783187	0.97	LOSS AFTER
X2825	6q	1	0	73894527	82781183	0.89	LOSS BEFORE & AFTER
X2825	7q	4	2	58921544	59318773	0.99	TETRAPLOID
X2825	8p	2	1	44788804.5	44788804.5	1	DOUBLE LOSS AFTER
X2825	8q	2	1	99251651.5	99251651.5	1	DOUBLE LOSS AFTER
X2825	9p	2	0	10980096.5	10980096.5	1	LOSS BEFORE
X2825	9q	2	0	82537696.5	90958396.5	0.91	LOSS BEFORE
X2825	10q	3	0	31235775	32895750	0.95	CNLOH BEFORE & LOSS
X2825	11q	2	1	40848500	41178753	0.99	DOUBLE LOSS AFTER
X2825	12p	3	1	34948929.5	34948929.5	1	LOSS AFTER
X2825	12q	3	1	97257022.5	97257022.5	1	LOSS AFTER
X2825	13q	3	0	62570800	62570800	1	CNLOH BEFORE & LOSS
X2825	15q	2	1	70474200	70474200	1	DOUBLE LOSS AFTER
X2825	16p	4	1	25692013.5	25692013.5	1	CNLOH AFTER
X2825	16q	2	0	41168171	51312389.5	0.8	LOSS BEFORE
X2825	17p	2	0	13990126.5	13990126.5	1	LOSS BEFORE
X2825	18p	2	0	15278500	15278500	1	LOSS BEFORE
X2825	20p	4	2	28149690	28149690	1	TETRAPLOID
X2825	20q	4	2	32273032	36082355	0.89	TETRAPLOID
X2825	21q	3	1	34790916	34790916	1	LOSS AFTER
X2825	23p	2	1	10678660.5	10678660.5	1	DOUBLE LOSS AFTER
X2825	23q	2	1	85122393.5	94843786.5	0.9	DOUBLE LOSS AFTER
