estimate	p_values	FDR
13q	818	0.00694719312565715	0.298729304403258
3p	1378	0.0979671508394182	0.983869994801219
2q	1011	0.11160232772385	0.983869994801219
6q	1363	0.136624318579538	0.983869994801219
15q	1358	0.140478784102158	0.983869994801219
2p	1007.5	0.140932403157226	0.983869994801219
11q	1026	0.225747266901302	0.983869994801219
9p	1023.5	0.26429443029297	0.983869994801219
10p	1317	0.270795025057926	0.983869994801219
7p	1305	0.306482522116605	0.983869994801219
16p	1071	0.417419961904273	0.983869994801219
3q	1276.5	0.427333147424362	0.983869994801219
14q	1075	0.436009994119219	0.983869994801219
8q	1278	0.437261321634767	0.983869994801219
12p	1273	0.441191087546893	0.983869994801219
21p	1273.5	0.446382500234078	0.983869994801219
17q	1268	0.476318855886061	0.983869994801219
17p	1077	0.486906675772669	0.983869994801219
9q	1083	0.49391385852505	0.983869994801219
10q	1104.5	0.54399859410204	0.983869994801219
Xq	1253	0.549051268697298	0.983869994801219
18p	1101	0.574375839758904	0.983869994801219
20q	1106	0.595222759852868	0.983869994801219
5p	1105	0.60133044428219	0.983869994801219
18q	1114.5	0.656245442137395	0.983869994801219
8p	1219	0.740696071087583	0.983869994801219
21q	1213.5	0.740829215113319	0.983869994801219
5q	1205.5	0.784217816836716	0.983869994801219
7q	1207	0.784893664419557	0.983869994801219
6p	1137	0.786916210603902	0.983869994801219
20p	1138	0.788474823786563	0.983869994801219
11p	1205.5	0.798216509794284	0.983869994801219
12q	1142	0.802355903620334	0.983869994801219
19p	1204.5	0.807619581057665	0.983869994801219
4q	1204.5	0.814050627736539	0.983869994801219
Xp	1198	0.85668829344511	0.983869994801219
22p	1149	0.862476839589035	0.983869994801219
19q	1195	0.869466507033635	0.983869994801219
16q	1170	0.985097603328011	0.992390196075933
1q	1175.5	0.986470672208171	0.992390196075933
4p	1175	0.990979845480437	0.992390196075933
22q	1171	0.991081339421536	0.992390196075933
1p	1171.5	0.992390196075933	0.992390196075933
