estimate	p_values	FDR
4q	1419	0.0625098878731624	0.652875850039297
4p	1407	0.0784310847151177	0.652875850039297
19q	946	0.0834049617185168	0.652875850039297
1q	1367.5	0.0999988685570527	0.652875850039297
14q	970	0.105702188014112	0.652875850039297
16p	976	0.116442793385171	0.652875850039297
2q	1022	0.138163520896185	0.652875850039297
17p	971	0.142399438172391	0.652875850039297
8q	984	0.161136145770341	0.652875850039297
21q	1006	0.168583506090572	0.652875850039297
18p	1001	0.177948224936849	0.652875850039297
10q	1023	0.182197911638874	0.652875850039297
9p	1339	0.215006714372897	0.708814681819834
15q	1316	0.254927059720526	0.708814681819834
8p	1016.5	0.256533313479879	0.708814681819834
9q	1318	0.269379792873237	0.708814681819834
12p	1313	0.280229060254353	0.708814681819834
11q	1054.5	0.32920107104093	0.745828763974824
16q	1042	0.329552244547015	0.745828763974824
Xq	1295.5	0.357834100103586	0.769343315222711
12q	1264	0.457668572096798	0.83542641237099
13q	1077	0.467108699739816	0.83542641237099
19p	1080.5	0.469901437132312	0.83542641237099
7q	1259.5	0.483489795400101	0.83542641237099
1p	1246	0.489265572589084	0.83542641237099
3p	1251	0.530580043448734	0.83542641237099
5q	1099.5	0.532189556590458	0.83542641237099
2p	1104.5	0.54399859410204	0.83542641237099
20p	1106.5	0.607773926621095	0.864420473861708
3q	1106.5	0.611015010237596	0.864420473861708
11p	1111	0.623186853249138	0.864420473861708
10p	1122	0.698354909743477	0.936026967138441
17q	1126.5	0.728819170651544	0.936026967138441
22p	1218.5	0.740114346109465	0.936026967138441
6q	1162	0.934268876599271	0.997027058108949
20q	1163	0.939500601444614	0.997027058108949
7p	1183	0.941107255870808	0.997027058108949
21p	1165	0.954457982726198	0.997027058108949
18q	1180	0.960216250861827	0.997027058108949
6p	1167	0.966594253031696	0.997027058108949
Xp	1178.5	0.970600308226773	0.997027058108949
5p	1169	0.978386369911254	0.997027058108949
22q	1174	0.997027058108949	0.997027058108949
