estimate	p_values	FDR
9p	1073	0.00912634977019182	0.259219366917882
7p	1048	0.0133072525834753	0.259219366917882
17p	529	0.0180850721105499	0.259219366917882
7q	1005.5	0.0309465212200511	0.267662532694884
22q	557	0.0311235503133586	0.267662532694884
19q	582.5	0.0505124274527034	0.362005730077708
17q	610	0.0905493590983797	0.453239973186431
2p	638	0.101099714349052	0.453239973186431
8q	618	0.114591076479178	0.453239973186431
11p	634.5	0.13021796265291	0.453239973186431
4q	634.5	0.138891672018069	0.453239973186431
9q	946	0.144600179037883	0.453239973186431
15q	646	0.146245875039524	0.453239973186431
8p	630	0.147566502897908	0.453239973186431
13q	645	0.168909786582918	0.484208054871031
4p	649.5	0.183950377138827	0.494366638560597
18q	926.5	0.208265730996854	0.526789790168513
12p	671	0.23776077968185	0.567938275777361
22p	665.5	0.250949470692322	0.567938275777361
5p	680	0.28488596094029	0.596343970490025
10p	682	0.291237753030012	0.596343970490025
2q	704	0.321602051816402	0.628585828550239
Xq	893.5	0.347829165508	0.650289309427999
11q	701	0.372374939515415	0.667171766631786
1q	713	0.401767383942487	0.686007877785789
14q	711	0.414795460986756	0.686007877785789
6q	719.5	0.48054951811922	0.751186756032287
21q	724	0.508398657161137	0.751186756032287
19p	860	0.513127678111046	0.751186756032287
Xp	860.5	0.536296266357317	0.751186756032287
20p	728.5	0.54933592448157	0.751186756032287
16q	727.5	0.559022702163562	0.751186756032287
3q	738	0.609540884268138	0.779611480769579
21p	740	0.631054604059825	0.779611480769579
5q	747	0.634567484347332	0.779611480769579
18p	751	0.69769074450806	0.833352833717961
3p	756	0.722969756580676	0.84020809548565
10q	772	0.829500532944798	0.904275673965164
20q	812.5	0.84635495877494	0.904275673965164
1p	777	0.859050469109711	0.904275673965164
12q	774.5	0.862216340292366	0.904275673965164
6p	781	0.920842723816693	0.942767550574233
16p	784.5	0.945633866806873	0.945633866806873
