estimate	p_values	FDR
amp13_7q34    	1162	0.00096807135723074	0.0919667789369203
amp26_17p11.2 	502	0.00973103918312175	0.256199047034685
del47_17p11.2 	502	0.00973103918312175	0.256199047034685
amp25_15q26.3 	506	0.0107873282961973	0.256199047034685
del19_6p22.1  	1061	0.0164982027347972	0.260836322344708
del50_17q12   	530	0.0195328595289806	0.260836322344708
del27_9p24.3  	1048	0.0225121508543621	0.260836322344708
del52_17q21.31	537	0.0230175221681803	0.260836322344708
amp16_9p24.2  	1044	0.0247108094852881	0.260836322344708
amp30_19q13.2 	574	0.0521005450892143	0.494955178347536
del43_15q14   	583	0.0626128266295354	0.505764807380662
amp7_2q31.2  	584	0.0638860809322941	0.505764807380662
del44_16p13.11	598.5	0.0847978650533287	0.592043206927476
amp10_5p15.33 	600	0.0872484725998385	0.592043206927476
del56_19q13.42	615	0.114992580306614	0.685279793524116
del28_9q33.3  	963	0.127862263436798	0.685279793524116
amp22_14q11.2 	624	0.134711093655257	0.685279793524116
amp5_2q11.2  	625	0.137055958704823	0.685279793524116
del46_16q24.3 	625	0.137055958704823	0.685279793524116
del26_8q21.2  	638	0.170451566729078	0.731470144988166
del63_22q13.33	640	0.176089403056278	0.731470144988166
del3_1p11.2  	943	0.178958362424861	0.731470144988166
del51_17q21.31	643	0.184543280744325	0.731470144988166
amp24_15q13.2 	643	0.184792457681221	0.731470144988166
del18_6p25.3  	655	0.222865310355967	0.81898261919983
amp18_11q14.1 	658	0.23320071890314	0.81898261919983
amp19_12p13.33	661	0.24387152501423	0.81898261919983
del1_1p36.21 	664	0.254873843868406	0.81898261919983
del5_1q44    	665	0.258626090273631	0.81898261919983
del45_16q22.1 	665	0.258626090273631	0.81898261919983
amp20_12q13.2 	910	0.29405182122933	0.880372738144791
del54_19p13.3 	680	0.319398613333194	0.880372738144791
del12_4p16.1  	902	0.327771474428182	0.880372738144791
amp17_10q26.13	683	0.332585857508906	0.880372738144791
del8_3p26.3  	896	0.355353817583599	0.880372738144791
del55_19p12   	688	0.355353817583599	0.880372738144791
amp9_4p16.3  	894	0.364727069147215	0.880372738144791
del49_17p11.2 	695	0.388793834589112	0.880372738144791
del7_2q37.3  	695	0.388828104780339	0.880372738144791
del41_15q11.2 	886.5	0.401232209840925	0.880372738144791
amp4_2p25.1  	886	0.403743291555781	0.880372738144791
del17_5q35.3  	884	0.41384064866152	0.880372738144791
del25_8p23.1  	700	0.41384064866152	0.880372738144791
amp21_13q33.1 	703	0.42934824195887	0.880372738144791
del62_22q11.21	704	0.434565613847981	0.880372738144791
amp12_6p21.33 	879	0.43983793232779	0.880372738144791
del29_9q34.13 	879	0.439851149359456	0.880372738144791
del53_18q23   	876	0.455876084944205	0.880372738144791
del32_11p15.5 	712	0.477744675205857	0.880372738144791
del24_8p23.1  	714	0.488874758128479	0.880372738144791
del23_8p23.1  	715	0.494515448392426	0.880372738144791
del39_14q11.2 	723	0.540733164892677	0.880372738144791
amp6_2q14.1  	724	0.546657141115625	0.880372738144791
del48_17p11.2 	854	0.582572021805909	0.880372738144791
amp8_3q26.2  	733.5	0.604499016079172	0.880372738144791
del61_21q22.3 	734	0.607619281960384	0.880372738144791
amp31_20p13   	849	0.613878633569201	0.880372738144791
amp3_1q21.2  	736	0.620166250641349	0.880372738144791
del42_15q11.2 	848	0.620166250641349	0.880372738144791
del37_13q11   	737	0.6264568333819	0.880372738144791
del9_3p12.1  	847	0.626481757170029	0.880372738144791
del2_1p36.11 	845	0.63918279716074	0.880372738144791
del10_3q29    	740	0.645591761934263	0.880372738144791
del60_21q11.2 	740	0.645591761934263	0.880372738144791
del4_1q31.3  	741	0.652010248162281	0.880372738144791
del21_7p22.1  	741	0.652014944693571	0.880372738144791
amp28_19p13.11	842	0.658464046319032	0.880372738144791
del22_7q22.1  	842	0.658464046319032	0.880372738144791
del30_10q11.22	840	0.671437236093454	0.880372738144791
del15_4q35.2  	744	0.671438353481213	0.880372738144791
del16_5q13.2  	839	0.677951738272918	0.880372738144791
amp15_8q24.3  	837	0.69108266993015	0.880372738144791
amp14_8p11.1  	747	0.691083728329697	0.880372738144791
del34_11q11   	837	0.691083728329697	0.880372738144791
del31_10q23.31	836	0.697679499600023	0.880372738144791
del40_14q32.33	749	0.704298190515833	0.880372738144791
del6_2p25.3  	830	0.737719513589142	0.910173425856733
amp11_5q31.3  	758	0.764821902029062	0.916327520485064
amp29_19q12   	825.5	0.767859894788415	0.916327520485064
del35_12p13.31	759	0.771644227776896	0.916327520485064
del38_13q14.2 	764	0.805996919311328	0.933793629343715
amp27_17q25.3 	764	0.806011343222996	0.933793629343715
amp2_1p34.2  	816	0.833780930566131	0.942966528616458
del11_4p16.3  	816	0.833780930566131	0.942966528616458
del33_11p14.2 	813	0.854747092728129	0.951912976801319
del57_19q13.42	812	0.861731747420141	0.951912976801319
amp1_1p36.33 	810	0.875816325743823	0.956351160294979
del13_4q13.2  	776	0.889911709759772	0.957444100600398
del59_21p11.2 	807	0.896973946878267	0.957444100600398
del14_4q13.2  	782	0.932389679320693	0.977469078067612
amp23_14q32.33	783	0.939494710497217	0.977469078067612
del36_12q24.33	784	0.946601633497056	0.977469078067612
del58_20p13   	797	0.967945652992235	0.988761688540455
amp32_20q13.33	793	0.996437459136491	0.996437459136491
del20_6q27    	793	0.996437459136491	0.996437459136491
