"1p"	"1q"	"2p"	"2q"	"3p"	"3q"	"4p"	"4q"	"5p"	"5q"	"6p"	"6q"	"7p"	"7q"	"8p"	"8q"	"9p"	"9q"	"10p"	"10q"	"11p"	"11q"	"12p"	"12q"	"13q"	"14q"	"15q"	"16p"	"16q"	"17p"	"17q"	"18p"	"18q"	"19p"	"19q"	"20p"	"20q"	"21q"	"22q"	"Xp"	"Xq"
"TCGA.10.0930.01"	0.197	-0.255	0	0	0.367	0.367	-1.293	-1.293	0.59	0.59	-0.574	0	0.347	0	-0.23	0.473	-1.026	0	0.323	0.323	-0.712	-0.712	1.058	1.058	-1.293	0	-0.451	0	-0.567	-0.649	-0.649	0.468	-0.198	0	0	-0.557	0	-0.683	0	-0.372	-0.372
"TCGA.10.0931.01"	0	0	0	0	0	0	-0.947	-0.947	0	0	0	0	-1.004	-1.004	-0.992	0	-0.913	0	0	0	0.896	0.896	1.099	0	-0.955	0	0	0	-0.966	0	2.098	-0.965	-0.965	0	0	0.848	0	0	-1.041	0	0
"TCGA.10.0933.01"	0	2.778	0.945	0.945	0	2.948	0	0	1.93	0	1.934	1.934	0	0	0	0.954	0.949	0	1.914	0.941	0	0	1.954	0	0.952	0	0	0	0	-1.028	0	0	0	0	2.706	1.801	3.657	0	-1.07	0.421	0.421
"TCGA.10.0934.01"	0	0	0	0	0	0	0	0	0	-1.085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TCGA.10.0935.01"	0	0.548	0.525	0.525	0.539	0.848	-0.635	-0.635	0	0	0	-0.581	-0.655	0	0.738	1.264	0.589	0	-0.116	-0.648	0	0	0	0	1.197	0	0	-0.651	-0.651	0	0	0	0	0	0	2.23	2.23	0	0	0	0
"TCGA.10.0936.01"	0	0	0	0	1.148	1.148	0	0.523	1.846	1.59	0	0	0	0	-0.713	2.296	-0.129	-0.717	0	0	0	0	0	0.501	-0.684	0	0	0.449	0	-0.13	0.58	0	-0.609	-0.591	-0.591	2.034	2.034	0.337	0	0.34	0.34
"TCGA.10.0937.01"	0	0	0	0	0	0	0	-0.901	1.805	0	0	-0.963	-0.987	0	1.754	1.754	0	0	0	0	-1.007	-1.007	0	0	-0.396	0	0	-0.994	-0.994	-0.897	0	0.927	-0.966	0	0	0	0	-0.935	-1.005	0.268	-0.544
"TCGA.10.0938.01"	0	0.354	-0.328	0	-0.455	-0.455	0	0	-0.459	-0.459	0	0	-0.471	0	0	0.986	-0.48	-0.953	-0.469	-0.469	-0.473	-0.943	0.269	0	-0.474	-0.963	0.413	-0.51	-1.001	-0.48	-0.48	0	0	1.286	-0.481	2.099	2.099	0	-0.481	-0.309	-0.309
"TCGA.13.0714.01"	0	0	0	0	0	0	0	0	-0.656	-0.656	0	0	0	0	-0.985	0	0	-0.736	0	0	0	0.953	0	0	0	0	0	-0.96	-0.96	-0.949	-0.949	-0.979	-0.979	0	0	0	0	0	-0.252	0	0
"TCGA.13.0717.01"	0.386	0.386	0	0	0	0	-0.866	-0.866	0	-0.855	0.504	-0.702	0.778	0.778	0	0.785	-0.883	-0.442	0	0	0	0	0.363	0.363	-0.395	0	-0.902	-0.525	-0.525	-0.89	-0.89	0	0.447	0	0.613	0.524	0.524	0	-0.502	-0.89	0.373
"TCGA.13.0720.01"	-0.921	-0.921	0	0	0	0	0	-0.936	0	0	-0.909	0	0	0	0	0	0	0	0	0	0	0	0	-0.88	-0.866	-0.913	0	-0.909	-0.909	-0.864	-0.864	-0.918	-0.918	0	0	0.712	0	0	-0.89	-0.856	0.564
"TCGA.13.0723.01"	0.59	0.59	0	0	0	0	0	0	0.374	-0.632	0.561	0.561	0	0	-1.293	0.589	0.602	0.602	0	0	-1.218	-1.218	0.554	0.554	0	-0.472	-0.597	-1.293	-1.293	-0.613	-0.613	-0.649	0	-0.614	-0.614	0.759	1.261	-0.614	-0.589	-0.746	-0.746
"TCGA.13.0724.01"	0.434	0.716	0.756	0.317	0.387	0.971	0	-0.384	-0.388	-0.388	-0.066	1.086	-0.08	0.319	-0.701	0.399	-0.353	-0.353	-0.939	-0.939	0.061	-0.325	-0.362	-0.362	-0.386	-0.344	-0.331	0.092	-0.414	-0.29	-0.29	-0.332	-0.332	-0.324	-0.324	0.739	0.739	1.155	-0.307	0	0
"TCGA.13.0725.01"	0	0	0	0	0	0	-0.953	-0.953	0.845	0	0	0	0	0	-0.956	-0.099	0	0	0	-0.714	-0.948	0	0	0	-0.951	0	-0.951	0	0	-0.938	0	0	0	0	0	0.907	0.907	0	-0.925	-0.305	-0.305
"TCGA.13.0726.01"	0.781	0	0	0	0	0	0.792	0	0	0	0	-0.954	0	-0.916	-0.033	1.818	0	0	0	0	0	0.532	0	-0.964	-0.924	-0.945	0	0	-0.954	-0.961	0	-0.936	-0.936	0	-0.929	0	0	0.622	0	0.31	-0.428
"TCGA.13.0727.01"	0	0.536	0	0	0	1.77	-0.665	-0.665	1.357	0	0	0	0	0	0	0	0	0	0.639	0.639	0.579	0	0.598	0.598	0.687	0	0	-0.726	-0.726	-0.654	0	-0.696	-0.696	0.438	0.438	3.548	3.548	0	-0.759	0.277	0.277
"TCGA.13.0730.01"	0	0	0.624	0.624	-1.001	-0.093	-0.639	-0.639	0.679	-0.658	-0.532	0	0.615	0	-0.659	-0.659	1.049	0	1.411	0.655	0	-0.551	3.657	0.59	0	-0.635	-0.625	-0.584	-0.584	-0.639	0	0	-0.61	-0.61	0	0	1.79	-0.701	-0.609	0	0
"TCGA.13.0751.01"	1.799	1.799	-0.136	0.608	0.389	1.125	-0.395	-0.395	1.774	0.388	-0.114	-0.372	-0.377	-0.377	0.405	1.463	0.716	-0.381	0.677	-0.362	-0.375	-0.052	0.005	-0.385	-0.397	-0.371	-0.369	-0.432	-0.432	0	0	-0.372	-0.372	-0.37	0.637	1.108	1.108	-0.392	-0.371	2.052	1.494
"TCGA.13.0755.01"	0	0	0	0	0	0	-0.763	0	0	0	0	-0.993	0	0	-0.905	0.769	0	-0.93	0	0	0	0	-0.676	-0.933	-0.95	0	0	0	-0.929	-0.892	0	-0.955	-0.955	0	-0.675	0	0	0	0	-0.903	0
"TCGA.13.0757.01"	0.273	0.273	0.531	0.258	-0.378	0.844	-0.447	-0.447	1.153	0	-0.463	-0.463	1.073	0.376	-0.926	-0.926	0	-0.636	1.389	0	0	-0.892	0.493	0	0	-0.396	-0.436	-0.397	-0.397	-0.599	-0.599	-0.378	-0.378	0	0	0.888	0.888	0	-0.867	-0.748	0
"TCGA.13.0758.01"	0	0	-0.368	-0.368	0	0	0	0	0	0	-0.479	-0.479	-0.977	0	-0.981	0	0	0	0	-0.944	-0.908	-0.908	-0.461	-0.918	-0.967	-0.915	-0.921	-0.895	-0.836	-0.841	-0.841	-0.919	-0.919	-0.848	0	0	0	-0.432	-0.34	-0.299	-0.299
"TCGA.13.0760.01"	0.39	0.39	0.302	0.302	0.403	0.403	-0.354	-0.354	1.458	-0.372	0.393	0.393	0.405	0.405	-0.384	-0.384	-0.349	-0.349	-0.031	-0.367	-0.322	-0.042	0.363	0.363	0	-0.359	-1.114	-0.353	-0.353	-0.402	0	-1.148	-1.148	0.264	0.264	0.347	0.347	-0.316	0.327	-0.899	0
"TCGA.13.0761.01"	-0.256	0	0	0	0	0.841	0	0	-0.913	-0.913	0	0	0	0	-0.685	1.728	0	0	0	0	0	0	0	-0.372	0	-0.4	0.485	-0.879	-0.879	-0.824	-0.824	0	0	0	-0.77	0	0	-0.854	-0.822	-0.879	0.432
"TCGA.13.0762.01"	0	1.04	0	0	0.301	0	-0.623	-0.623	0	0	1.015	-0.826	0	0.503	-1.069	-0.645	-0.275	-0.642	0	0	0	0	1.383	0.067	0	0.505	-0.279	-0.275	-0.697	0	-1.059	1.099	1.099	-0.03	-0.614	0.539	0.539	0.368	0.361	-0.609	0
"TCGA.13.0764.01"	0	0	0	0	0	0.688	-0.432	0	0	-0.843	0.778	0.427	0	0	0	0	0.161	-0.45	-0.008	-0.425	-0.394	0.45	0.506	0	-0.916	0	0	-0.492	-0.917	-0.915	0	-0.094	-0.094	1.477	-0.465	1.562	0	0	-0.455	-0.554	0
"TCGA.13.0766.01"	0	0	0	0	0	0	-0.883	-0.883	1.3	-0.89	-0.515	-0.515	0	0.88	-0.499	0	0	-0.864	0	0	0	0	-0.864	-0.864	-0.882	-0.535	0	-0.884	-0.884	-0.863	-0.863	-0.878	-0.878	0	0	0	0.581	0	-0.863	-0.367	-0.102
"TCGA.13.0768.01"	0.565	0.565	0	0	0	1.746	-0.294	-0.294	0	0.71	0	0	1.057	1.057	-1.018	0.057	0.425	-0.387	0.954	-0.998	-0.896	-0.263	0	0	-1.053	1.963	0	0	0	0.37	0.857	1.747	0	-1.064	-1.064	0	0.277	0.914	0	0.318	0.318
"TCGA.13.0791.01"	0	0	0	0	0	0	0	0	-0.095	-0.561	0	0	0	0	0	0	-0.869	-0.869	0	0	0	0	0	0	0	0	0	-0.453	-0.453	-0.796	-0.796	0	0	0	0	0	0	-0.404	-0.815	0	-0.262
"TCGA.13.0792.01"	0	-0.516	0	0	-0.545	0	0	0	1.374	0.568	0.665	0	0	0	-1.224	0.423	0.53	0	0	-0.506	0	0	1.77	-0.604	-0.507	-0.548	0.584	-0.605	-0.605	-0.555	0	-0.555	-1.224	0	0	0	0	-0.459	0	-0.306	0.226
"TCGA.13.0793.01"	0	0	0	0	0	0	-0.877	-0.877	0	-0.88	-0.884	-0.884	0	0	-0.928	0	0	-0.863	0	0	-0.924	0.778	-0.899	-0.899	-0.859	0	-0.922	-0.912	-0.912	-0.936	-0.936	-0.976	-0.976	0	0	0	0	0	0	0	-0.815
"TCGA.13.0794.01"	-0.298	-0.298	0	0	-0.293	-0.293	0	0	0	-0.864	0	0	0	-0.296	-0.352	-0.352	0	0	-0.367	-0.367	0	0	0	0	0	0	-0.356	-0.368	-0.368	-0.887	0.916	-0.295	-0.557	0	0	0.637	0.637	-0.35	-0.913	-0.613	-0.613
"TCGA.13.0795.01"	0	0.364	0	0	-0.312	1.48	-0.737	-0.737	-0.39	-0.39	0.9	0.9	0	1.034	-0.731	0	-0.808	-0.808	0	0	0.331	-0.271	0.998	0.335	-0.36	-0.773	0	-0.791	-0.791	-0.806	-0.806	0.624	0	-0.845	1.065	0	1.097	1.481	-0.316	-0.425	-0.425
"TCGA.13.0797.01"	0	0	0	0	0	0.635	0	-0.889	0	0	0	-0.497	0	0.885	-0.948	0	0	0	0	0	0.767	0.767	0	0	-0.899	0	0	0	-0.875	-0.943	-0.943	0	-0.921	0	0	0	0	0	0	-0.3	0.385
"TCGA.13.0799.01"	0	0.812	0	0	0	0	-0.863	0	0	0	0	-0.896	0	0	-0.916	0	2.243	0	0	0	0	0	0	0	-0.912	-0.899	0	0	0.76	-0.897	0	0	0	0	0	0	0	0	-0.924	-0.744	-0.744
"TCGA.13.0800.01"	0	0.925	1.723	0	0.647	0.647	0	0	0	0	1.017	-0.635	0	0	0.925	0.925	0	0	-0.077	-0.618	0	0	1.16	1.16	-0.324	0	0	0	0	0.384	0.384	-0.651	-0.651	-0.737	-0.737	0.479	0.479	0	-0.74	0	0
"TCGA.13.0801.01"	-0.866	0	0	0	0	0	-0.941	-0.941	0.937	-0.011	-0.52	-0.52	0	0	-0.988	0	0	-0.888	0	-0.925	0	0	0	-0.926	0	0	-0.733	-0.94	-0.94	-0.873	-0.873	0	0	0	0	0.318	0	0	-0.933	-0.626	-0.626
"TCGA.13.0802.01"	0	0.435	0.581	0	0	0.961	0.602	-0.022	0	-0.575	0	-0.607	0	0	-0.722	0.571	-0.55	0	0.801	0.509	-0.627	0	0.607	0	-1.293	0	0	0	-0.643	-0.645	0	0.255	0.255	0.58	0.58	0.49	0.49	0	-1.293	0	0
"TCGA.13.0803.01"	0	0	0	0	0	0	-0.334	-0.334	-1.293	-1.293	-0.262	-0.756	0	0.473	-0.373	-0.373	0.121	-0.392	-0.339	-0.339	-0.424	0	-0.253	-0.253	0.598	-0.872	0	-0.445	0	-0.883	-0.524	-0.855	-0.855	-0.337	-0.757	0.502	0.502	-0.375	-0.307	0	0
"TCGA.13.0804.01"	0	0	0	0	0	0.768	-0.915	-0.915	1.861	-0.923	0	0	0	0	-0.904	0	-0.899	-0.899	0	0	-0.892	-0.892	0	0.738	-0.88	0	0	0	-0.89	-0.888	-0.888	-0.902	-0.902	0	-0.84	-0.761	-0.761	0	-0.867	-0.301	0.363
"TCGA.13.0805.01"	0	0	0	0	0	0	-0.872	-0.872	-0.834	0	0	0	0	0.88	-0.871	0	-0.893	-0.893	0	0	0	0	0	-0.89	-0.905	0	0	-0.892	-0.892	-0.884	-0.884	0	-0.91	0.783	-0.856	0	0	0	-0.874	-0.282	-0.282
"TCGA.13.0807.01"	0	0	0	0	0	0	0	0	0	0.617	0	-0.688	0.59	0.59	-1.293	0.654	2.111	-0.288	0.82	-0.699	0	0	-0.693	-0.693	0	0	-0.658	-0.658	-0.658	-0.653	0	-0.933	-0.933	0.007	-0.594	0	0	0	-0.622	-0.343	-0.343
"TCGA.13.0883.01"	0	0	0	0.475	0	0	0.371	-0.508	1.126	0.282	-0.535	-0.797	0.535	0.535	-0.367	0.488	-0.774	-0.774	0	0	0	0	2.608	-0.761	-0.862	0	-0.331	0	-1.122	0	0	-0.755	-0.755	0.384	0.384	0	0	-0.755	-0.762	-0.736	-0.736
"TCGA.13.0884.01"	0	0	0.391	0.391	1.54	1.54	0	-0.292	0.537	-0.388	-0.644	-0.644	0	0	1.928	1.928	0.975	-0.425	1.267	0.489	0	0	0.477	0.477	0	-0.428	-0.395	-0.793	-0.793	-0.993	-0.993	-0.408	-0.408	0.831	0	0.62	1.193	0	-0.315	0	-0.358
"TCGA.13.0885.01"	0.324	0	0	0	-0.34	0	-1.095	-1.095	0.352	0	0.401	0.401	0	0.887	-1.108	-0.845	0	-0.51	1.312	1.312	0	0	-0.168	-0.646	-0.444	-0.509	-0.748	-0.639	-1.117	-1.096	-1.096	0.652	0.652	-0.603	0.521	1.952	0.512	0	-1.114	0	0
"TCGA.13.0886.01"	0	0	0	0	0	0	0	0	0.929	0	1.015	0	0.997	0	0	0	-1.027	-1.027	-1.009	-1.009	-0.426	0	0	0	0	-0.944	0	-0.95	-0.95	-0.918	-0.918	0	-1.026	0.236	-0.857	0	0.661	0	-0.919	0	0
"TCGA.13.0887.01"	0	0.276	0	0	-1.293	0	-0.412	-0.82	-1.293	-1.293	-0.9	-0.9	-0.299	-0.299	-0.953	-0.953	0	0	0	0	0.28	0.28	0	0	0	-0.433	-0.479	-0.902	-0.902	-0.779	-0.779	0	-0.952	0	0	0.955	0.816	-0.345	-0.85	-0.034	-0.785
"TCGA.13.0888.01"	0.506	0.506	0.844	0.844	0	1.042	-0.253	-0.253	0	0	0.634	-0.322	0.705	0.705	-0.633	0	-1.293	-1.293	0.873	0	0.361	0	1.583	1.035	0	0	0	0.464	-0.605	0	0	0.511	0	0.255	0.255	0.828	0.828	0.268	-1.293	0	0
"TCGA.13.0889.01"	0	0	0	0	0	0	-1.014	-1.014	0.864	0	0	-0.968	0	-0.985	0	0	-0.826	-0.826	-0.293	-0.293	0	0	0	0	0	0	-1.07	0.419	-0.578	-1.021	0	0	0	0	0	0	0	0	-1.084	0	0
"TCGA.13.0890.01"	0.437	0.437	-0.101	-0.504	-0.737	-0.737	-0.689	-0.689	-0.295	-0.766	-0.689	-0.689	-0.763	-0.29	-0.785	0.784	-0.707	0	2.616	0.408	0.389	0.389	0.475	0.475	-0.704	0	0.305	-0.799	-0.799	-0.902	-0.559	0.445	-0.172	0	0	0.27	0.27	0.406	-0.932	0.165	-0.512
"TCGA.13.0891.01"	0	0	-0.93	-0.93	0	0	0	0	-0.993	-0.993	0.057	-0.47	-1.008	0	0	0	0	0	-0.014	-0.495	0	-1	-0.475	-0.475	-0.96	-0.385	-0.979	-0.473	-0.473	-0.984	-0.984	-0.989	0	0	0	0	0	-0.756	-0.985	-0.401	-0.401
"TCGA.13.0893.01"	0.919	-0.799	0.886	0.886	0	0	0.878	0	-0.774	-0.774	0	0	0	0	2.364	3.657	0.526	0.526	-0.755	-0.755	0	1.536	-0.764	-0.764	-0.802	-0.684	0	-0.796	-0.796	-0.635	-0.635	0.749	0	0	0	-0.842	-0.014	0	0	0	0
"TCGA.13.0897.01"	0	0	0	0	0	1.042	-1.001	0	0	0	-1.015	-1.015	-1.028	-1.028	0.056	2.836	0	0	0	0	0	1.016	0	0	0	0	0	0	0	0.09	1.075	0	0	0	0	-0.962	0	0	-0.993	0.463	0.02
"TCGA.13.0899.01"	0	0.978	0.295	0	0.651	0.651	-0.454	-0.454	0.539	-0.437	-0.463	-0.463	0.381	0.381	-0.491	0.046	0	-0.484	-0.387	-0.387	-0.445	-0.445	2.883	0	0.523	0.556	0	-0.539	-0.539	0	0	0.625	-0.594	0.218	-0.998	0.487	0.487	-0.481	0	0	0
"TCGA.13.0900.01"	0	0	0	0	0	0	-1.108	0	0	-1.102	-1.048	-1.048	0	0	0	1.148	0	-0.895	0	0	-1.105	-1.105	0	0	-1.138	0	0	0	0	-1.188	0	0	-1.178	-1.13	0	0	0	0	-1.172	-0.315	-0.315
"TCGA.13.0901.01"	0	0.825	0.759	0.759	0	0.769	0	0	0.08	-0.78	0.873	0	1.814	1.814	-1.293	-1.293	-0.768	0	0.668	0.668	-0.773	0	2.974	0	-0.766	0.806	0	0.834	0	-1.293	-1.293	0.869	0.869	-1.293	-1.293	0	0.876	0	-1.293	-0.321	0.272
"TCGA.13.0903.01"	0	0	0	0	0	0	-1.019	-1.019	0	0	1.03	0	0	0	-0.173	0.848	0	0	0	0	0	0	0	-0.968	-1.017	0	0	-1.005	-1.005	-0.964	-0.964	-1.012	-1.012	0	-0.953	0	0	0	-0.977	0	0
"TCGA.13.0904.01"	0	0	-0.635	-0.635	0	0	-1.293	-0.977	0.645	-0.661	0	0	1.092	1.092	0	-0.688	-0.56	-0.56	-0.631	-0.631	-0.655	-0.655	0.227	-0.658	-0.187	0	-1.293	-0.701	0	-0.699	-0.699	0.637	0.637	-1.215	0	0.514	0	0.334	-0.671	0	0
"TCGA.13.0905.01"	-1.002	-1.002	0	0	0	0	0	0	2.386	-1.018	-1.02	-1.02	0	0	0	0	0	0	0	0	0	0	-1.045	-1.045	0	0	-0.893	0	0	-1.027	-1.027	0	0	0	0	0	1.164	1.212	0	0	0
"TCGA.13.0906.01"	0	0	0.826	0	-0.971	0	0	-0.95	0.508	-0.453	0	-0.937	0	0	-1.002	0	-0.92	0	0	0	-0.282	-0.906	0.698	0	-0.978	-0.957	0.849	-0.967	-0.967	0	0	0	-0.96	0	0	0	1.011	-0.835	-0.973	0	0
"TCGA.13.0908.01"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.104	3.657	-1.126	-1.126	0	0	-1.074	0.356	-1.1	-1.1	0	0	0	0	-1.007	-1	-1	0	-1.114	-0.963	-0.963	0	0	0	-0.96	-0.434	-0.434
"TCGA.13.0910.01"	0	0.957	0	0	0	0.962	-1.002	-1.002	0	0	-1.019	-1.019	0	0	0	0	0	0	0	0	0	0	0	0.973	-0.971	0	-1.019	-1.021	-1.021	-1.05	-1.05	-1.001	-1.001	0.801	0	0	0	0	-1.036	-0.315	-0.315
"TCGA.13.0911.01"	0.493	0.493	0	0	1.182	2.3	-0.588	-0.588	3.657	3.003	-0.654	-0.654	0	0	0.088	0.639	0.578	0.578	0.206	-0.561	0	0	0	-0.448	0	0	-0.554	-0.604	-0.604	-0.598	-0.598	-0.553	-0.553	-0.577	-0.577	0	1.106	0.389	-0.626	0	0
"TCGA.13.0912.01"	0	0	0	0	0	0	-1.045	-1.045	0	0	0	0	0	0	-1.052	0	0	0	0	0	0	0	3.657	0	0	0	0	-1.019	-1.019	-1.055	0	0	-1.035	0	0	0	0	-1.033	-1.055	0	-0.442
"TCGA.13.0913.01"	0	0	0.909	0	0	0	0	-0.961	0	0	0	0	0	0	-1.293	-1.293	0	-0.96	0	0	-0.976	-0.976	0	-0.978	0	-0.995	0	0	0	0	0	0	-0.977	0	0	0.96	0.96	-0.98	-1.011	-0.414	-0.414
"TCGA.13.0916.01"	0	0	-0.76	-0.76	0	0	0	-0.845	-0.851	-0.851	0	0	0	0	-0.894	-0.855	0	0	0	-0.815	0	-0.83	0	0	-0.83	0	0	-0.865	-0.865	-0.858	-0.858	0	0	0	0	0	0	-0.852	-0.875	0	-0.722
"TCGA.13.0919.01"	0.254	0.254	0.252	0.252	0	0	-0.296	-0.296	-0.341	-0.341	-0.924	-0.924	-0.319	-0.319	2.364	3.657	0.258	0.005	0.435	0.435	0	0	-0.313	-0.878	-0.916	-0.907	0.302	-0.492	-0.915	-0.838	-0.838	0	0	-0.777	-0.777	0.271	0.271	-0.319	-0.793	-0.263	-0.263
"TCGA.13.0920.01"	-0.83	0.008	0.592	0.592	0	0	-0.333	-0.333	-0.386	-0.92	1.008	1.008	0	0	-1.293	-1.293	0	0	0	0	-0.884	0.127	0.344	-0.212	0	0	0	-0.91	-0.91	0.344	0.344	0.639	-1.017	0.335	0.335	1.459	0.329	-0.598	-0.259	-0.276	-0.276
"TCGA.13.0921.01"	0	0.703	0.612	0	-0.019	0.614	-0.706	-0.706	0	0	-0.69	-0.69	0.646	0.646	0	0.595	-0.662	-0.662	-0.646	-0.646	-1.293	-0.349	0	-0.324	1.266	-0.652	-0.607	0	0	-0.606	0.851	0	0	-0.58	-0.58	-0.621	0	-0.642	-0.583	0.091	1.012
"TCGA.13.0923.01"	0	0.528	0	0	0	0	0	0	0	0	0.608	-0.493	0.274	0.274	0	0	0.414	-0.622	0	-0.361	-0.535	-0.535	2.061	-0.691	-0.73	-0.69	0	-0.598	-0.598	-0.687	0	0	-0.617	-0.255	-0.255	1.101	1.796	0	-0.763	0.368	-0.077
"TCGA.13.0924.01"	0	0	-0.337	-0.337	0	0	-0.98	-0.98	0	-0.968	0.723	0.723	0	0	-0.975	1.25	-0.972	-0.972	0	0	0	0	0	0	-0.964	0	0	-0.984	-0.963	-0.99	-0.402	-0.955	-0.955	-0.867	0	0	0	0	-1.014	-0.293	-0.293
"TCGA.13.1403.01"	0	0	0	0	0	1.099	-1.042	-1.042	1.096	0	0	0	0	0	-1.033	0	-1.069	-1.069	0	0	0	0.991	-1.074	0	-0.274	0	0	0	-0.892	-1.057	-1.057	-1.08	-1.08	-0.961	-0.961	0	1.251	0	0	0	0
"TCGA.13.1404.01"	0	0	0	0	0	0	0	-1.096	1.219	0	1.154	-1.024	0	0	0.073	1.169	0	0	0	0	-1.099	0	0	0	-1.138	0	0	-1.134	-1.134	-1.085	-1.085	0	0	-1.027	-1.027	0	0	-1.083	-1.091	-1.293	0.232
"TCGA.13.1405.01"	0	0	0	0	0	0	1.247	0	-1.084	-1.084	-1.088	-1.088	0	0	0	0	0	0	0	0	0	0	-1.073	-1.073	0	-1.035	-1.054	-1.074	-1.074	-1.021	-1.021	-1.085	-1.085	-1.023	-1.023	0	0	0	0	-0.493	-0.493
"TCGA.13.1407.01"	0	0	0.519	0.519	0	0.657	-0.587	-0.587	0.506	-0.739	0.641	-0.853	0.511	0.511	-0.884	-0.884	-0.004	-0.847	0.855	0	0.522	0.522	0.477	0.477	0.539	-0.314	-0.823	-0.876	-0.876	-0.913	-0.913	0.842	0	0	0	1.495	1.495	0	-0.882	-0.437	-0.437
"TCGA.13.1408.01"	0.581	0.878	0.577	0	-0.608	-0.608	-0.634	-0.634	1.068	0.088	-0.815	-1.293	0.887	0	-0.231	0.572	0.558	-0.226	-0.512	-0.512	-0.351	-0.351	0	-0.365	0.309	0.328	-1.023	-0.539	-1.079	-0.372	0.816	0.613	-1.285	1.103	1.103	1.633	1.633	-0.042	-0.596	0	-0.417
"TCGA.13.1409.01"	-0.557	0.616	0.534	0.534	-1.095	0.733	-1.097	-1.097	0	0	0.26	0.26	0	0	0.681	0.681	-1.105	-1.105	0.666	0	-0.577	-0.577	0	0	-0.332	0	-0.56	0	0	-1.116	-1.116	-0.618	-0.618	0	0	0.804	0.804	-0.612	-1.122	-0.791	0.502
"TCGA.13.1410.01"	0.827	2.38	0.644	0.644	0.696	2.84	-0.721	-0.721	0	0	-0.792	-0.792	1.492	1.492	-0.8	0.751	-1.293	-1.293	0	0	0.762	0.762	0	-0.748	0	0	-0.798	-0.822	-0.822	0	0	1.302	1.302	0.947	0.947	-0.816	3.476	1.514	0	0	0
"TCGA.13.1411.01"	0	0	-1.293	-1.293	-0.672	-0.672	-1.293	-1.293	-0.314	-1.293	0.061	-0.695	1.155	1.155	-1.293	1.178	-0.658	-0.658	0.433	0	-0.679	-0.679	1.044	-0.658	0	0	-0.636	-0.634	-0.634	-0.657	-0.657	0	-0.673	-0.669	1.866	0	0	-0.27	-0.607	0	0
"TCGA.13.1412.01"	0	0	0.837	0.837	0	1.209	0	0	0	-1.013	0.954	0	0	0.894	0	0	-1.136	0	1.285	1.285	0	1.123	0	0	0.909	0	0	0	-1.013	1.244	1.244	0	0	-1.028	-1.028	0	1.438	0	-1.105	-0.905	-0.512
"TCGA.13.1477.01"	-0.95	-0.098	0	0	0	0	0	0	0	0	0.831	0	0	0	0	0	0	0	0.828	0.828	-0.957	-0.957	0	0	0	0	0	0	0	0	0.856	0	0	0	0	0	0	0	0	0	0
"TCGA.13.1481.01"	0	0.795	0	0	0	0.432	-0.006	-0.356	1.158	0	0.374	-1.293	0	0	-0.812	1.159	-0.873	0	0.284	0.284	0	0	0	0	0.711	-0.648	-0.703	0	-0.494	-0.786	-0.433	0.45	0	0.311	0	0.699	0.699	0	-0.696	0	0
"TCGA.13.1482.01"	0	0	0	0	0	0	0	0	0	0	0	-0.937	0.831	0.831	-0.946	0	0	0	0	0	-0.917	-0.917	0	0	-0.945	-0.922	-0.901	0	0	-0.871	-0.871	0	0	0.982	0	0	0	0	-0.874	0	0
"TCGA.13.1483.01"	0	0	0	0	0	0	-0.82	-0.82	0	0	0.04	-0.801	0	0	-0.923	0.121	-0.857	-0.857	0	0	-0.427	-0.782	-0.798	-0.798	-0.599	0	0	0	-0.966	-0.087	0.664	0	-0.843	-0.609	-0.707	0	0	0	-0.783	-0.335	-0.335
"TCGA.13.1484.01"	-0.491	0.396	-0.275	-0.275	0.255	0.255	-0.512	-0.512	0.463	-0.497	0.841	-0.502	0.88	0.88	-0.918	0.937	-0.483	-0.483	-0.025	0.823	-0.511	0	0	0	0	0	-1.234	-0.488	-0.488	-0.464	-0.464	-0.399	-0.399	0	-0.456	1.451	1.451	-0.509	-0.471	0	0
"TCGA.13.1485.01"	0	1.885	0	0	0	0	0	0	0	0	0	0	0.953	0.953	1.88	1.88	-1.05	0	0	0	0	0	0.966	0.966	0	0	0	0	0	0	0	0	0	0	0	0.965	0.965	0	0	0	0
"TCGA.13.1487.01"	0	0	0	0	-0.492	0.688	-0.571	-0.571	0	0	0	0	-0.581	-0.581	-1.291	0	-0.552	-0.552	0	0	-0.489	-0.489	0	0	-0.597	-0.575	-0.545	0	-0.511	-0.496	0	-0.584	-0.584	0	0	0.505	0.505	-0.556	-0.528	0	0
"TCGA.13.1488.01"	0	0	0	0	0	0.498	-0.316	-0.316	0.441	0	0.596	0.596	-0.121	0.258	0.65	0.65	0.637	0.403	0	-0.514	0	0	-0.333	-0.326	-0.332	0	-0.473	0	0	-1.188	-0.433	0	0	0	0	0.648	0	-0.588	0	0.773	0.345
"TCGA.13.1489.01"	-0.778	-0.778	0	0	0.098	0.944	-0.867	-0.867	0	0	0	0	0	0	0	0	-0.851	-0.851	-0.857	-0.857	-1.293	-0.062	-0.855	-0.855	-0.868	-0.952	-0.87	-0.906	-0.906	-0.208	0.616	0	0	-0.815	-0.815	-0.32	-0.32	0	-0.831	0	0
