"1p"	"1q"	"2p"	"2q"	"3p"	"3q"	"4p"	"4q"	"5p"	"5q"	"6p"	"6q"	"7p"	"7q"	"8p"	"8q"	"9p"	"9q"	"10p"	"10q"	"11p"	"11q"	"12p"	"12q"	"13q"	"14q"	"15q"	"16p"	"16q"	"17p"	"17q"	"18p"	"18q"	"19p"	"19q"	"20p"	"20q"	"21q"	"22q"	"Xp"	"Xq"
"TCGA.24.1419.01"	0	0	0	0	0	0	0	-0.827	-0.105	-0.953	0	0	0	0	-0.127	0.818	-0.795	-0.795	0	0	0	0	0	0.673	-0.944	0	0	-0.946	-0.946	0	0	0	0	0	0	-0.804	0	0	-0.944	-0.667	-0.667
"TCGA.24.1422.01"	0	0.391	0.607	0.607	-0.635	1.018	-0.632	-0.632	0	0	0	0	0	0	-1.293	0	-1.293	-1.293	0	0	0	0.513	0.33	0	0.533	-0.602	-0.569	0.382	-0.584	-0.542	-0.542	-1.293	-1.293	0	0	0.597	0.597	0	-0.57	-0.356	0
"TCGA.24.1423.01"	-0.929	-0.204	0	0	0	0.585	0	-0.891	0.823	0	0.777	0	0	0	-0.34	0.578	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.915	-0.915	-0.44	-0.9	0	0	0.705	0.705	0.578	-0.87	-0.62	-0.62
"TCGA.24.1424.01"	-0.372	-0.372	0.462	0.462	0.437	0.437	0	0	-0.046	-0.913	0.926	0.926	0.669	0.669	-0.954	-0.392	0.437	-0.449	0.507	0.507	-0.279	0	0.565	0.565	-0.417	-0.523	-0.428	0	0	-0.479	-0.479	0	-0.417	-0.442	-0.442	0.893	0.893	0.409	-0.908	-0.363	-0.363
"TCGA.24.1425.01"	0	0	0	0	0	0	-0.934	-0.934	0.883	0.883	0	0	-0.857	-0.857	0	0	0.879	0	-0.926	0	0	0	-0.834	-0.834	-0.941	0	0	0	-0.945	-0.767	-0.767	-0.951	-0.951	0	0	0	0	-0.915	-0.917	0.171	-0.53
"TCGA.24.1426.01"	0	0	0	0	0.287	0.778	-0.883	-0.883	0	0	-0.886	-0.886	-0.888	-0.888	0	0	-0.897	-0.897	-0.251	0	0	0	0	0	0	0	-1.293	-0.952	-0.952	-0.9	0	0	0	0.491	0.491	0	0.694	0	-0.917	-0.313	-0.313
"TCGA.24.1427.01"	0	0	0	0	0	0.776	0.635	0.635	0.351	0	-0.599	-0.599	-1.293	-0.295	-0.623	0.687	-0.62	0	0.835	0.75	-0.619	0.016	1.18	0	0	-0.622	0.6	0	-1.293	-0.48	-0.48	-0.369	-0.925	0	0	-0.586	1.301	0	-0.611	-0.706	-0.706
"TCGA.24.1428.01"	0	0	0.452	0	0.431	0.431	-0.169	-0.048	0.918	-0.233	-0.104	-0.494	0.504	0.504	-0.703	0	0.518	0.518	0.381	0.381	-0.596	1.285	0	0	-0.464	0	-0.552	-0.068	-0.526	-0.226	-0.509	0.167	-0.356	0.482	0.482	-0.598	-0.598	0	-0.059	-0.301	-0.301
"TCGA.24.1430.01"	-0.811	0	0	0.399	0	0	0.724	0	-0.887	-0.887	0	0	0	0.755	0	0	-0.898	-0.898	0	-0.806	0	0	0.7	0	0	0	-0.907	0	-0.904	-0.849	-0.849	1.24	1.24	0	0	0.747	0	-0.919	-0.834	0	0
"TCGA.24.1431.01"	0.568	0.568	0	0	0	0	-0.594	-0.594	-1.293	-1.293	0	0	0.589	0.589	-1.293	-0.596	-0.596	-0.596	0	0	0	0.601	0	-0.63	0	0	-0.608	-0.591	-0.591	-1.293	0	-0.626	0	0	0.524	0.605	0.605	-0.604	-0.603	0	0
"TCGA.24.1434.01"	0.287	0.287	0.326	0.326	1.283	1.679	-0.367	-0.367	0.311	-0.088	-0.402	-0.402	-0.083	0.31	-0.123	0.299	0.286	0.286	0.019	-0.372	0.354	0.354	0.4	0.4	0	-0.349	-0.38	0	-0.358	-0.33	-0.33	0.367	0.367	-1.058	0.061	0.371	1.048	-0.689	-1.211	0	0
"TCGA.24.1435.01"	0	0	0	0	0	0	0	0	0.462	0	-0.116	-0.486	-0.445	-0.445	0	0	0	0	-0.931	-0.931	-0.92	0	-0.948	0	-0.95	0	0	0	-0.377	-0.906	0	0	0.399	0	0	-0.963	0	0	-0.917	-0.285	-0.285
"TCGA.24.1436.01"	0.481	0.481	0.446	0.446	0.561	0.561	0	0	0.336	-0.59	0	0	-0.353	0.649	-0.847	2.245	1.969	0.327	0.979	0	-0.091	0.301	0.266	0	0	0	-0.281	-0.251	-0.251	0	0	-0.313	-0.313	0.382	0.382	0.991	0.991	0.601	0	0	0
"TCGA.24.1463.01"	0	0	0	0	0	0	-0.905	-0.905	0	-0.918	0	0	-0.848	0	0	0.735	-0.89	0	0	0	-0.881	-0.881	0	0	0	-0.878	-0.85	-0.838	-0.838	-0.8	-0.8	-0.885	-0.885	-0.784	-0.784	-0.855	-0.004	0	0	0	0
"TCGA.24.1464.01"	0.266	0.266	-0.895	-0.895	-0.645	0	0	0	-0.306	-0.306	0	0	-0.887	0	-0.686	0.549	-0.87	-0.87	0	0	0	0	0	0.719	-0.901	-0.852	0	0	-0.851	-0.83	0	0	0	-0.36	-0.36	0.501	0.501	0	-0.795	0	0
"TCGA.24.1466.01"	0.542	0.542	0	0	0	0	0	0	-0.935	-1.293	0	0	0	0.636	0	0.451	0.364	0.364	0.572	-0.519	-0.571	-0.044	0.52	0.52	-0.823	-0.631	-0.735	-0.959	-0.959	-0.631	-0.631	0.411	0.411	0	0	0.415	0.415	0.309	-0.643	0.364	-0.493
"TCGA.24.1467.01"	0	0	0.383	0.383	0.44	0.44	0	0	0	-0.968	-0.958	-0.958	0	0	-0.494	0.478	0	0	-0.48	-0.48	0	0	0	0	0.424	0	0	0	0	-0.949	-0.384	0	0	0.872	-0.922	0	0	0	0	0	0
"TCGA.24.1469.01"	0.313	0.313	0.367	0.367	0	0.992	0	0	1.294	-0.266	0.437	0.437	-0.41	-0.41	0	0	0.38	-0.637	0.95	0	0	0	0.364	0.364	-0.552	-0.547	-0.647	0	-0.677	0	0	0	0	0	0	0.967	0.967	0	0	0	0
"TCGA.24.1470.01"	0	0	0	0	0.749	0.749	-0.881	-0.881	0	0	0	0	0	0	-0.912	0	0	0	0	0	-0.858	0	0	0	0	0	0	0	-0.9	-0.89	-0.89	-0.864	-0.864	0	-0.894	0	0	0	0	0.485	-0.024
"TCGA.24.1471.01"	0.903	0.903	0	0	0	0	-0.423	-0.423	0.878	0.878	-0.357	-0.357	0	0	0	0	0.502	-0.388	-0.396	-0.396	0	0	-0.386	-0.386	0	-0.359	-1.098	-0.308	-0.308	-0.284	-0.284	-0.338	-0.338	0.344	0.344	-0.342	-0.342	-0.359	-0.294	0	0
"TCGA.24.1474.01"	0.531	0.531	0.412	0.412	1.227	1.227	0	0	0.467	0	1.167	1.167	0.39	0.39	0	0	0	0	-0.257	-0.257	-0.578	0	1.007	0.51	-1.293	0	0	-0.609	-0.609	0	0	-0.336	-0.336	0.899	0	1.398	1.398	0.251	-0.641	0.583	0.583
"TCGA.24.1544.01"	0	0.508	0.532	0.532	0	0	0	-0.6	0.621	0	0	0	0	0	-1.293	-0.615	0.665	-0.574	0.532	0	-0.575	-0.575	0.327	0.327	-0.607	-0.596	-0.575	0	0	-0.546	-0.546	-0.594	-0.594	-0.507	0	1.194	1.194	0	-0.551	0	0
"TCGA.24.1545.01"	0	0	0	0	-0.4	-0.4	0.093	-0.576	0	0	-1.293	-1.293	0	0	0	0	-0.629	-0.629	0	0	-0.574	-0.574	1.671	0.423	-0.609	0.49	0	-0.423	-1.287	-0.578	-0.578	-0.625	-0.625	0	0	0.609	0.609	0	-0.614	0	0
"TCGA.24.1546.01"	0	0	0	0	0	0	0	0	0	-0.855	-0.906	-0.906	-0.931	0.921	-0.954	-0.056	-0.758	0	0	0	0	0	0.279	0	0	-0.937	0	0	0	-0.968	-0.608	-0.932	-0.932	0	0	0.854	0.854	0	0	-0.367	-0.367
"TCGA.24.1548.01"	0	0	0	0	-0.567	0.058	-0.585	-0.585	-0.58	-0.58	0	0	-0.608	0.741	-0.611	-0.611	0	0	0.664	0.664	0	0	1.79	0.673	-1.293	-0.552	-0.606	-0.623	-0.623	-0.648	-0.648	-0.508	-0.508	0.303	1.213	0.687	0.687	-0.563	-0.659	0	0
"TCGA.24.1549.01"	0	0	0	0	0	0	0	0	0.178	-0.523	-0.343	0	0	0	-0.822	0	-0.342	-0.342	0	0	-0.843	0	0	0	-0.861	-0.866	-0.269	0	0	-0.896	0	0	0	-0.803	-0.803	0	0	-0.284	-0.892	-0.563	-0.563
"TCGA.24.1550.01"	0	0	0.798	0	-0.881	-0.881	0	0	0	-0.896	0	0	0	0	-0.887	0	-0.859	-0.859	0	0	-0.873	0	0	0	0	0	-0.859	0	-0.886	-0.857	-0.857	-0.881	0	0	1.471	0	0	0	-0.886	0	0
"TCGA.24.1551.01"	0	0	0	0	0	0.572	-0.712	-0.712	0	0	0	0	0	0	0	0	0	0	0	0	0.677	0.677	0	0	-0.701	-0.711	0.614	0	-0.724	-0.733	-0.733	-0.724	0	0.608	0.608	0	0	0	0	0	0
"TCGA.24.1552.01"	0	0	1.072	0	0	0	-0.538	-0.538	0	-0.558	-0.555	-0.555	0	0	-0.558	1.116	0.058	0.593	0	0	0	0	0	0	-0.6	-0.549	-0.541	-1.293	-1.293	-0.589	0.554	0	-0.5	0	2.395	-0.513	-0.513	0.108	-0.574	0	0
"TCGA.24.1553.01"	0	0.713	0.774	0.774	0.889	0.889	0	0	0.818	-0.883	-0.37	-0.903	0	0.838	-0.936	-0.936	0.645	0	0	0.66	0	0	0.788	0	0	0	-0.931	0	0	0	0	0	0	0	0	0.787	0.787	0	0	0	0
"TCGA.24.1555.01"	0	0	0	0	0.652	0	-0.861	-0.861	1.563	0	0.714	0	0	0	0	0.704	0	0	0	0	0	0	0	0	-0.9	0.714	0	-0.254	-0.254	-0.937	-0.937	0	0	0	0	0	0	0	-0.926	-0.453	0.506
"TCGA.24.1556.01"	0	0	0.415	0	0	0.747	0	0	1.115	0.641	0	-0.554	0	-0.437	-0.1	0.592	0.661	0	0	0	1.328	1.328	0	0	-0.554	0	-0.782	0	-0.651	0.511	0.511	0	0	0	0	0.545	0.545	0	0.532	0	0
"TCGA.24.1557.01"	0.418	0.418	0	0	0.362	0.362	0	0	0.518	0	0	0	0.491	0.491	0.545	0.545	0	0	0.341	-0.648	0	0	0	-0.572	0	0	-0.658	0	0	-0.442	-0.442	-0.556	-0.556	0.553	0.553	0.599	0.599	-1.095	-0.643	0	0
"TCGA.24.1558.01"	0	0.58	0.504	0.504	0.564	1.13	0.602	0.602	-0.65	-0.65	0.618	0.618	0.554	0.554	-1.293	0.571	0	-0.611	-0.572	0	0	0.429	0.539	0.539	-1.293	0	0.463	-0.692	-0.692	-0.707	-0.707	1.116	-0.669	0.732	0	0	0.574	0	0	0	0
"TCGA.24.1560.01"	0.46	0.46	0.407	0.407	0	0	-0.521	-0.521	0	0	-0.527	-0.527	0	0	0	0	-0.509	-0.509	0	0	0	0	0.47	0.47	-0.504	0	0	-0.49	-0.49	-0.488	-0.488	-0.505	-0.505	-0.456	-0.456	0	0	0	-1.067	0	0
"TCGA.24.1562.01"	0	0.529	0	0	0	0	-0.883	-0.883	0	0	0	-0.888	-0.613	0	0	0	0	-0.919	0	0	-0.883	-0.883	-0.917	0.261	0	0	0	-0.904	-0.904	-0.885	-0.885	-0.913	-0.913	0	0	0	0	0	-0.929	0	0
"TCGA.24.1563.01"	0	0	0	0	0	0	0	-0.91	0	0	1.051	1.051	0	0	0.156	0.44	-0.275	-0.933	0	0	-0.129	0.808	0.635	0.635	-0.907	0	0	-0.974	-0.974	-0.897	0	-0.935	-0.935	0	0	0	0	0	0	-0.75	0
"TCGA.24.1564.01"	-0.454	1.175	0	0	0.323	0.635	0	0	0	-0.501	0.167	-0.563	0.22	-0.474	-0.876	0.461	-1.097	-0.487	2.164	0.649	0.363	0.363	0.312	0.312	-0.521	-0.455	-0.437	-0.464	-0.464	-1.037	-1.037	-0.464	-0.464	-0.422	-0.422	0.631	0	0	-0.464	-0.48	0
"TCGA.24.1565.01"	0.904	0.904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94	0	0	0	0.836	0.836	0	-0.969	0	0	-0.946	0	0	0	0	-0.845	-0.845	0	0	0	-0.888	0	0
"TCGA.24.1567.01"	0	0	0	0	-0.921	0	-0.896	-0.896	-0.909	-0.909	0	-0.894	-0.907	-0.907	-0.888	0	0	0	0	0	-0.93	-0.93	0.515	0	-0.906	0	0	-0.923	-0.923	-0.835	0.727	0.784	-0.909	0	0	0	0.812	-0.92	-0.959	0	0
"TCGA.24.1603.01"	0	0.809	0	0	0	0	-0.185	-0.884	0	0	0	-0.895	0	0	0	0	-0.868	-0.868	0	0	0	0	0	0	-0.876	0	-0.863	0	-0.407	-0.877	-0.877	-0.611	-0.832	0	0	-0.907	0.489	0	-0.881	-0.262	-0.262
"TCGA.24.1604.01"	0	1.18	0.391	0.391	0	0.407	-0.55	-0.55	0.373	-0.035	0.523	0.12	0.578	0.578	-1.009	0	-0.557	-0.557	0	0	0.276	0.829	0.621	-0.507	0	-0.489	0	0.416	0.416	-0.56	-0.56	0	0	0.39	0	1.758	1.758	-0.386	-0.465	0	-0.263
"TCGA.24.1614.01"	0.435	0.435	-0.094	-0.588	0.493	0.493	-0.609	0	-0.108	-0.616	0.516	0.516	0.483	0.483	-0.544	0	0.767	0.767	-0.13	-0.588	0	0	1.331	-0.603	-0.602	-0.61	-0.639	1.594	0.294	-0.62	0.769	-0.653	-0.218	1.792	1.792	0	0	-0.607	-0.629	0	0
"TCGA.24.1616.01"	0.491	0	0.493	0.493	0	1.435	-0.589	-0.573	2.407	-0.599	0	0	0	0	0	0	0	-0.582	0.515	0.515	0	0.511	0.552	0.552	-0.61	0	-0.619	0.311	0.311	-0.609	-0.609	0.568	0	1.045	0.53	0.552	0.824	0	-0.641	0	0
"TCGA.24.1842.01"	0.32	0.32	0	0	0	0.94	-0.78	-0.78	0	0	-0.76	-0.76	0.659	0	-1.293	0	0.378	0.378	0	0	-0.351	-0.705	0.254	0	-0.773	0.251	0	0.335	0	-0.784	-0.784	0	0	0	0	0.254	0.254	0.275	-0.45	0	0
"TCGA.24.1843.01"	0	0	0	0	0	0.716	0.68	0.68	-1.293	-1.293	0.662	0	-0.652	0	-0.578	0	-0.617	-0.617	1.099	0	0	0	0	0	-0.638	-0.596	-0.418	-0.627	-0.627	-0.623	0	-0.499	-0.499	1.449	1.449	0.289	0.289	0.59	-0.55	0.269	-0.17
"TCGA.24.1844.01"	0	0.454	0.105	0.605	0	0	-0.008	-0.279	0.269	0	0	0	-0.396	0.017	-0.293	0.913	0.853	0.254	-0.306	-0.592	0	0	0.068	-0.265	-0.283	0.52	-0.797	-0.387	-1.188	-0.298	0	0.338	-0.47	0	0	1.067	1.067	0.306	-0.776	-0.737	-0.737
"TCGA.24.1845.01"	1.161	1.161	0.808	0.992	-0.581	0	-0.644	-0.644	0.486	0.486	1.075	-0.635	0.411	0.411	-0.606	0	0.617	-0.585	0	0	0	1.183	0.561	0.561	-0.62	0	-0.638	0.588	0.588	0.001	0.613	0.603	0.603	0.625	0.625	0.556	0.556	0	0	0	0
"TCGA.24.1846.01"	0	0	0	0	-0.887	0	0.006	-0.96	0	0	0	0	-0.97	-0.97	-0.883	0.805	0	-0.937	0	0	-0.942	0.002	0	0	-0.943	0	0	-0.924	-0.924	-0.914	0	0	0	-0.873	-0.873	0	-0.949	-0.942	-0.92	-1.207	0
"TCGA.24.1847.01"	0	0	-0.44	-0.44	0.868	2.352	-1.293	-1.293	0.938	-0.599	0	-0.636	-1.141	-0.48	0.306	1.432	0.818	0.818	0	0	0	0	0.236	0.236	-0.798	0	0	-0.75	-0.75	-0.75	-0.75	0	0	-0.309	0.598	0.556	0.556	0.526	0	-0.566	0
"TCGA.24.1849.01"	0	0	0	0	0	0	0	-0.997	0	0	-0.455	-0.455	0	0	0	0	0	0	-1.013	0	-1.009	0	-0.264	-0.986	0	0	0	0	0	-1.019	-1.019	-1.011	-1.011	0	0	0	1.23	-0.326	0	-0.273	-0.273
"TCGA.24.1850.01"	0	0.461	1.992	0.427	0.375	0.375	-0.273	-0.273	2.075	0.385	0.596	0.596	0.096	0.381	-0.288	-0.288	0.531	0.531	0.235	-0.261	0.193	0.204	1.246	1.246	-0.317	0	-1.153	0	0	-0.041	0.33	1.237	-0.258	0.883	0.312	2.439	0.753	-1.114	-0.362	0	0
"TCGA.24.1852.01"	0	0.277	0.447	0.447	-0.477	0	-0.523	-0.523	-0.983	-0.983	0.337	0	0	0	-0.408	0	-0.444	0	0.473	0	-0.503	0	0	-0.511	0	0	-1.023	0	-0.395	0	-0.53	-0.524	-0.004	3.073	3.657	1.544	1.544	0	-0.83	0	0
"TCGA.24.1920.01"	0	0	0	0	0.635	0.635	0	-1.293	-1.293	-1.293	0	0.379	0	0	0	0	0	0	0	0	-1.293	0	1.253	-0.682	0	0	0	0	0	-0.665	-0.665	-0.557	-0.557	1.659	0	0	1.467	-0.52	-0.683	0	0
"TCGA.24.1923.01"	0	0	-0.275	-0.275	0.368	0.368	-0.878	-0.878	-0.066	-0.889	-0.895	-0.895	0	0	0.295	0.295	0	0	-0.354	0	-0.287	-0.287	0	0	0	0.305	0	-0.886	-0.886	-0.908	-0.908	-0.91	-0.91	-0.441	0.282	0	0	0	-0.91	0	0
"TCGA.24.1924.01"	0.351	0.351	0	0	0	0	-0.472	0	0.089	-0.594	0	0	0	0.672	-0.933	0.771	1.004	-0.549	0.676	0	-0.338	0	0	0	0	-0.56	-0.558	-0.038	-0.275	0	-0.552	1.07	1.07	0	0	0	0.524	-0.577	-0.552	0	0
"TCGA.24.1927.01"	0	0	0	0	0	0.275	0	0	0	0	0.259	-0.903	0	0	-0.054	1.008	0	0	0	0	0	0	-1.293	-1.293	-1.016	-0.999	0	0	-1	-1.028	-1.028	-1.041	-1.041	0	0	0	0	0	0	0.824	0
"TCGA.24.1928.01"	0	0	0.328	0.328	0.713	1.462	0.376	-0.464	0.29	0	-0.281	0.046	0.348	0.348	-1.293	-1.293	0.374	0	3.657	2.81	0.354	0.354	0.339	0.339	-0.277	-0.487	-0.299	0	0	-0.621	0	-1.293	-0.83	0	0	1.437	2.627	0.284	0.932	-0.497	0
"TCGA.24.1930.01"	0	0.838	-0.684	-0.684	-0.695	1.365	-0.736	-0.736	0	-0.603	0	0	-0.733	-0.007	-1.293	0	-0.005	-0.692	0	0.673	-0.577	0	0.614	0.614	0.562	0	0	-0.653	-0.653	-0.635	-0.635	0	0	0	0	0.73	0.73	-0.673	-0.611	-0.394	-0.394
"TCGA.24.2019.01"	0	0	1.221	0	0.32	0.32	0	-0.43	-0.612	-0.612	-0.589	-0.589	3.657	0.892	0.273	0.874	-0.534	-0.534	-0.319	0	-0.522	-0.522	0.91	0.91	-0.534	-0.513	-0.506	-1.293	-1.293	-0.431	-0.431	-0.468	-0.468	-0.433	-0.433	1.947	1.947	0.739	-0.462	0	0
"TCGA.24.2020.01"	-0.993	0.405	-0.494	-0.494	0.525	0.898	-0.592	-0.592	2.485	-0.456	0.69	0	0.765	0.765	0.659	0.659	0.399	0.399	0.3	0.3	0	0	0.651	0.651	-0.084	0	0	-1.293	-1.293	-0.366	0	0.536	-0.626	1.106	1.106	2.087	1.105	-0.38	0	0	0
"TCGA.24.2023.01"	0	0	0	0	0	0	-1.029	-1.029	0	0	0	-1.004	0	0	-1.035	0	-1.037	-1.037	0	0	0	0	0	-1.019	-0.492	-1.023	0	-1.027	-1.027	-1.055	-1.055	-1.012	-1.012	0	0	0	0	-1.025	-1.071	-0.442	-0.442
"TCGA.24.2024.01"	-1.02	0.998	0	0	0	0	0	0	0	0	0	0	0	0	-1.043	0	-1.038	-1.038	-1.02	0	0	0	0	0	-1.032	-1.023	0	-1.027	-1.027	-1.002	0	0	0	0	0	0	0	0	0	-0.3	-0.3
"TCGA.24.2026.01"	0.79	0.79	0	0	0	0.726	0.318	0.318	1.058	-0.83	0.924	0	0.668	0.668	0	0	0.822	-0.824	-0.836	-0.836	-0.399	-0.025	-0.393	-0.393	-0.832	-0.389	-0.432	-0.829	-0.829	-0.365	-0.365	0.424	0.424	-0.778	-0.778	0.746	0.746	-0.696	-0.38	0	0
"TCGA.24.2027.01"	0	0	0	0	0.006	0.929	-1.004	-1.004	0	-0.996	-0.932	0	0	0	-0.302	0.701	-0.901	0	0	0	-0.899	1.685	0	0	0.977	0	0	-1.026	0	-0.961	0	-0.964	-0.964	0.84	0.906	0.738	0.738	0	-1.027	-0.3	-0.3
"TCGA.24.2029.01"	1.105	1.105	0.675	0	0	0	-1.047	-1.047	0	0	-0.263	-0.263	0	0	0	0	-1.029	-1.029	0	0	-0.389	0	0	0	0	0	0	-1.019	-1.019	-1.001	-1.001	0	-0.968	0	0	0	0	0	-0.998	0	0
"TCGA.24.2030.01"	0	0	0	0	0	0	-0.612	-0.612	-0.417	-1.293	0	0	0.541	1.05	-0.647	-0.647	-0.608	0	-0.611	-0.611	0.376	0	0	0	-0.653	0.798	-0.612	0	-1.293	-0.53	-0.53	1.557	0.784	0	0	0	-0.502	0	-1.293	0	0
"TCGA.24.2033.01"	0	0	0.643	0.643	0	0.519	0.689	0	0	0	0.617	0	0	0.665	0	1.668	0	-0.665	0	0	0	0.635	0.632	0.342	0	0	0	0	-0.685	-0.624	-0.624	0	0	0.217	0.782	0.775	2.417	0	-0.618	-0.835	0.278
"TCGA.24.2035.01"	0	0	0	0	0	0	0	0	0.924	0	0	0	0	0.878	-0.96	1.915	-0.946	-0.946	0	0	0	1.548	0	0	0	0	0	-0.88	-0.88	-0.459	0	0	-0.965	0	0	0	0	0	0	0.449	-0.396
"TCGA.24.2038.01"	0.91	0.91	0	0	0.958	0.958	0	0	0	0	0	0	0.99	0.99	0	0	0	0	0	0	0	0	0.96	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TCGA.24.2254.01"	0	0	0	0	0	0.874	-0.991	-0.991	-0.402	-0.959	0.744	0	-0.973	0.897	-0.958	-0.696	0	0	-0.896	-0.896	-0.959	-0.959	0	-0.958	-0.969	-0.973	-0.96	0	0	0	-0.939	-0.987	-0.987	0	0	0	0	0	-0.944	-0.332	-0.332
"TCGA.24.2260.01"	0	0	-0.55	-0.55	0	1.837	0	-0.585	3.657	-0.579	0.459	0	-0.598	-0.598	-0.661	1.999	-1.293	-1.293	1.239	0	-0.538	-0.538	1.084	1.084	-0.446	-0.58	-1.232	-0.621	-0.621	0	0	0	0	-0.609	-0.609	1.479	1.131	0.468	-1.293	0.421	0.421
"TCGA.24.2261.01"	0	0	0.4	0.4	0.226	1.851	-0.591	-1.293	-0.619	-0.619	0.206	-0.375	0.761	0.761	-1.293	-0.596	-0.33	-0.33	0.374	0.374	-0.307	-0.307	0.303	0.303	-0.623	0.054	-0.601	-1.293	-1.293	-0.62	0	0.347	-0.023	-0.686	0.788	0	0	0	-0.375	-0.574	0
"TCGA.24.2262.01"	0	0	0	0	-0.985	-0.985	0	0	0	0	0	-1.012	-1.029	-0.237	0.892	0.892	0	0	0	0	0	0	0	0	-0.991	0	0	-0.95	-0.95	-0.968	-0.968	0	0	0	0	0	0	0	-0.973	-0.464	-0.464
"TCGA.24.2267.01"	0	0	0	0	0	0	-0.621	-0.621	0.949	0	0	0	0	0.541	-0.565	-0.565	0.236	-0.557	0	0	-0.604	0	0	0	-0.588	-0.553	0	-0.543	-0.543	-0.589	-0.589	-0.586	-0.586	0.441	0.441	0	0	-0.512	-0.455	-1.102	0
"TCGA.24.2271.01"	0.734	0.734	0	0	0	0	-0.951	-0.951	-0.959	-0.959	-0.982	-0.982	0	0	1.68	1.68	0	0	0	0	0	0	0	0	0	0	0	0	-0.989	-0.963	0	-0.985	-0.985	0	0	0	0	0	-0.961	0	0
"TCGA.24.2280.01"	0	0.489	-0.373	-0.373	0	0.672	-0.532	-0.532	-0.062	-0.452	-0.432	-0.432	0	0.398	-0.449	-0.449	0.798	0	-0.416	-0.416	-0.423	-0.423	-0.386	-0.386	0	0	-0.531	-0.416	-0.416	-0.919	-0.919	-0.418	0	0	0	0.609	0.609	-0.418	-1.293	-0.851	-0.851
"TCGA.24.2281.01"	0	0.399	0	0	0	0	0	-0.439	0.154	-0.297	0.5	0.5	0	0	-0.668	1.613	0	0	0.485	0	0	0	0.485	0.485	0	0.612	0	0	0	-1.293	-1.293	0	0	1.02	0	0.718	0.718	0	0	0.271	0.271
"TCGA.24.2288.01"	0	0	0	0	-0.483	0.797	-0.656	-0.656	0.75	0.75	0	0	0.44	0	-0.829	0	0.025	-0.451	0	0	-0.422	-0.063	1.651	0.798	0	-0.419	-0.406	-0.646	-0.646	-0.556	-0.556	-0.082	-0.615	-0.436	0.644	0.679	0.679	-0.312	-0.595	-0.28	0.117
"TCGA.24.2289.01"	0	0	0.659	0	0	0	0	0	0.854	0	0	0	0.776	0	0	0	0	0	0	0	0	0	0.707	0	0	0	0	0.679	0	0	0	1.805	-0.967	0	0	0	0.825	0	0	-0.664	-0.197
"TCGA.24.2290.01"	0.631	0.631	0	0	0	0	-1.016	-0.625	0	0	0	-0.409	0	0.825	-0.474	0.579	0	0	0	0	0	0	0.58	0	-0.968	0	0	-1.027	0	-1.006	-1.006	0	0	-0.924	-0.924	1.04	1.04	-0.511	0	-0.462	-0.462
"TCGA.24.2293.01"	0	0	0	0	-0.574	0.222	-0.569	-0.569	0.225	-0.577	-0.031	-0.634	0.745	0.472	-1.293	0	-0.566	-0.566	0.613	0.613	0	0	0.271	0	-1.293	0	-0.591	-0.603	-0.603	-0.61	-0.29	-0.57	-0.57	0	-0.499	2.02	0.458	-1.293	-0.568	0	0
"TCGA.24.2295.01"	0.852	0.634	0.43	0.43	1.304	1.304	-0.026	-0.479	1.506	-0.476	0	-0.483	0.785	0.785	-0.446	0.914	-0.449	-0.449	0.897	0	-0.473	-0.473	3.657	3.657	0	-0.485	-0.493	-0.456	-0.456	-0.997	0	0	0	0	0	1.188	1.188	0.425	-0.442	0	0
"TCGA.24.2297.01"	0	0	0	0	0	0	-0.062	-0.896	0	0	0	0	0	0	-0.779	0	0	0	-0.918	-0.918	0	0	-0.941	-0.941	0.756	0	-0.936	-0.915	-0.915	-0.884	-0.884	0.82	0	0	0	0	0	0	0	0	0
"TCGA.24.2298.01"	0	0	0	0	-0.527	0	-0.558	-0.558	0.187	-0.56	-0.554	-0.554	-1.194	-0.446	0	0	1.626	0	-0.498	-0.498	-0.524	-0.524	0	0	0	-0.529	-0.548	-0.552	-0.552	-1.235	-0.516	-0.544	-0.544	-0.4	-0.4	-0.528	-0.528	-0.522	-0.536	-1.293	-1.293
"TCGA.25.1312.01"	0.895	0.895	0.71	0	-0.759	1.671	0	-0.683	-0.739	-0.739	0.792	0	1.329	1.329	0.037	0.979	-0.742	-0.742	0.81	0.305	0.738	0.767	1.361	0.494	0.454	0	-0.797	0	-0.777	-0.803	-0.803	0	-0.715	3.657	3.657	1.656	1.656	0.367	-0.828	0	0
"TCGA.25.1313.01"	0.848	0	-0.743	0.15	-0.595	0	-0.407	-0.72	0.505	-1.293	0	0	0.263	0.263	-0.66	1.377	-0.707	0	-0.709	-0.709	-0.695	-0.695	0.253	-0.094	-0.84	0	0.349	-0.725	-0.725	-0.726	-0.726	-1.293	-1.293	0.336	1.047	1.09	1.09	0	0	0	0
"TCGA.25.1314.01"	0	0	0	0.666	0	0	-1.293	-1.293	0	0.786	0.846	0	-0.722	0.771	-0.716	0	-0.762	-0.762	0	0	0	0.937	0	-0.717	0	0.591	-0.669	-0.677	-0.677	-0.778	0	0.923	0.176	1.045	1.045	0	0.774	0	-0.769	-1.293	-1.293
