sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X2763	1p	2	1	58682503.5	60214403.5	0.97	DIPLOID
X2763	2p	2	1	30313151	30313151	1	DIPLOID
X2763	2q	2	1	142382850	143916347	0.99	DIPLOID
X2763	3p	2	1	39684816	40038316	0.99	DIPLOID
X2763	3q	2	1	98894895	104908649	0.94	DIPLOID
X2763	4p	1	0	32081000	32081000	1	HETLOSS
X2763	5q	2	1	103609595	108860059	0.95	DIPLOID
X2763	6q	1	0	106989703	106989703	1	HETLOSS
X2763	7p	1	0	3935936.5	3935936.5	1	HETLOSS
X2763	8p	1	0	32315600	32534700	0.99	HETLOSS
X2763	8q	1	0	75275178	75275178	1	HETLOSS
X2763	9q	1	0	61826888	74890594	0.83	HETLOSS
X2763	10q	2	0	59874577	59874577	1	CNLOH
X2763	11p	1	0	312900	312900	1	HETLOSS
X2763	11q	2	1	29853300	33469300	0.89	DIPLOID
X2763	13q	1	0	79115200	79115200	1	HETLOSS
X2763	14q	1	0	57666100	63517096	0.91	HETLOSS
X2763	15q	2	1	35490855	35853455	0.99	DIPLOID
X2763	16q	1	0	52869729.5	52869729.5	1	HETLOSS
X2763	17p	1	0	24492191.5	24492191.5	1	HETLOSS
X2763	18p	3	0	15278603	15278603	1	CNLOH & GAIN
X2763	18q	1	0	59296000	59296000	1	HETLOSS
X2763	20p	3	1	19168569	21997959	0.87	GAIN
X2763	21q	2	1	32050613	32325213	0.99	DIPLOID
X2763	22q	1	0	34999415	36574072	0.96	HETLOSS
X2763	23p	1	0	60218960.5	60218960.5	1	HETLOSS
X2763	23q	1	0	95513517.5	95513517.5	1	HETLOSS
