sample	arm	tcn	lcn	cn_length	arm_length	frac_of_arm	cn_state
X1593	1p	3	1	20539354.5	20539354.5	1	LOSS AFTER
X1593	2q	3	0	129503078	136675259	0.95	CNLOH BEFORE & LOSS
X1593	7q	3	0	91959552	92061117	1	CNLOH BEFORE & LOSS
X1593	8q	3	1	52852007	52852007	1	LOSS AFTER
X1593	9p	1	0	15581900	15581900	1	LOSS BEFORE & AFTER
X1593	9q	2	0	71294364	71294364	1	LOSS BEFORE
X1593	10p	3	1	3509801.5	3509801.5	1	LOSS AFTER
X1593	10q	3	1	92892498.5	92892498.5	1	LOSS AFTER
X1593	11p	0	0	3700	3700	1	HOMDEL
X1593	11q	4	0	59041716	67025276	0.88	CNLOH BEFORE
X1593	12p	4	1	14161529.5	14161529.5	1	CNLOH AFTER
X1593	12q	4	1	96069770.5	96069770.5	1	CNLOH AFTER
X1593	13q	3	0	95614389	95614389	1	CNLOH BEFORE & LOSS
X1593	14q	4	2	40369900	40369900	1	TETRAPLOID
X1593	16p	3	0	30526023	37118049.5	0.82	CNLOH BEFORE & LOSS
X1593	17p	3	0	23536721.5	23536721.5	1	CNLOH BEFORE & LOSS
X1593	18p	4	0	18113552.5	18113552.5	1	CNLOH BEFORE
X1593	20p	5	2	15873967	18123057	0.88	GAIN
X1593	20q	6	2	30593270	36084494	0.85	AMP
X1593	21q	3	1	24481626	27809570	0.88	LOSS AFTER
X1593	23p	2	0	2523460.5	2523460.5	1	LOSS BEFORE
X1593	23q	2	0	95433039.5	95433039.5	1	LOSS BEFORE
